date,region,job_role,avg_salary_usd,job_postings,applicants_per_posting,q10_demand,q50_demand,q90_demand
2020-02-01,Europe,Data Analyst,112462.44,760,13.12,753.38,760,770.55
2020-02-01,Europe,AI Researcher,118650.48,371,17.5,366.4,371,379.37
2020-02-01,Europe,MLOps Engineer,106585.34,439,9.05,430.42,439,449.18
2020-02-01,Asia-Pacific,Data Scientist,157210.66,876,7.09,859.78,876,883.24
2020-02-01,Asia-Pacific,Machine Learning Engineer,147854.97,767,14.31,751.12,767,775.66
2020-02-01,Asia-Pacific,Data Analyst,149773.92,1036,13.15,1025.24,1036,1047.4
2020-02-01,Asia-Pacific,AI Researcher,150734.87,563,6.87,554.17,563,571.0
2020-02-01,Asia-Pacific,MLOps Engineer,149065.37,626,19.71,612.62,626,635.85
2020-02-01,South America,Data Scientist,95678.65,485,16.43,476.96,485,495.72
2020-02-01,South America,Machine Learning Engineer,102221.76,427,17.98,417.16,427,437.86
2020-02-01,South America,Data Analyst,92903.47,662,8.01,651.73,662,675.5
2020-02-01,South America,AI Researcher,89391.36,332,12.66,320.03,332,342.58
2020-02-01,South America,MLOps Engineer,88251.67,391,15.39,378.16,391,399.77
2020-02-01,Middle East & Africa,Data Scientist,84581.56,452,9.18,439.14,452,463.54
2020-02-01,Middle East & Africa,Machine Learning Engineer,82064.71,434,16.3,422.7,434,446.09
2020-02-01,Middle East & Africa,Data Analyst,82338.01,603,14.2,593.08,603,610.35
2020-02-01,Middle East & Africa,AI Researcher,77020.39,272,10.23,262.43,272,282.32
2020-02-01,Middle East & Africa,MLOps Engineer,80120.76,339,9.49,329.0,339,346.55
2020-03-01,North America,Data Scientist,136094.21,767,8.49,759.29,767,779.62
2020-03-01,North America,Machine Learning Engineer,128992.99,696,18.59,686.79,696,699.99
2020-03-01,North America,Data Analyst,121944.82,947,10.37,936.17,947,954.44
2020-03-01,North America,AI Researcher,130051.77,488,11.74,472.6,488,501.72
2020-03-01,North America,MLOps Engineer,126804.36,560,17.34,552.92,560,570.71
2020-03-01,Europe,Data Scientist,103644.06,687,16.63,677.08,687,691.69
2020-03-01,Europe,Machine Learning Engineer,107748.95,569,16.23,558.54,569,577.12
2020-03-01,Europe,Data Analyst,115253.03,774,5.94,761.52,774,781.4
2020-03-01,Europe,AI Researcher,108329.51,360,17.64,352.46,360,373.08
2020-03-01,Europe,MLOps Engineer,109122.23,460,18.65,448.83,460,469.69
2020-03-01,Asia-Pacific,Data Scientist,145629.31,865,14.49,855.4,865,876.57
2020-03-01,Asia-Pacific,Machine Learning Engineer,151436.3,790,16.42,779.73,790,800.59
2020-03-01,Asia-Pacific,Data Analyst,147629.45,1072,5.72,1058.39,1072,1083.22
2020-03-01,Asia-Pacific,AI Researcher,128756.1,535,11.87,526.65,535,541.34
2020-03-01,Asia-Pacific,MLOps Engineer,148891.65,610,17.33,595.64,610,618.81
2020-03-01,South America,Data Scientist,88332.34,579,18.2,566.99,579,585.78
2020-03-01,South America,Machine Learning Engineer,93680.5,457,16.08,449.71,457,470.23
2020-03-01,South America,Data Analyst,96966.0,605,7.99,595.99,605,616.81
2020-03-01,South America,AI Researcher,89267.43,311,9.01,304.01,311,316.42
2020-03-01,South America,MLOps Engineer,89018.84,313,11.06,295.76,313,325.35
2020-03-01,Middle East & Africa,Data Scientist,78948.44,478,15.16,466.36,478,491.16
2020-03-01,Middle East & Africa,Machine Learning Engineer,80483.03,438,19.64,425.98,438,449.78
2020-03-01,Middle East & Africa,Data Analyst,77705.59,568,10.22,553.35,568,580.97
2020-03-01,Middle East & Africa,AI Researcher,82680.88,268,11.87,262.8,268,275.51
2020-03-01,Middle East & Africa,MLOps Engineer,73427.24,330,5.87,315.02,330,341.61
2020-04-01,North America,Data Scientist,128662.77,681,8.38,672.13,681,690.05
2020-04-01,North America,Machine Learning Engineer,133624.99,632,17.17,621.26,632,638.11
2020-04-01,North America,Data Analyst,122394.89,875,10.18,865.7,875,886.4
2020-04-01,North America,AI Researcher,129506.32,430,7.21,419.54,430,436.73
2020-04-01,North America,MLOps Engineer,130246.1,488,8.63,471.93,488,498.02
2020-04-01,Europe,Data Scientist,108034.05,577,13.2,562.88,577,585.31
2020-04-01,Europe,Machine Learning Engineer,108895.88,505,8.14,496.29,505,516.77
2020-04-01,Europe,Data Analyst,112541.95,697,6.1,691.09,697,707.49
2020-04-01,Europe,AI Researcher,113017.9,342,18.62,330.72,342,352.06
2020-04-01,Europe,MLOps Engineer,112683.3,422,8.71,412.57,422,436.18
2020-04-01,Asia-Pacific,Data Scientist,151741.17,803,16.57,793.94,803,813.0
2020-04-01,Asia-Pacific,Machine Learning Engineer,154533.86,703,15.93,694.36,703,712.54
2020-04-01,Asia-Pacific,Data Analyst,149851.88,930,14.94,921.08,930,938.06
2020-04-01,Asia-Pacific,AI Researcher,148640.82,484,10.89,470.04,484,494.74
2020-04-01,Asia-Pacific,MLOps Engineer,150753.9,569,10.36,561.05,569,581.37
2020-04-01,South America,Data Scientist,94016.69,418,7.87,405.81,418,423.42
2020-04-01,South America,Machine Learning Engineer,90962.57,428,9.24,417.68,428,439.75
2020-04-01,South America,Data Analyst,82960.91,640,9.24,629.69,640,652.34
2020-04-01,South America,AI Researcher,96349.73,274,12.15,268.35,274,283.96
2020-04-01,South America,MLOps Engineer,91636.34,321,8.11,312.26,321,331.03
2020-04-01,Middle East & Africa,Data Scientist,85062.52,434,17.54,420.29,434,440.79
2020-04-01,Middle East & Africa,Machine Learning Engineer,84770.03,370,11.38,359.04,370,382.07
2020-04-01,Middle East & Africa,Data Analyst,77073.95,440,9.56,427.96,440,446.55
2020-04-01,Middle East & Africa,AI Researcher,81850.37,243,9.88,235.03,243,255.59
2020-04-01,Middle East & Africa,MLOps Engineer,78158.95,292,18.53,283.79,292,306.27
2020-05-01,North America,Data Scientist,136362.58,641,15.64,633.42,641,652.44
2020-05-01,North America,Machine Learning Engineer,133695.12,532,5.64,520.05,532,537.49
2020-05-01,North America,Data Analyst,123512.61,740,12.71,729.25,740,743.07
2020-05-01,North America,AI Researcher,137032.62,380,11.93,369.31,380,391.49
2020-05-01,North America,MLOps Engineer,132740.31,449,7.93,440.85,449,455.1
2020-05-01,Europe,Data Scientist,115820.14,498,13.43,488.02,498,510.01
2020-05-01,Europe,Machine Learning Engineer,107870.95,446,10.77,433.45,446,455.82
2020-05-01,Europe,Data Analyst,114257.72,607,17.26,595.5,607,617.15
2020-05-01,Europe,AI Researcher,106368.23,316,7.69,304.74,316,326.73
2020-05-01,Europe,MLOps Engineer,104519.85,382,17.98,373.44,382,389.41
2020-05-01,Asia-Pacific,Data Scientist,147059.91,726,8.76,714.15,726,739.33
2020-05-01,Asia-Pacific,Machine Learning Engineer,150523.1,658,9.31,651.09,658,663.94
2020-05-01,Asia-Pacific,Data Analyst,158345.16,793,6.03,778.4,793,800.89
2020-05-01,Asia-Pacific,AI Researcher,163600.08,427,9.99,417.47,427,435.36
2020-05-01,Asia-Pacific,MLOps Engineer,153763.37,507,7.98,492.65,507,521.56
2020-05-01,South America,Data Scientist,88675.81,399,9.14,387.97,399,408.85
2020-05-01,South America,Machine Learning Engineer,86586.77,373,16.07,365.77,373,381.07
2020-05-01,South America,Data Analyst,85012.84,512,8.96,502.25,512,517.65
2020-05-01,South America,AI Researcher,85482.19,234,14.05,223.79,234,243.75
2020-05-01,South America,MLOps Engineer,90887.97,284,14.35,277.9,284,296.49
2020-05-01,Middle East & Africa,Data Scientist,75406.95,400,9.69,385.39,400,411.97
2020-05-01,Middle East & Africa,Machine Learning Engineer,79140.36,305,13.81,291.86,305,318.51
2020-05-01,Middle East & Africa,Data Analyst,79826.09,417,11.75,405.46,417,426.67
2020-05-01,Middle East & Africa,AI Researcher,78458.47,239,15.09,229.07,239,248.48
2020-05-01,Middle East & Africa,MLOps Engineer,78521.89,262,8.88,249.52,262,277.03
2020-06-01,North America,Data Scientist,130102.75,593,14.2,586.88,593,605.07
2020-06-01,North America,Machine Learning Engineer,131712.67,538,16.08,528.7,538,545.9
2020-06-01,North America,Data Analyst,141082.59,703,14.1,694.74,703,713.72
2020-06-01,North America,AI Researcher,133068.01,375,8.0,362.77,375,389.25
2020-06-01,North America,MLOps Engineer,131003.19,464,6.03,451.95,464,473.37
2020-06-01,Europe,Data Scientist,123001.3,523,18.43,517.14,523,536.32
2020-06-01,Europe,Machine Learning Engineer,121777.61,463,8.73,454.82,463,478.16
2020-06-01,Europe,Data Analyst,105783.39,649,11.66,636.42,649,656.93
2020-06-01,Europe,AI Researcher,114362.43,307,6.58,298.48,307,321.33
2020-06-01,Europe,MLOps Engineer,114472.63,327,6.06,317.84,327,338.63
2020-06-01,Asia-Pacific,Data Scientist,151017.89,679,15.28,669.99,679,687.16
2020-06-01,Asia-Pacific,Machine Learning Engineer,143809.42,649,10.35,635.27,649,662.15
2020-06-01,Asia-Pacific,Data Analyst,144989.47,843,18.71,833.38,843,853.98
2020-06-01,Asia-Pacific,AI Researcher,133355.25,417,13.3,409.55,417,422.8
2020-06-01,Asia-Pacific,MLOps Engineer,153132.55,502,17.57,490.74,502,513.82
2020-06-01,South America,Data Scientist,84911.0,470,7.69,462.78,470,476.89
2020-06-01,South America,Machine Learning Engineer,90504.47,419,7.42,411.13,419,425.22
2020-06-01,South America,Data Analyst,88611.83,534,8.68,522.7,534,543.56
2020-06-01,South America,AI Researcher,86683.56,228,19.4,214.94,228,244.27
2020-06-01,South America,MLOps Engineer,81540.34,287,15.53,275.83,287,297.0
2020-06-01,Middle East & Africa,Data Scientist,84060.91,341,14.47,334.04,341,351.26
2020-06-01,Middle East & Africa,Machine Learning Engineer,81021.54,302,15.38,293.22,302,310.58
2020-06-01,Middle East & Africa,Data Analyst,79471.65,422,12.62,412.9,422,431.85
2020-06-01,Middle East & Africa,AI Researcher,75552.13,301,8.8,288.01,301,314.73
2020-06-01,Middle East & Africa,MLOps Engineer,81445.77,268,12.28,254.71,268,276.12
2020-07-01,North America,Data Scientist,128680.63,658,10.82,648.19,658,667.17
2020-07-01,North America,Machine Learning Engineer,133225.07,649,6.0,640.82,649,659.63
2020-07-01,North America,Data Analyst,126802.63,836,8.3,824.14,836,842.24
2020-07-01,North America,AI Researcher,128785.98,378,11.96,365.31,378,391.82
2020-07-01,North America,MLOps Engineer,122605.04,500,17.07,490.02,500,510.81
2020-07-01,Europe,Data Scientist,117681.28,629,16.28,618.75,629,643.23
2020-07-01,Europe,Machine Learning Engineer,105264.02,561,7.55,548.91,561,571.45
2020-07-01,Europe,Data Analyst,111958.01,710,16.38,694.9,710,723.21
2020-07-01,Europe,AI Researcher,115177.21,343,12.11,331.81,343,350.04
2020-07-01,Europe,MLOps Engineer,106533.28,418,8.62,409.11,418,423.78
2020-07-01,Asia-Pacific,Data Scientist,156767.08,792,17.33,777.44,792,805.33
2020-07-01,Asia-Pacific,Machine Learning Engineer,156949.54,721,8.96,710.48,721,732.66
2020-07-01,Asia-Pacific,Data Analyst,143286.98,951,8.28,943.85,951,956.42
2020-07-01,Asia-Pacific,AI Researcher,157833.85,505,16.67,497.09,505,516.75
2020-07-01,Asia-Pacific,MLOps Engineer,145958.69,554,5.47,549.89,554,563.0
2020-07-01,South America,Data Scientist,87578.83,495,15.0,482.96,495,504.09
2020-07-01,South America,Machine Learning Engineer,93293.42,433,8.74,422.05,433,440.88
2020-07-01,South America,Data Analyst,95226.29,571,17.1,564.05,571,580.27
2020-07-01,South America,AI Researcher,89394.76,294,9.69,279.71,294,300.4
2020-07-01,South America,MLOps Engineer,96007.06,362,5.58,350.84,362,375.27
2020-07-01,Middle East & Africa,Data Scientist,84094.84,477,13.71,463.86,477,492.31
2020-07-01,Middle East & Africa,Machine Learning Engineer,74583.93,368,13.95,356.9,368,371.7
2020-07-01,Middle East & Africa,Data Analyst,83540.93,520,11.82,509.63,520,533.57
2020-07-01,Middle East & Africa,AI Researcher,82233.17,280,7.51,264.11,280,290.01
2020-07-01,Middle East & Africa,MLOps Engineer,85365.9,311,14.54,302.46,311,317.38
2020-08-01,North America,Data Scientist,127414.92,827,15.02,818.01,827,838.03
2020-08-01,North America,Machine Learning Engineer,135550.84,753,19.41,741.61,753,760.06
2020-08-01,North America,Data Analyst,122829.31,1012,13.59,1000.84,1012,1021.39
2020-08-01,North America,AI Researcher,140224.63,506,5.48,496.45,506,513.58
2020-08-01,North America,MLOps Engineer,136055.21,555,18.24,548.39,555,566.87
2020-08-01,Europe,Data Scientist,105576.26,697,19.96,688.89,697,707.87
2020-08-01,Europe,Machine Learning Engineer,116558.73,603,5.94,594.55,603,612.41
2020-08-01,Europe,Data Analyst,105893.82,797,9.03,791.65,797,801.89
2020-08-01,Europe,AI Researcher,106630.18,408,9.49,399.46,408,416.94
2020-08-01,Europe,MLOps Engineer,102871.36,445,8.16,434.46,445,453.86
2020-08-01,Asia-Pacific,Data Scientist,156608.88,915,7.32,905.09,915,922.45
2020-08-01,Asia-Pacific,Machine Learning Engineer,136606.0,830,13.71,819.1,830,836.5
2020-08-01,Asia-Pacific,Data Analyst,139302.16,1109,12.32,1099.24,1109,1116.5
2020-08-01,Asia-Pacific,AI Researcher,145878.45,566,11.88,557.91,566,577.63
2020-08-01,Asia-Pacific,MLOps Engineer,158471.05,685,17.93,673.82,685,689.22
2020-08-01,South America,Data Scientist,93803.21,541,16.12,535.22,541,541.03
2020-08-01,South America,Machine Learning Engineer,88089.98,477,17.9,472.11,477,484.23
2020-08-01,South America,Data Analyst,88767.03,688,19.27,678.9,688,698.79
2020-08-01,South America,AI Researcher,88419.62,342,14.67,331.11,342,347.45
2020-08-01,South America,MLOps Engineer,84744.99,419,7.78,412.29,419,426.27
2020-08-01,Middle East & Africa,Data Scientist,81767.94,465,9.29,458.31,465,475.66
2020-08-01,Middle East & Africa,Machine Learning Engineer,77947.21,454,13.35,444.69,454,465.2
2020-08-01,Middle East & Africa,Data Analyst,82080.0,580,8.31,568.77,580,589.08
2020-08-01,Middle East & Africa,AI Researcher,76453.28,282,16.25,268.31,282,291.57
2020-08-01,Middle East & Africa,MLOps Engineer,77141.81,311,12.29,303.81,311,319.0
2020-09-01,North America,Data Scientist,128782.36,768,16.41,764.36,768,777.87
2020-09-01,North America,Machine Learning Engineer,142604.75,668,19.99,659.58,668,682.17
2020-09-01,North America,Data Analyst,132489.43,948,14.23,944.39,948,958.06
2020-09-01,North America,AI Researcher,125769.59,496,5.52,492.25,496,511.17
2020-09-01,North America,MLOps Engineer,131867.64,550,8.56,541.27,550,560.75
2020-09-01,Europe,Data Scientist,105519.73,645,10.7,636.35,645,658.77
2020-09-01,Europe,Machine Learning Engineer,111971.49,583,15.16,570.73,583,595.23
2020-09-01,Europe,Data Analyst,106480.05,807,5.29,796.71,807,820.89
2020-09-01,Europe,AI Researcher,114097.53,385,19.42,375.19,385,396.52
2020-09-01,Europe,MLOps Engineer,113822.61,453,15.18,440.39,453,461.63
2020-09-01,Asia-Pacific,Data Scientist,157164.75,911,19.85,896.58,911,917.74
2020-09-01,Asia-Pacific,Machine Learning Engineer,149185.55,786,8.92,773.01,786,794.6
2020-09-01,Asia-Pacific,Data Analyst,148571.23,1120,7.26,1113.44,1120,1129.83
2020-09-01,Asia-Pacific,AI Researcher,137632.25,561,12.06,547.38,561,573.33
2020-09-01,Asia-Pacific,MLOps Engineer,161407.55,638,11.04,622.76,638,647.19
2020-09-01,South America,Data Scientist,85030.15,577,7.86,568.59,577,583.83
2020-09-01,South America,Machine Learning Engineer,88835.16,527,12.97,518.71,527,536.81
2020-09-01,South America,Data Analyst,93511.54,596,11.51,583.27,596,606.32
2020-09-01,South America,AI Researcher,86191.58,366,17.31,355.4,366,381.73
2020-09-01,South America,MLOps Engineer,89024.69,416,9.9,406.37,416,426.28
2020-09-01,Middle East & Africa,Data Scientist,89646.71,487,5.49,475.19,487,498.27
2020-09-01,Middle East & Africa,Machine Learning Engineer,73022.68,494,19.07,489.72,494,501.42
2020-09-01,Middle East & Africa,Data Analyst,87550.75,586,8.79,580.01,586,590.4
2020-09-01,Middle East & Africa,AI Researcher,81718.25,322,12.16,315.86,322,327.81
2020-09-01,Middle East & Africa,MLOps Engineer,84153.52,307,17.61,305.5,307,315.33
2020-10-01,North America,Data Scientist,133148.9,685,10.77,680.61,685,693.83
2020-10-01,North America,Machine Learning Engineer,132919.92,632,12.13,621.9,632,638.56
2020-10-01,North America,Data Analyst,131043.75,842,13.43,833.03,842,852.51
2020-10-01,North America,AI Researcher,128657.03,412,14.93,401.53,412,421.35
2020-10-01,North America,MLOps Engineer,115795.57,498,17.5,486.72,498,511.59
2020-10-01,Europe,Data Scientist,106098.07,563,11.2,555.35,563,576.47
2020-10-01,Europe,Machine Learning Engineer,109089.6,556,7.73,545.05,556,565.0
2020-10-01,Europe,Data Analyst,107088.67,693,12.54,682.04,693,704.06
2020-10-01,Europe,AI Researcher,117537.25,374,11.05,363.39,374,388.9
2020-10-01,Europe,MLOps Engineer,119999.34,414,7.2,402.34,414,424.46
2020-10-01,Asia-Pacific,Data Scientist,148259.03,860,10.69,850.56,860,870.93
2020-10-01,Asia-Pacific,Machine Learning Engineer,159142.28,703,13.6,692.57,703,712.32
2020-10-01,Asia-Pacific,Data Analyst,161307.25,966,10.19,952.87,966,977.75
2020-10-01,Asia-Pacific,AI Researcher,154348.93,475,19.85,462.43,475,485.22
2020-10-01,Asia-Pacific,MLOps Engineer,159617.73,579,6.81,572.88,579,590.72
2020-10-01,South America,Data Scientist,81585.83,481,7.56,471.85,481,495.49
2020-10-01,South America,Machine Learning Engineer,86217.88,426,5.25,412.85,426,440.97
2020-10-01,South America,Data Analyst,87245.25,584,18.9,575.07,584,592.22
2020-10-01,South America,AI Researcher,90375.67,283,10.89,272.78,283,291.77
2020-10-01,South America,MLOps Engineer,89830.93,314,19.61,299.52,314,318.8
2020-10-01,Middle East & Africa,Data Scientist,75921.98,456,18.56,443.46,456,459.62
2020-10-01,Middle East & Africa,Machine Learning Engineer,77588.72,395,8.36,383.59,395,406.91
2020-10-01,Middle East & Africa,Data Analyst,72058.16,500,18.06,498.72,500,508.88
2020-10-01,Middle East & Africa,AI Researcher,73474.9,219,13.58,208.67,219,230.83
2020-10-01,Middle East & Africa,MLOps Engineer,79312.21,317,9.02,310.46,317,321.74
2020-11-01,North America,Data Scientist,131027.35,607,15.46,598.25,607,618.58
2020-11-01,North America,Machine Learning Engineer,133402.07,525,18.44,518.01,525,532.74
2020-11-01,North America,Data Analyst,126740.89,723,15.1,711.45,723,731.87
2020-11-01,North America,AI Researcher,133131.59,385,10.41,378.59,385,397.68
2020-11-01,North America,MLOps Engineer,141892.53,445,12.02,432.86,445,451.06
2020-11-01,Europe,Data Scientist,99901.6,549,13.46,540.12,549,560.31
2020-11-01,Europe,Machine Learning Engineer,112339.95,477,16.69,463.16,477,488.99
2020-11-01,Europe,Data Analyst,113224.83,605,6.54,592.3,605,616.35
2020-11-01,Europe,AI Researcher,103520.78,364,15.24,349.43,364,368.84
2020-11-01,Europe,MLOps Engineer,115048.82,394,8.39,387.15,394,406.27
2020-11-01,Asia-Pacific,Data Scientist,155214.02,746,17.74,738.96,746,755.14
2020-11-01,Asia-Pacific,Machine Learning Engineer,148432.34,602,11.98,595.21,602,617.73
2020-11-01,Asia-Pacific,Data Analyst,151421.1,842,19.48,835.76,842,856.87
2020-11-01,Asia-Pacific,AI Researcher,144201.87,470,6.35,465.01,470,483.18
2020-11-01,Asia-Pacific,MLOps Engineer,155789.4,501,9.4,493.2,501,516.7
2020-11-01,South America,Data Scientist,90500.75,435,15.15,423.9,435,445.44
2020-11-01,South America,Machine Learning Engineer,86795.01,383,13.9,368.69,383,396.5
2020-11-01,South America,Data Analyst,81135.0,496,7.02,485.31,496,507.94
2020-11-01,South America,AI Researcher,86071.68,264,6.77,251.84,264,270.11
2020-11-01,South America,MLOps Engineer,90111.86,278,17.77,267.76,278,289.66
2020-11-01,Middle East & Africa,Data Scientist,80120.13,328,14.11,315.37,328,333.83
2020-11-01,Middle East & Africa,Machine Learning Engineer,78868.45,319,6.45,304.74,319,321.54
2020-11-01,Middle East & Africa,Data Analyst,81352.09,465,11.04,458.23,465,478.62
2020-11-01,Middle East & Africa,AI Researcher,76830.81,246,14.49,235.35,246,252.92
2020-11-01,Middle East & Africa,MLOps Engineer,84245.48,297,12.5,285.92,297,309.24
2020-12-01,North America,Data Scientist,127012.93,625,14.26,616.08,625,636.25
2020-12-01,North America,Machine Learning Engineer,123615.03,573,6.29,556.04,573,586.54
2020-12-01,North America,Data Analyst,134272.87,774,17.3,764.01,774,782.23
2020-12-01,North America,AI Researcher,135425.88,361,18.47,355.64,361,372.04
2020-12-01,North America,MLOps Engineer,124786.0,482,14.61,476.1,482,491.55
2020-12-01,Europe,Data Scientist,119879.98,546,5.31,536.73,546,554.88
2020-12-01,Europe,Machine Learning Engineer,114214.08,483,9.97,475.89,483,497.89
2020-12-01,Europe,Data Analyst,118748.2,633,8.76,623.41,633,643.65
2020-12-01,Europe,AI Researcher,109515.76,298,5.93,287.76,298,301.61
2020-12-01,Europe,MLOps Engineer,104611.53,359,6.73,354.06,359,368.36
2020-12-01,Asia-Pacific,Data Scientist,161876.08,719,11.63,710.58,719,729.53
2020-12-01,Asia-Pacific,Machine Learning Engineer,150982.99,651,14.03,644.59,651,655.61
2020-12-01,Asia-Pacific,Data Analyst,143749.7,885,10.88,873.48,885,892.82
2020-12-01,Asia-Pacific,AI Researcher,158929.11,479,10.18,465.92,479,489.55
2020-12-01,Asia-Pacific,MLOps Engineer,150929.38,519,18.62,513.73,519,526.59
2020-12-01,South America,Data Scientist,89659.5,457,6.21,451.16,457,470.61
2020-12-01,South America,Machine Learning Engineer,89793.62,380,14.45,368.53,380,391.71
2020-12-01,South America,Data Analyst,89555.2,525,13.71,522.6,525,535.56
2020-12-01,South America,AI Researcher,96206.23,266,19.26,258.02,266,274.79
2020-12-01,South America,MLOps Engineer,86255.72,335,13.99,325.44,335,344.3
2020-12-01,Middle East & Africa,Data Scientist,78826.38,377,5.73,365.72,377,388.25
2020-12-01,Middle East & Africa,Machine Learning Engineer,84255.76,308,17.39,293.85,308,321.72
2020-12-01,Middle East & Africa,Data Analyst,73913.61,496,19.37,479.18,496,508.67
2020-12-01,Middle East & Africa,AI Researcher,74894.78,222,5.89,211.12,222,236.2
2020-12-01,Middle East & Africa,MLOps Engineer,73822.49,281,15.0,271.33,281,288.59
2021-01-01,North America,Data Scientist,127311.5,699,5.77,692.77,699,709.86
2021-01-01,North America,Machine Learning Engineer,114553.19,583,17.59,572.94,583,589.49
2021-01-01,North America,Data Analyst,142332.38,897,19.4,883.93,897,913.31
2021-01-01,North America,AI Researcher,126828.04,454,6.16,444.27,454,463.76
2021-01-01,North America,MLOps Engineer,123106.07,490,19.84,483.85,490,500.96
2021-01-01,Europe,Data Scientist,108164.22,592,13.32,578.54,592,606.16
2021-01-01,Europe,Machine Learning Engineer,95682.75,532,10.03,522.19,532,542.33
2021-01-01,Europe,Data Analyst,104962.41,754,10.9,744.98,754,763.36
2021-01-01,Europe,AI Researcher,107055.76,381,12.13,365.19,381,388.31
2021-01-01,Europe,MLOps Engineer,112764.93,389,17.46,380.51,389,394.88
2021-01-01,Asia-Pacific,Data Scientist,149542.47,839,10.01,830.6,839,847.34
2021-01-01,Asia-Pacific,Machine Learning Engineer,159007.61,781,17.06,773.39,781,792.27
2021-01-01,Asia-Pacific,Data Analyst,133373.86,1025,19.95,1022.48,1025,1036.2
2021-01-01,Asia-Pacific,AI Researcher,142492.03,472,7.38,463.75,472,478.48
2021-01-01,Asia-Pacific,MLOps Engineer,165509.3,545,13.91,538.15,545,551.46
2021-01-01,South America,Data Scientist,101564.58,480,13.55,467.96,480,487.56
2021-01-01,South America,Machine Learning Engineer,89278.38,449,8.92,434.65,449,460.84
2021-01-01,South America,Data Analyst,92956.26,645,14.15,638.33,645,654.89
2021-01-01,South America,AI Researcher,82944.63,290,9.32,272.47,290,299.99
2021-01-01,South America,MLOps Engineer,94472.68,327,5.36,315.08,327,337.37
2021-01-01,Middle East & Africa,Data Scientist,74803.13,441,13.26,433.27,441,452.74
2021-01-01,Middle East & Africa,Machine Learning Engineer,79847.44,341,5.34,330.31,341,354.22
2021-01-01,Middle East & Africa,Data Analyst,83616.07,528,16.25,514.06,528,538.43
2021-01-01,Middle East & Africa,AI Researcher,77711.22,270,7.98,262.45,270,276.8
2021-01-01,Middle East & Africa,MLOps Engineer,85325.36,383,6.22,376.67,383,388.53
2021-02-01,North America,Data Scientist,125326.46,789,17.18,775.79,789,800.81
2021-02-01,North America,Machine Learning Engineer,120383.61,799,18.98,785.56,799,810.95
2021-02-01,North America,Data Analyst,128201.87,971,8.31,954.85,971,981.0
2021-02-01,North America,AI Researcher,124859.15,492,11.16,478.75,492,503.68
2021-02-01,North America,MLOps Engineer,136528.45,561,16.49,553.96,561,570.15
2021-02-01,Europe,Data Scientist,114920.56,691,12.57,679.95,691,698.94
2021-02-01,Europe,Machine Learning Engineer,117096.44,589,8.48,583.63,589,597.1
2021-02-01,Europe,Data Analyst,106511.43,833,16.27,820.77,833,838.48
2021-02-01,Europe,AI Researcher,109873.36,375,6.64,367.43,375,381.66
2021-02-01,Europe,MLOps Engineer,111170.07,497,17.86,488.29,497,505.31
2021-02-01,Asia-Pacific,Data Scientist,152486.14,947,15.24,936.98,947,950.74
2021-02-01,Asia-Pacific,Machine Learning Engineer,166593.98,840,17.04,832.18,840,849.61
2021-02-01,Asia-Pacific,Data Analyst,159022.86,1141,17.18,1131.43,1141,1152.02
2021-02-01,Asia-Pacific,AI Researcher,156542.37,567,18.1,554.54,567,576.39
2021-02-01,Asia-Pacific,MLOps Engineer,147369.67,710,7.52,699.46,710,723.69
2021-02-01,South America,Data Scientist,86172.59,612,11.91,601.21,612,623.14
2021-02-01,South America,Machine Learning Engineer,87331.18,518,17.58,504.35,518,531.17
2021-02-01,South America,Data Analyst,88582.11,684,11.12,673.0,684,694.22
2021-02-01,South America,AI Researcher,83765.57,352,8.73,342.42,352,362.92
2021-02-01,South America,MLOps Engineer,96084.91,387,10.54,376.88,387,392.9
2021-02-01,Middle East & Africa,Data Scientist,69110.89,485,18.2,465.27,485,501.92
2021-02-01,Middle East & Africa,Machine Learning Engineer,79574.65,460,11.23,444.89,460,474.2
2021-02-01,Middle East & Africa,Data Analyst,82040.91,583,14.73,576.6,583,586.05
2021-02-01,Middle East & Africa,AI Researcher,76687.21,288,13.94,277.56,288,297.99
2021-02-01,Middle East & Africa,MLOps Engineer,79086.65,359,5.82,350.11,359,364.96
2021-03-01,North America,Data Scientist,133388.32,802,11.46,791.5,802,812.1
2021-03-01,North America,Machine Learning Engineer,121982.27,687,14.32,678.76,687,697.99
2021-03-01,North America,Data Analyst,127086.54,994,15.13,989.91,994,1007.42
2021-03-01,North America,AI Researcher,128619.21,511,19.83,500.03,511,520.97
2021-03-01,North America,MLOps Engineer,135351.32,555,17.86,544.95,555,565.87
2021-03-01,Europe,Data Scientist,102183.66,668,17.28,654.99,668,676.51
2021-03-01,Europe,Machine Learning Engineer,105821.63,575,11.26,563.59,575,587.76
2021-03-01,Europe,Data Analyst,109912.45,833,9.95,823.45,833,842.02
2021-03-01,Europe,AI Researcher,103552.71,397,6.84,388.65,397,404.33
2021-03-01,Europe,MLOps Engineer,112667.51,482,13.17,470.24,482,490.76
2021-03-01,Asia-Pacific,Data Scientist,148195.01,945,16.54,935.98,945,953.08
2021-03-01,Asia-Pacific,Machine Learning Engineer,143608.49,803,10.9,796.65,803,813.48
2021-03-01,Asia-Pacific,Data Analyst,153852.11,1107,16.95,1102.91,1107,1119.37
2021-03-01,Asia-Pacific,AI Researcher,151225.54,574,6.31,567.79,574,578.62
