student_id,age,hours_studied_per_week,attendance_rate,previous_term_score,assignments_completed,participation_score,sleep_hours_per_night,internet_access,family_support,study_group,practice_tests_taken,screen_time_hours,distractions_score,late_night_study,final_exam_score
950,23,4.53,77.27,91.35,7,7.37,7.47,0,1,0,9,1.49,7.32,1.49,66.52
951,27,18.03,98.51,59.55,5,8.66,7.83,0,0,0,11,2.66,7.29,1.31,63.22
952,25,2.14,96.03,63.92,6,4.69,7.29,1,0,1,2,2.99,5.37,2.26,54.62
953,26,6.98,83.47,74.51,12,9.86,4.75,1,1,1,6,3.95,7.93,1.47,68.33
954,25,3.63,83.71,68.12,8,3.58,8.53,1,0,1,9,2.47,5.75,1.86,54.25
955,19,20.2,83.4,61.94,8,6.73,6.78,1,1,0,11,2.95,5.49,2.18,66.02
956,24,5.56,85.22,90.22,9,7.45,4.81,1,1,0,6,6.66,7.96,3.19,66.54
957,21,12.57,68.99,65.06,11,6.16,8.52,1,0,1,2,1.05,3.86,2.25,57.56
958,21,9.32,93.55,75.59,12,7.87,6.8,1,1,1,13,4.58,7.28,1.82,72.66
959,17,3.0,78.73,67.02,11,2.91,4.27,1,1,1,3,4.45,6.19,3.24,55.05
960,18,10.31,86.41,69.12,14,6.03,3.08,0,0,1,10,5.43,6.9,4.75,62.88
961,20,15.31,60.88,55.92,8,8.09,6.71,0,0,0,11,3.97,9.31,2.46,53.78
962,20,11.08,87.24,82.46,13,6.14,6.02,0,0,0,7,1.94,1.56,1.99,65.56
963,24,16.71,97.78,66.81,14,3.93,7.34,0,0,0,10,2.67,5.02,0.87,64.21
964,20,10.19,63.67,86.48,10,6.43,7.16,1,1,1,2,3.97,8.07,1.72,64.49
965,19,12.03,99.5,58.33,9,6.49,5.8,0,0,0,7,2.69,4.44,3.23,60.13
966,22,10.08,89.51,66.18,7,4.16,7.56,0,1,0,13,1.62,3.15,1.92,61.8
967,23,13.72,78.0,77.29,15,8.74,7.27,0,0,1,6,1.0,6.58,2.43,68.15
968,29,21.49,69.87,73.04,12,5.06,5.4,1,0,0,6,3.82,8.76,3.29,62.64
969,23,13.81,96.1,64.19,17,4.09,8.09,0,1,1,3,1.2,4.09,1.31,65.91
970,20,12.97,87.49,70.19,18,6.34,7.24,0,1,0,14,2.88,6.13,0.26,68.35
971,20,8.91,90.66,56.79,17,4.83,6.67,1,1,0,6,2.93,5.17,1.1,58.67
972,22,8.22,82.41,72.4,18,5.75,7.45,0,1,0,4,3.45,4.62,2.82,61.47
973,28,19.32,77.39,41.16,6,6.59,5.77,0,0,1,11,5.44,7.66,1.72,54.77
974,21,6.44,93.31,73.76,18,5.3,5.78,1,1,0,5,2.5,6.52,3.1,62.95
975,19,7.43,75.88,87.42,19,7.29,6.79,0,0,0,1,2.76,5.72,2.58,63.46
976,24,11.51,93.61,82.08,18,6.71,5.57,0,1,0,10,3.44,4.41,2.08,74.74
977,26,9.87,69.04,81.59,19,8.52,9.15,0,1,1,10,3.69,6.16,0.0,70.09
978,29,21.78,76.16,66.92,13,4.16,7.3,1,0,1,2,2.83,4.59,2.89,59.91
979,19,0.17,71.13,77.42,6,6.26,8.0,1,1,0,13,1.82,4.33,1.49,57.08
980,28,13.81,97.51,67.12,12,6.64,9.56,1,0,1,0,1.0,4.88,1.93,67.11
981,27,15.56,68.27,70.72,17,6.69,9.06,1,0,0,7,2.47,5.54,0.96,60.77
982,21,6.4,74.12,70.61,8,1.98,10.0,0,0,0,7,1.0,2.66,0.0,53.43
983,20,8.78,91.31,32.89,10,4.03,5.71,0,1,1,6,3.33,6.86,2.36,49.76
984,19,14.16,87.19,82.44,16,6.78,9.36,0,1,1,2,2.67,4.72,1.09,70.44
985,20,20.15,100.0,77.02,11,7.26,6.36,1,0,1,8,3.87,5.46,2.21,75.02
986,28,7.4,100.0,81.49,13,6.2,6.67,1,0,1,12,3.76,4.19,3.04,70.33
987,20,4.1,90.9,60.78,6,6.49,7.28,0,0,1,12,3.67,4.73,2.14,58.21
988,22,16.86,91.59,79.77,11,8.55,7.1,0,1,1,9,2.53,3.02,1.49,75.93
989,29,19.62,67.55,77.32,9,5.44,6.95,1,1,1,9,2.24,4.9,1.31,66.57
990,25,10.32,76.57,45.97,5,4.63,7.43,1,0,0,3,2.66,4.3,0.99,45.47
991,17,0.93,81.86,51.4,8,9.09,9.21,0,1,0,8,1.09,4.06,2.07,53.11
992,17,19.26,83.3,72.37,7,7.34,3.79,1,1,1,7,6.21,8.8,3.23,70.54
993,19,11.01,71.85,64.09,9,5.81,4.86,1,1,0,9,5.2,5.69,3.76,58.92
994,28,17.62,76.1,71.57,15,4.73,5.09,0,1,0,13,4.54,7.76,3.18,65.67
995,19,11.78,76.9,64.37,5,9.3,7.42,1,1,1,4,3.44,4.38,2.51,64.1
996,20,10.12,95.16,89.04,12,5.6,7.15,1,0,1,8,2.91,5.35,2.61,70.71
997,23,9.74,89.07,49.82,5,4.54,7.56,1,0,1,8,2.83,2.88,1.11,53.29
998,22,19.37,81.82,56.02,16,8.64,9.76,0,0,1,7,2.65,5.4,0.0,63.23
999,17,19.17,82.36,60.48,10,3.24,7.04,1,1,0,8,1.84,5.94,1.35,62.15
1000,18,1.31,87.78,55.99,6,5.84,4.92,1,0,0,0,4.92,1.87,2.09,48.21
1001,29,7.32,78.33,65.08,6,7.38,7.63,1,0,0,6,4.18,4.83,1.53,56.49
1002,21,20.89,82.48,71.41,15,5.58,9.64,1,1,1,9,1.0,4.98,0.3,72.87
1003,19,10.16,68.53,56.28,6,5.12,9.89,0,0,0,9,1.58,5.16,0.53,50.3
1004,27,5.2,91.4,75.98,18,7.0,6.9,1,1,0,7,3.5,4.87,3.45,67.3
1005,22,12.02,94.19,86.93,5,3.75,7.22,0,1,0,8,3.03,5.3,1.54,67.83
1006,27,11.46,88.46,84.42,5,5.72,7.48,1,0,1,9,3.93,6.66,2.29,68.09
1007,18,11.51,89.56,94.96,16,7.56,7.87,1,1,1,14,3.22,5.98,0.66,80.72
1008,22,9.6,88.49,84.89,19,3.98,6.79,1,1,1,4,3.62,3.22,1.13,71.49
1009,27,10.45,100.0,71.43,15,8.87,6.31,1,1,1,10,3.53,6.74,4.19,74.24
1010,26,9.72,86.94,92.37,5,5.73,9.27,1,1,1,14,1.0,3.24,2.04,72.56
1011,25,13.67,72.34,79.95,13,5.99,9.24,0,1,1,7,2.71,5.4,1.36,66.59
1012,22,7.94,74.96,93.47,15,5.2,7.03,0,0,1,13,3.18,5.67,1.57,69.3
1013,27,10.55,91.8,69.58,10,7.28,6.15,1,1,1,2,3.26,5.05,1.5,68.38
1014,21,11.28,95.2,47.52,13,5.21,6.09,0,1,1,4,3.68,7.53,1.92,58.72
1015,25,18.53,92.37,58.33,19,6.59,5.33,1,0,0,1,6.23,8.22,4.33,62.37
1016,23,13.87,93.03,73.89,9,8.62,5.21,1,1,1,6,3.79,6.46,2.06,72.38
1017,20,11.45,86.78,78.17,19,8.61,6.6,0,0,0,1,4.58,8.98,1.34,66.7
1018,18,14.68,70.74,69.46,10,3.15,5.95,1,1,1,8,2.99,4.73,2.04,61.24
1019,23,14.03,78.2,83.4,14,8.79,7.41,1,0,1,2,2.16,4.8,1.7,69.25
1020,20,17.44,67.66,58.56,5,5.17,6.25,0,1,1,9,5.46,8.03,2.21,58.3
1021,23,14.53,81.28,63.72,9,6.74,5.66,0,1,0,3,3.12,5.56,2.23,60.88
1022,25,20.97,71.93,83.28,16,6.34,6.44,1,1,1,2,3.84,4.47,1.58,72.2
1023,27,18.72,85.9,72.47,18,6.69,3.35,1,0,1,13,7.19,8.22,3.09,71.31
1024,26,11.79,83.35,72.99,5,4.96,7.53,1,1,1,12,1.29,5.55,3.82,65.54
1025,23,9.93,66.31,88.15,14,7.29,6.64,0,0,1,6,3.43,3.66,2.72,65.07
1026,16,16.41,91.99,84.55,19,8.13,9.0,0,0,1,14,2.41,6.02,0.0,78.16
1027,18,14.58,92.26,62.71,15,5.0,6.34,1,0,1,13,3.21,4.57,3.46,64.09
1028,26,11.53,71.64,74.22,19,6.11,6.78,0,1,0,4,4.21,6.19,3.16,62.38
1029,24,4.62,86.35,52.23,17,7.74,5.67,1,0,0,3,4.51,6.61,3.09,52.32
1030,27,2.84,91.84,71.77,17,8.25,10.0,0,1,1,2,1.41,6.72,1.08,66.47
1031,22,13.74,82.17,76.43,11,6.79,7.4,1,0,1,11,3.65,6.19,3.46,67.74
1032,22,15.85,93.16,51.88,6,6.67,8.78,0,0,1,7,2.08,6.59,0.08,59.68
1033,19,16.02,86.76,89.96,14,7.09,6.51,1,1,1,1,1.93,4.5,2.1,75.13
1034,16,5.56,95.24,95.02,14,5.47,7.85,0,0,1,10,3.31,6.04,0.98,72.45
1035,18,17.19,86.72,77.66,5,6.8,5.62,1,1,0,8,5.97,6.2,3.66,69.27
1036,25,9.33,83.35,82.62,17,5.59,6.09,0,0,0,14,4.79,8.49,1.59,64.33
1037,24,13.94,89.84,89.29,19,5.46,6.55,0,1,1,13,3.94,5.95,2.82,78.68
1038,19,14.08,92.45,69.95,11,1.51,5.69,0,1,1,6,2.83,4.5,1.37,65.28
1039,21,7.99,87.32,83.99,16,2.6,8.05,1,1,0,9,2.08,6.69,2.69,65.45
1040,25,9.04,80.61,76.41,11,6.86,8.21,1,1,0,14,3.41,7.02,1.22,65.98
1041,21,1.63,77.33,54.29,14,7.59,8.72,1,0,1,7,2.63,5.97,0.49,52.6
1042,21,7.42,81.33,61.55,16,7.01,5.66,0,0,1,2,5.43,7.18,1.71,56.9
1043,19,2.99,79.4,65.43,19,6.33,6.14,0,0,0,2,3.58,6.42,1.82,54.77
1044,24,14.19,86.87,84.36,5,5.53,6.92,1,1,1,2,1.79,5.32,1.79,68.85
1045,28,12.31,86.53,73.13,19,7.24,7.93,1,0,0,6,1.38,4.81,1.68,65.49
1046,19,16.57,84.07,83.4,10,5.34,5.14,0,1,0,14,4.87,6.03,1.77,71.52
1047,20,13.78,84.87,66.54,5,6.11,6.59,0,1,1,11,4.39,6.71,3.38,63.35
1048,22,8.83,86.54,57.24,17,9.07,8.48,0,1,0,14,2.41,4.76,1.76,64.25
1049,18,13.73,99.94,95.86,18,3.39,7.12,0,1,1,0,3.72,7.99,1.34,75.29
1050,23,10.05,96.46,100.0,17,4.94,6.82,0,0,1,0,3.78,5.93,2.71,73.43
1051,28,15.05,79.33,76.44,13,5.64,5.33,1,1,0,13,5.22,6.67,3.63,67.11
1052,24,13.58,88.93,69.72,18,2.34,6.49,1,1,0,7,2.89,2.97,2.53,63.87
1053,18,7.06,81.71,85.74,7,3.78,7.98,1,1,0,0,1.93,4.54,0.43,61.63
1054,18,12.01,83.93,59.22,18,8.2,8.45,1,0,1,10,1.74,4.63,1.39,62.77
1055,17,12.28,82.52,69.61,11,7.12,4.52,0,0,0,5,4.99,3.96,2.69,61.32
1056,29,10.46,78.85,55.44,8,5.84,7.54,0,0,0,11,3.23,4.78,0.59,52.05
1057,20,16.47,71.75,77.6,16,8.68,6.43,0,1,0,2,2.35,4.14,2.27,69.35
1058,20,20.57,61.15,74.88,18,4.17,5.6,1,1,1,8,4.4,5.94,1.77,65.82
1059,28,10.16,86.78,67.37,18,9.87,9.64,1,0,1,12,2.38,6.28,0.36,69.06
1060,20,10.25,96.24,64.5,8,5.98,7.92,1,1,1,5,2.13,2.33,1.97,63.34
1061,19,0.76,76.12,54.47,9,4.92,5.38,0,1,1,2,4.68,6.91,1.06,50.88
1062,19,11.36,89.72,62.47,13,8.24,5.47,0,0,0,5,3.31,7.38,3.09,60.78
1063,21,9.82,81.12,86.24,10,7.13,7.21,0,0,1,9,3.51,7.25,1.03,67.98
1064,16,1.19,87.53,67.95,13,6.5,4.79,1,1,0,2,3.61,5.78,3.9,58.19
1065,24,13.44,77.06,86.58,6,5.87,6.64,0,0,0,10,3.78,3.67,1.71,65.03
1066,21,14.96,82.6,62.01,15,2.54,7.67,1,0,1,6,1.57,5.6,0.63,57.9
1067,29,8.33,83.76,71.09,11,2.01,5.02,0,0,0,5,3.01,5.79,4.8,52.63
1068,26,10.14,61.9,66.71,14,6.09,7.19,1,0,0,6,4.15,7.15,4.02,54.55
1069,21,7.17,86.9,69.01,7,7.99,7.56,1,1,1,13,3.09,6.52,0.0,67.89
1070,25,15.81,83.49,80.92,8,4.53,5.98,0,1,1,2,3.31,5.29,2.86,67.26
1071,27,4.41,60.89,48.3,8,6.27,7.47,1,0,1,3,4.12,3.88,0.0,45.58
1072,18,10.43,91.08,80.58,18,3.01,7.89,1,1,1,14,1.0,3.34,1.9,72.26
1073,18,21.76,84.48,80.05,8,3.14,7.55,1,0,1,9,3.85,3.64,1.36,68.72
1074,17,12.26,86.78,72.05,7,5.97,5.95,1,1,1,5,4.41,6.59,2.38,65.36
1075,16,14.34,88.29,72.91,16,7.46,8.17,1,1,1,5,2.27,4.45,1.39,71.96
1076,20,11.27,80.78,69.47,16,7.54,6.45,0,0,1,1,3.91,2.76,1.76,62.31
1077,27,6.13,74.41,80.02,6,8.45,7.23,0,0,0,9,4.44,3.22,0.87,60.55
1078,26,11.84,80.49,72.7,5,4.51,7.01,0,0,0,10,4.02,6.79,2.12,57.73
1079,21,14.03,80.66,62.24,18,5.75,6.92,1,0,1,11,3.54,3.47,2.53,62.15
1080,22,6.89,100.0,73.78,18,7.62,4.0,0,1,1,10,5.6,3.98,2.85,72.03
1081,26,13.71,100.0,83.05,16,4.06,8.44,0,0,1,2,3.82,7.25,2.5,70.45
1082,28,18.22,80.07,76.3,18,5.47,7.62,0,1,1,13,2.29,4.59,1.1,73.59
1083,19,17.35,80.78,72.37,19,6.07,7.11,0,0,1,7,4.05,4.74,2.57,66.66
1084,25,4.09,87.89,74.39,8,6.04,7.81,0,0,0,5,1.6,4.74,2.63,58.28
1085,24,7.12,90.23,66.31,10,7.8,6.31,0,1,1,9,5.37,8.54,1.24,64.79
1086,24,3.93,78.07,66.71,13,6.91,6.71,0,0,0,13,4.22,5.98,2.53,55.06
1087,27,17.36,75.08,50.29,13,5.2,7.66,1,0,0,5,2.45,7.18,1.16,54.4
1088,26,15.05,100.0,69.91,12,1.49,3.78,0,1,0,13,5.92,7.93,2.84,64.78
1089,21,15.52,94.97,83.39,15,7.63,5.84,1,0,0,4,3.71,5.7,4.57,72.84
1090,26,7.61,69.72,67.54,18,8.03,6.05,1,1,0,12,4.29,7.37,2.88,59.38
1091,16,6.17,67.66,61.58,5,7.07,6.48,1,0,1,3,2.7,3.54,2.21,50.98
1092,20,12.38,76.75,82.37,9,6.77,6.14,1,1,0,6,4.66,4.33,1.35,67.32
1093,19,12.5,86.87,73.92,16,6.94,5.79,1,0,0,13,4.48,5.23,2.74,67.11
1094,19,7.73,90.04,73.66,6,8.45,7.27,1,1,0,14,3.42,7.32,1.55,67.63
1095,28,12.71,81.44,77.46,7,5.06,8.05,0,1,0,8,3.25,4.56,1.45,64.53
1096,22,15.22,69.08,80.08,10,5.93,7.57,1,1,1,12,2.69,4.67,1.61,70.33
1097,17,13.14,86.86,71.54,16,4.1,8.4,0,1,0,3,2.84,4.05,3.35,64.2
1098,22,6.8,90.56,62.45,9,5.63,7.66,0,1,0,11,3.56,5.84,2.31,60.57
1099,16,1.44,84.71,92.07,13,4.44,9.06,0,0,0,2,1.5,3.88,1.39,60.71
1100,17,10.71,79.92,72.68,8,4.44,9.22,0,0,0,2,1.55,5.71,1.54,55.82
1101,21,12.82,90.3,63.14,17,2.15,6.25,1,1,1,2,5.68,5.45,1.46,62.88
1102,22,10.7,84.17,74.16,16,5.86,5.74,0,0,1,7,3.64,5.54,3.07,66.03
1103,19,9.86,73.84,85.75,9,8.04,6.05,0,0,0,5,4.15,7.35,2.42,61.58
1104,24,8.54,85.63,55.74,10,0.13,6.41,1,0,0,4,2.85,4.02,1.44,47.3
1105,22,15.58,72.14,87.1,15,8.55,7.97,1,0,0,3,1.51,3.06,2.3,69.86
1106,17,11.74,94.06,70.47,7,5.97,7.67,1,0,1,14,4.24,4.3,0.0,66.29
1107,27,12.62,89.26,94.97,16,4.7,7.23,1,0,1,10,4.39,3.29,1.73,75.02
1108,17,7.14,75.03,79.7,7,6.64,5.95,0,0,1,0,2.97,6.73,1.92,57.47
1109,21,8.9,86.76,70.82,15,5.55,6.31,1,0,0,9,1.7,4.94,1.29,61.62
1110,18,12.82,96.86,86.45,18,5.88,6.63,1,1,1,11,2.83,6.47,1.68,77.64
1111,29,6.97,63.86,86.66,10,8.83,7.24,0,1,1,2,5.55,5.84,1.74,65.25
1112,19,5.7,83.34,68.01,11,6.37,3.0,1,0,1,5,6.38,7.05,4.18,57.52
1113,28,10.35,100.0,74.72,6,6.75,7.28,1,0,0,2,3.35,7.12,2.66,63.64
1114,29,18.0,69.61,66.12,8,5.51,7.64,1,1,0,13,2.8,5.89,2.22,63.9
1115,19,12.95,83.07,82.58,14,5.69,5.87,0,0,1,3,4.18,7.9,3.54,65.34
1116,16,19.3,70.83,55.9,12,4.24,8.99,1,0,1,10,2.14,4.61,0.0,57.61
1117,16,11.34,84.04,70.02,15,5.79,8.04,0,0,1,11,3.87,2.73,0.31,64.3
1118,18,10.45,61.32,47.6,6,4.49,7.93,0,1,0,0,3.2,3.74,1.8,45.06
1119,21,5.04,68.89,78.81,11,8.27,4.61,1,1,0,10,6.08,5.57,2.03,64.23
1120,18,9.12,79.46,46.49,12,5.57,8.07,0,0,1,1,2.5,4.71,1.49,52.09
1121,29,19.18,86.04,59.91,13,7.47,7.14,1,0,1,3,4.96,4.98,2.42,63.9
1122,22,13.64,88.39,75.08,8,8.57,7.21,0,0,0,1,3.57,4.04,3.19,65.58
1123,27,15.67,88.84,68.01,14,8.03,3.58,0,1,0,10,5.11,5.66,3.93,68.66
1124,16,15.53,95.9,66.96,10,4.68,4.66,0,1,1,7,3.87,3.54,3.37,68.49
1125,17,11.95,91.51,60.97,14,9.31,6.47,0,0,1,3,3.06,5.29,2.51,64.2
1126,22,10.98,91.9,66.69,18,2.29,4.97,1,1,1,5,5.13,6.13,2.16,64.83
1127,18,12.6,75.14,51.96,5,8.83,8.82,1,0,0,13,3.24,6.4,0.89,55.8
1128,18,15.36,83.17,75.74,12,1.05,5.28,0,1,0,12,3.87,7.98,1.65,62.35
1129,16,14.29,100.0,81.27,5,4.24,8.0,1,0,1,11,2.23,4.65,1.57,68.1
1130,19,14.46,100.0,80.78,16,5.87,7.45,0,1,0,11,5.09,9.05,1.99,73.08
1131,26,12.77,92.8,71.62,9,4.61,10.0,1,1,1,1,1.77,3.86,0.0,68.09
1132,27,8.15,91.93,86.05,9,1.85,7.0,1,0,0,5,4.26,5.22,2.53,60.33
1133,23,10.69,94.37,77.35,7,3.07,9.09,1,1,1,14,2.16,4.04,0.5,67.06
1134,18,7.29,80.75,83.01,7,6.51,6.28,0,0,0,12,2.85,3.97,3.57,62.57
1135,22,17.02,100.0,76.55,13,2.64,5.26,1,0,0,0,4.05,7.77,2.7,64.08
1136,24,1.49,81.02,72.43,10,7.26,7.44,1,1,1,12,1.63,1.55,1.2,64.28
1137,18,10.91,83.9,63.36,10,8.27,8.79,0,0,1,6,1.78,5.19,1.89,61.1
1138,21,23.94,100.0,41.93,8,8.66,6.14,1,0,0,11,3.14,6.06,3.51,65.51
1139,27,10.29,64.31,79.42,13,6.5,8.45,1,1,1,3,1.96,5.01,1.59,63.5
1140,21,6.33,88.25,70.74,12,5.92,7.79,0,1,1,1,2.03,4.58,1.66,63.5
1141,22,11.91,67.81,94.78,8,5.22,6.96,1,1,0,9,1.9,5.85,1.19,68.89
1142,27,18.45,78.3,49.38,15,10.0,7.24,1,1,1,11,3.37,7.35,1.08,66.25
1143,25,11.2,83.8,81.68,16,8.38,7.14,1,1,1,1,3.74,5.15,0.78,71.88
1144,18,15.07,81.24,61.2,8,7.25,6.05,1,0,0,10,4.15,6.25,2.15,60.33
1145,24,12.5,86.41,72.01,9,6.67,7.15,0,1,1,1,4.68,7.81,3.4,64.87
1146,28,10.14,77.16,61.93,15,8.16,7.55,0,1,0,9,4.26,3.08,1.56,61.71
1147,18,27.75,83.68,76.04,9,2.24,5.87,0,1,1,13,3.96,7.1,1.2,73.38
1148,28,12.36,73.04,71.71,12,7.7,3.13,1,1,1,5,6.16,5.53,3.76,64.27
1149,24,9.31,80.89,82.08,16,4.88,7.88,0,1,0,9,3.33,5.07,1.64,65.98
1150,25,9.55,71.06,73.73,16,1.45,5.95,1,0,0,12,5.03,7.93,3.25,56.0
1151,20,13.9,91.15,77.52,8,8.18,7.76,1,1,1,0,2.53,6.07,2.14,71.47
1152,16,14.05,71.97,86.64,16,4.5,5.69,1,0,1,8,6.11,6.92,1.14,66.51
1153,16,15.86,91.52,77.98,7,6.87,7.51,0,1,0,14,3.26,5.02,1.93,71.0
1154,25,12.71,80.63,70.53,19,4.55,6.61,1,0,0,4,4.99,5.52,2.25,62.09
1155,29,4.84,81.71,86.22,15,5.22,6.47,1,0,0,7,2.98,5.58,1.48,62.38
1156,24,14.66,96.32,70.77,15,9.18,6.87,0,0,1,11,3.26,6.46,3.06,72.17
1157,21,10.46,85.77,76.73,19,6.66,7.46,0,1,1,5,2.04,6.36,1.84,69.71
1158,26,10.57,66.03,68.4,5,6.78,4.38,0,1,0,1,5.04,6.92,2.59,54.68
1159,29,4.59,89.62,64.49,12,2.91,8.76,1,0,0,13,1.98,5.23,1.14,55.1
1160,18,9.13,56.1,37.77,10,7.79,8.43,0,1,1,7,2.03,6.39,1.99,49.66
1161,17,8.37,87.33,80.01,12,4.74,7.42,0,1,1,1,4.03,5.13,2.8,64.28
1162,29,11.82,80.75,58.9,10,6.93,4.55,1,0,0,4,4.5,6.11,3.37,58.03
1163,16,4.73,70.89,80.46,7,4.0,8.18,1,0,1,2,3.06,5.67,1.55,54.37
1164,28,12.25,85.48,92.68,18,6.73,6.95,1,0,0,8,2.45,4.82,2.45,71.1
1165,18,12.62,81.66,57.02,11,7.09,9.35,1,0,1,6,1.0,5.49,0.25,60.38
1166,17,6.4,100.0,82.1,18,3.13,6.27,0,1,0,12,5.98,6.64,2.16,70.84
1167,19,8.88,80.37,70.97,14,6.64,6.66,1,0,1,3,4.31,5.51,1.73,60.54
1168,20,7.71,100.0,77.27,8,4.25,8.38,1,1,1,2,3.1,9.0,1.07,66.8
1169,20,16.54,98.37,58.43,13,8.47,3.81,0,0,1,4,4.47,4.94,4.93,66.01
1170,16,0.0,78.66,72.43,18,6.74,6.37,1,1,1,13,4.31,7.17,2.84,62.53
1171,27,10.28,76.63,73.87,12,6.12,6.69,0,1,1,2,3.73,6.13,2.12,62.65
1172,27,3.7,97.76,88.42,11,10.0,3.56,0,0,1,12,5.58,5.46,1.82,73.72
1173,25,9.84,83.35,96.57,6,7.66,5.56,1,0,1,0,5.49,7.12,3.34,68.46
1174,28,16.23,86.28,75.69,15,5.26,7.29,0,1,0,0,4.87,4.7,1.96,67.04
1175,29,8.85,82.18,67.93,12,7.74,7.44,1,1,1,0,3.94,4.04,1.34,63.05
1176,29,12.69,72.72,97.43,15,6.58,9.37,1,1,0,1,1.26,5.11,0.58,71.14
1177,21,7.78,81.01,70.89,8,8.68,8.34,0,0,1,1,1.96,1.56,1.68,61.43
1178,24,21.7,75.19,71.47,11,4.05,4.98,1,1,0,1,4.85,3.57,1.2,62.94
1179,26,16.57,69.53,73.27,8,9.89,8.1,1,1,0,13,1.63,3.72,0.63,68.23
1180,25,17.64,81.79,77.43,13,5.02,7.51,1,0,1,11,2.61,4.0,2.23,67.22
1181,27,5.36,100.0,80.22,8,5.27,7.1,0,0,1,14,2.51,5.34,1.47,67.88
1182,25,6.49,100.0,65.56,12,4.57,5.28,1,0,1,10,5.04,3.37,2.13,62.9
1183,21,17.4,84.09,70.87,8,5.43,9.68,0,1,1,11,2.98,5.73,0.16,68.08
1184,23,11.03,86.05,93.59,15,9.8,9.53,1,0,0,13,2.18,4.13,2.16,75.27
1185,18,10.71,89.79,90.42,16,6.38,7.39,0,0,0,13,4.23,5.77,1.26,71.07
1186,29,13.67,98.2,77.22,17,3.91,5.76,1,1,1,10,4.03,4.13,2.61,72.41
1187,28,5.72,87.86,75.27,18,5.72,5.28,0,1,1,1,4.64,4.53,3.27,65.46
1188,24,15.86,79.96,69.52,13,6.51,5.31,1,1,1,13,4.91,10.0,2.27,66.44
1189,26,12.09,80.82,83.85,8,7.91,8.26,1,1,0,12,2.26,5.49,0.85,68.86
1190,20,14.4,95.96,66.27,18,5.39,4.46,1,1,0,7,5.6,6.56,4.77,67.38
1191,21,8.65,100.0,73.57,9,6.41,8.63,1,0,1,12,1.93,7.4,1.83,68.17
1192,23,14.57,78.48,66.95,12,10.0,6.7,0,1,1,6,2.55,6.86,2.81,67.68
1193,19,8.48,64.32,65.05,6,5.76,7.47,1,0,0,5,3.57,1.08,1.35,51.78
1194,16,16.77,92.76,72.61,5,6.25,8.07,0,0,0,8,3.68,5.67,3.8,66.14
1195,21,17.65,83.94,72.23,17,3.67,10.0,1,0,1,11,3.2,6.46,1.35,66.37
1196,26,16.56,86.08,65.56,13,7.91,8.04,0,0,0,3,1.16,3.5,0.77,66.04
1197,19,14.58,97.0,71.44,7,5.11,6.71,0,1,0,8,4.22,5.25,0.82,66.98
1198,25,15.17,85.38,72.95,9,9.67,7.51,1,0,1,2,4.69,7.08,2.73,67.38
1199,24,0.0,71.51,66.83,11,8.42,7.16,1,0,1,5,4.09,5.2,1.03,53.22
1200,21,16.17,65.18,64.71,16,7.62,7.01,1,0,1,7,3.15,4.81,3.03,60.13
1201,26,10.63,84.23,70.61,18,5.03,7.11,1,1,0,8,1.53,2.91,0.53,64.87
1202,27,12.47,73.18,80.18,9,5.36,5.5,1,1,1,14,5.09,5.85,2.15,67.8
1203,29,10.58,87.59,84.81,7,5.27,7.43,0,1,0,1,1.55,4.19,3.03,65.99
1204,26,5.04,72.02,74.31,14,6.2,4.97,0,0,0,5,5.65,6.77,2.47,55.7
1205,17,9.31,81.2,69.11,10,5.34,8.62,0,0,0,6,1.35,5.95,1.89,57.37
1206,20,15.29,70.06,71.84,7,4.96,6.41,0,0,1,11,3.71,5.03,2.17,61.27
1207,23,19.09,81.1,93.99,6,6.23,5.25,0,0,0,4,2.91,1.88,3.6,69.04
1208,17,8.89,80.26,82.62,14,5.98,7.93,1,1,0,8,2.96,3.31,1.7,67.69
1209,21,7.48,90.64,61.34,16,5.28,7.96,0,0,1,6,4.33,7.03,1.6,58.1
1210,17,19.26,98.09,71.6,14,7.83,7.12,0,0,1,14,3.63,4.28,2.81,75.32
1211,23,7.59,82.88,66.15,17,8.09,4.75,1,1,0,8,4.81,5.68,2.7,64.24
1212,18,22.37,76.12,68.04,15,4.93,5.06,1,0,0,8,4.47,7.39,3.13,61.54
1213,19,12.25,100.0,52.99,17,10.0,7.76,0,1,0,6,2.28,8.53,3.77,67.75
1214,20,7.58,88.33,72.51,5,6.78,10.0,0,0,0,2,2.59,2.36,0.73,59.07
1215,29,16.92,90.81,56.71,16,8.45,7.35,1,1,1,3,1.68,6.77,2.84,67.2
1216,22,20.47,90.79,65.49,11,9.74,7.4,1,1,1,13,2.3,5.46,1.42,77.1
1217,23,4.83,99.22,89.51,11,3.23,7.83,0,1,0,3,2.83,5.13,1.01,65.73
1218,28,19.79,94.79,83.6,16,7.03,5.7,0,1,1,4,2.78,2.34,2.39,77.46
1219,16,10.59,91.48,62.29,5,7.84,8.6,0,1,1,14,1.0,2.23,2.18,67.1
1220,19,19.43,92.37,60.41,11,8.41,6.05,1,0,0,10,3.83,7.35,3.34,66.34
1221,21,10.1,76.17,61.8,16,7.6,7.03,0,1,0,8,1.74,1.8,2.47,61.35
1222,28,4.11,78.66,50.69,9,8.03,5.78,1,1,0,1,5.82,10.0,2.19,51.32
