customer_id,age,account_age_months,num_transactions,avg_transaction_value,credit_score,income,days_since_last_transaction,transaction_amount
907,27,28,17,447.73007129570294,657.3911045151623,53342.9599431544,37,559.39
908,34,65,26,649.100418255327,523.4284977110998,57738.593454710426,19,688.03
909,37,113,19,493.6598002347811,685.34877322353,41409.55773412531,17,570.82
910,41,45,20,472.0777671551526,662.4862743526799,35872.95901512567,5,562.35
911,22,68,24,312.7004862856059,647.7178573333102,86855.0666487577,48,632.32
912,51,7,23,617.8223884744365,651.0420741068885,45481.02973138645,11,669.19
913,23,49,27,402.2071768964921,674.6627088096516,47233.182940181476,16,607.98
914,19,9,20,484.99582115879963,648.5549238251069,60167.60146576827,52,587.29
915,30,36,19,722.0274615322796,556.2972248634389,73941.33938291362,21,642.26
916,60,83,12,576.3144996573957,759.8166117261261,41832.07824597956,17,531.22
917,60,1,18,255.76189284272385,710.0400409714225,35017.77097715712,9,490.62
918,65,10,17,234.57346454712916,585.7527669022586,31367.699738125844,23,413.41
919,28,36,22,490.3534324821131,632.7431384761704,73896.59332254388,19,635.65
920,68,73,20,318.0889077687792,638.198290492198,34428.39520308449,11,467.07
921,64,109,26,597.2820121449497,703.9424783254482,49586.6609522665,3,710.45
922,40,46,22,506.3394597447469,542.0365532340116,35340.72751935547,41,561.34
923,33,106,29,524.8077153535794,625.0495867785105,28274.661230625443,4,658.89
924,48,32,24,393.98852275364703,561.9681778331249,45614.36970359471,25,557.12
925,28,32,28,761.2075482930059,635.7452242085831,35933.200004882594,35,752.12
926,33,6,24,926.3890592015689,626.3749553457548,39625.573618650305,58,772.72
927,25,48,19,458.2122914364928,653.9847033691356,80091.57646126105,15,616.28
928,21,38,24,552.9558872622501,619.7562800495408,56373.44156258604,4,603.88
929,57,17,17,514.6126014596468,612.4488304304738,63972.04279330983,25,575.64
930,21,74,20,461.0469704838397,680.9828345881574,62369.893442738794,18,566.28
931,42,114,17,375.1894298400805,672.733637047129,48487.08615381463,55,479.2
932,20,27,23,337.25480187792846,677.5699171389122,43404.224609335644,5,597.28
933,49,54,22,329.6604101711714,641.1549954754579,53734.01917791675,23,510.06
934,20,50,23,560.7860038323718,621.4130708887405,52526.761548987415,30,585.69
935,44,35,26,422.0488282694547,644.0573758989615,41467.91874252038,30,623.0
936,46,116,17,113.25607247892049,675.0581035034226,51947.71745700291,52,389.93
937,49,85,20,566.7287330897484,541.1610149514075,39405.05439955562,6,606.19
938,67,25,18,494.26080763037663,669.7055965185428,47428.1310403874,9,502.79
939,68,28,13,702.0009502101719,665.4569093667399,44970.74788223994,38,635.21
940,36,111,16,555.9683595636513,653.1075453042863,30966.911110913312,21,567.56
941,38,15,16,278.19896055345544,642.5343289064162,20000.0,13,414.59
942,22,4,21,165.54850389050284,521.6940307033793,35914.051250904515,27,373.16
943,35,93,20,392.0791423493094,628.0073368449797,77061.56996879452,41,526.21
944,45,73,21,406.2338868959521,739.4719355538687,45354.773269449084,51,548.46
945,59,27,20,641.473880150025,650.6450647784153,61639.522413446066,21,666.2
946,39,26,25,498.669360156564,634.635508066264,20000.0,56,574.85
947,38,19,14,670.0532747147763,650.8453097795057,34875.708980535084,31,521.81
948,23,92,28,301.2750416446048,667.7386434314004,29682.655739564743,10,569.44
949,18,17,18,644.7896576570672,682.9410122344732,46965.499848693275,13,646.38
950,22,43,20,608.148373014638,638.5559918421029,86329.33220802865,30,712.23
951,58,41,28,197.26488328532054,671.2459801196842,56903.58414841877,43,524.42
952,29,42,16,698.3926761891158,733.832540138068,75434.18799917129,3,638.55
953,43,50,18,514.0187737649529,700.3125399716357,46183.449084715045,44,497.01
954,63,84,19,558.8066755802759,767.015010792849,70473.04060782609,21,598.71
955,51,109,17,370.2655831357366,617.1614820824142,81098.85060024336,53,495.98
956,66,40,14,691.2870519382959,733.8094753751008,48359.464003843124,28,589.3
957,31,39,21,322.1221506141695,610.4663180038702,41911.029331589525,34,489.51
958,43,113,29,624.813802756092,667.6783073370232,30232.835945147708,12,718.49
959,62,117,14,623.0911213863006,686.623826461905,45364.09612134546,19,584.71
960,44,23,26,353.87488577416667,624.4611404047764,51228.45012801187,18,564.83
961,26,111,30,797.5060399133861,654.3982138737138,80464.30426023723,14,830.73
962,43,96,10,534.7292720326279,695.523055122592,30575.390388558702,50,449.63
963,64,52,18,598.0838915406537,614.4864550844046,50894.92840545467,25,578.89
964,39,47,21,270.9318806996366,733.4691729773824,22785.378179155745,59,455.55
965,64,63,22,817.6595004512847,580.7701687636326,43598.55756742148,19,688.32
966,47,97,14,316.3164589662365,746.9845721364193,54670.93036118028,35,516.99
967,60,110,17,653.7329649148895,700.0663067399796,57688.74729032837,5,632.83
968,65,69,22,350.7842423102457,645.5137211836111,58835.34619462883,14,533.4
969,34,43,15,407.15167957284757,629.8665894381634,55961.06049330268,3,506.74
970,43,48,17,618.3131065828171,624.6485868604489,58706.32910144362,5,591.09
971,53,34,17,654.1329070512736,643.2102179871492,50686.08693503995,1,653.08
972,18,40,10,309.3073626328847,647.5752069225587,34282.005410165424,35,396.34
973,25,75,23,663.5708253585491,712.7613123317291,22225.145544799158,49,631.19
974,66,61,16,656.7470742699791,748.4327050192292,41799.682673941745,14,647.16
975,52,50,22,359.3069886732661,659.9689960327004,47980.76850405156,11,559.18
976,69,67,24,739.7971390386665,607.7185756005298,68808.9769576322,39,737.95
977,32,62,15,281.47135576279425,622.7136979681903,48490.97487265719,43,456.28
978,64,58,20,406.2841125833577,640.8454607694358,47051.46448674961,40,555.96
979,39,33,22,571.8503936137984,598.4938947351612,55782.906902626695,6,637.02
980,31,75,19,371.96505729460904,591.052929894631,45949.82018823197,21,498.91
981,43,16,17,539.5728628519012,754.8563606186514,62158.129984204075,7,621.62
982,45,82,24,536.1614118204943,665.1306762973127,79690.00427575817,51,662.88
983,40,94,21,471.9388595115919,608.3433433159827,82861.7827131605,41,636.51
984,31,48,14,624.8600807885839,690.8301785178857,51455.60940866734,10,592.02
985,41,119,16,465.74588110135414,591.0826937596577,55053.38547043172,1,524.25
986,19,10,21,534.7311603220709,595.1993976064473,73682.84180560225,29,632.43
987,62,82,23,671.9707816231854,609.8478799467878,47750.569656555934,3,672.46
988,43,38,13,618.6029315038761,732.7256640432516,60187.882128862686,52,616.05
989,31,19,15,617.9025936221312,637.3559967110813,32972.598054712624,24,581.33
990,68,36,18,327.62305966748295,527.9146506548757,45337.412775875026,20,463.79
991,24,59,14,578.7188863251982,710.5032966587796,67341.7192496796,24,499.46
992,20,63,17,368.22518135457426,634.6809317918821,39227.06549318565,8,505.03
993,64,77,25,307.78775303329604,557.5295997060797,48079.232319054834,7,543.12
994,40,46,24,489.24404805725476,634.1658256018295,26386.85531596821,4,649.6
995,63,3,17,364.35572200226153,676.0501948302451,80086.52441764456,45,498.56
996,60,74,19,618.5926578259966,670.2024583266484,68945.42104725355,27,634.96
997,64,102,16,622.1803189542986,739.920748958241,52821.49349229122,1,571.02
998,62,65,20,214.60606453528374,607.3616068715035,57612.693081234924,20,446.73
999,35,119,12,375.7546190634665,652.3360060132486,55938.47160415053,58,495.66
1000,55,91,16,281.0319992123002,615.0215360710789,70764.67629546179,48,424.57
1001,52,110,15,430.6056085110664,572.8903552906388,42217.999364429415,7,444.23
1002,68,8,16,568.2763504803237,694.2763686152978,60984.014298923474,33,601.65
1003,32,51,29,463.6567852732418,673.163478457376,66161.2474827826,22,681.1
1004,42,110,18,411.53611389992966,664.1839224849426,68229.88955714685,14,537.45
1005,54,106,10,695.0264790219709,671.3395096629322,20000.0,26,468.13
1006,45,81,22,154.27142411055672,615.726357365579,41010.88282602283,1,477.52
1007,27,73,29,685.5307840277337,599.7152456340904,34712.44068047144,27,712.99
1008,56,6,23,418.35675602667715,651.882368608468,52243.82428356029,10,554.45
1009,34,107,20,488.28364848308155,708.0605701205807,20000.0,45,564.96
1010,56,89,19,420.89549934198374,730.4038567726774,20000.0,20,555.84
1011,39,39,18,731.4332158308678,689.7716353403716,82551.4248781439,41,686.42
1012,43,113,20,315.35322547921106,651.4587213384048,59265.34082395011,31,499.47
1013,61,60,15,501.7604554582904,663.4891964699968,51815.138647982174,31,536.1
1014,42,28,23,579.1157977789995,650.5796929662686,55455.089717584735,6,656.79
1015,34,97,20,258.34958481722487,598.7028330150285,52195.1138562377,21,487.18
1016,30,54,20,362.01527443307697,651.2323689105272,64960.259848272886,13,533.86
1017,37,37,20,477.77321997526565,583.2586591205753,40513.33711904032,12,579.04
1018,42,9,22,367.0002447973438,643.796138694848,52799.22239110354,20,526.41
1019,21,82,13,377.66123431712754,731.8052555298159,53411.31901906573,21,476.52
1020,27,56,14,447.5206005385344,691.1429611391676,34297.13062312493,33,487.1
1021,20,59,20,597.437199746926,603.8440407881735,69154.74588594578,9,590.39
1022,58,85,21,448.59233346827835,646.3785465178859,43314.84890147886,0,571.1
1023,62,2,19,661.763929170942,608.2811844122631,65261.32504713351,0,643.96
1024,35,61,23,350.3363326010968,646.8743115911395,51723.6908955722,23,546.46
1025,64,58,17,312.21166092898216,702.0553908262282,74503.77248613587,2,522.45
1026,53,107,22,788.9518108581701,682.6503969154952,34379.31367217714,30,701.62
1027,64,60,25,401.3062808501733,774.2072040372668,33728.61797734325,42,634.34
1028,39,102,17,303.363198939176,709.6238701253785,36414.56613493537,50,481.45
1029,51,40,22,238.69190873422542,660.2000190538846,51999.43325771561,40,508.89
1030,64,36,21,661.2655180713409,683.8574987066646,73122.02593667308,12,667.55
1031,25,114,18,448.80432280099114,639.8778412908332,73896.40427247876,53,514.19
1032,57,107,15,461.94353974004025,593.6247876456752,20000.0,3,493.57
1033,66,37,19,476.1197432620041,715.288828914376,53745.607418338084,51,530.04
1034,61,79,16,651.9414327004672,700.4495738465824,20000.0,22,574.17
1035,36,92,20,473.07052490361195,637.9472892703018,61925.47690677552,5,600.76
1036,59,18,17,851.608066824894,663.696786846567,66772.54122342811,33,688.47
1037,58,98,15,520.0640861081343,712.0469593692403,49396.33587961722,40,538.3
1038,54,63,18,659.2677150437482,692.317571310301,51259.72366242132,17,598.58
1039,23,22,20,620.785978685661,576.844937437515,51104.583394103596,55,591.74
1040,69,11,13,494.53290196129433,662.1810010744912,38233.3712188813,35,478.6
1041,43,58,22,411.9543520969305,641.6184237255818,56475.5867798222,25,558.02
1042,51,57,17,549.7945892849831,705.6500349569341,46528.87997520114,32,580.81
1043,62,77,15,576.5148096810909,701.5521369391331,63954.375639344275,32,590.65
1044,23,4,16,414.1120927810209,715.9303914089022,48295.595982211555,24,553.27
1045,54,86,17,524.9508298925983,594.1052830639896,37084.653402676115,51,523.73
1046,50,7,22,685.4307467389394,610.794423297188,26962.029937017345,16,657.21
1047,39,61,14,810.4921608604518,705.7041218067719,22039.02762416432,50,611.49
1048,38,107,18,628.1553980524131,620.4177092328778,69687.64015931654,2,666.93
1049,23,54,21,779.4139529570423,573.9283509542846,43133.15970711471,54,682.77
1050,23,88,22,405.5938683190316,676.6298243807032,55078.61285122473,21,567.47
1051,65,68,20,605.2823378088941,622.6390779867014,76748.44837616778,55,623.6
1052,21,92,17,700.7779262871909,739.48953851542,41557.93503053163,54,662.42
1053,47,79,21,365.5500000542006,664.8092276994232,40587.83773428269,48,533.01
1054,28,1,16,427.1614831932486,658.0129643320832,48017.57371467014,34,515.6
1055,47,55,20,760.6857142752875,631.5378054192122,50441.490506299895,56,654.62
1056,48,3,27,353.735171631959,729.5417666963485,78313.27025383769,3,616.16
1057,41,78,18,298.83049510164335,667.9277229944911,73487.3089114117,58,462.56
1058,26,38,25,729.1972360459267,629.5750240921897,59313.13123860121,27,714.17
1059,20,114,21,679.5144837470658,610.2958146697276,71741.20653495302,58,663.62
1060,68,1,25,564.8180365975654,646.3263472717891,47326.71481148216,12,618.91
1061,48,102,26,493.14338680312585,601.1176581422598,54487.46850782718,29,630.16
1062,57,38,19,434.22132415925273,701.4438720839472,45477.29533191958,46,540.75
1063,54,85,22,542.2923310713577,559.5828972987883,30644.474261305408,11,561.33
1064,53,112,26,736.9710436102325,643.0242985833464,68058.12112690392,2,730.02
1065,41,29,18,535.7849189213114,680.5066772543967,57975.48100984791,20,592.54
1066,48,5,19,825.0438900870449,667.1059710054828,50271.102101354954,39,684.26
1067,23,113,19,365.30870215396544,614.1358513492165,49962.98226031737,0,550.02
1068,19,74,19,497.0478868507596,683.0129353353275,27406.776936402373,17,548.24
1069,37,92,21,444.0411998504127,605.6980305807047,35337.87000270927,12,567.05
1070,45,21,13,337.2287685256501,648.8807671751595,55042.29755171037,6,421.07
1071,28,114,18,477.0374400485517,682.5920785990178,42063.309990882415,12,545.34
1072,21,71,26,562.599395249066,673.1456389746556,46734.304381737646,16,642.57
1073,32,67,16,578.6345269928045,616.2480494290267,48430.15902831347,44,573.79
1074,23,109,21,825.5678268416834,709.8747258282182,39762.96846474334,31,720.4
1075,66,47,14,569.6701204585339,654.3347285742767,35481.225199639244,28,583.68
1076,47,84,19,672.5205205519424,687.1497705469576,25814.635536119396,44,612.79
1077,55,83,21,509.9141369448464,726.4550503336624,47802.225814826896,29,563.05
1078,68,35,21,751.7083400678893,705.8760274387304,59279.128214154254,10,709.65
1079,19,68,17,859.7673928382104,706.0064703165522,25345.487866700747,13,685.4
1080,32,69,24,579.6627696463925,659.6339964924736,49639.28262350261,52,637.77
1081,28,1,18,351.10114768226276,689.6967560455255,54217.14879037341,9,493.74
1082,25,68,21,417.67924658342474,660.6798287282159,35156.293944062825,7,514.43
1083,43,12,18,542.2901454807743,589.5337766110794,71332.12717322132,30,598.19
1084,68,60,21,568.4747052875969,665.1371896252521,44214.26946442388,5,629.42
1085,62,27,22,604.7637701576558,662.8180491869233,48481.10467315233,18,703.74
1086,61,56,12,569.0296521845062,679.1864680760909,47580.95749103032,54,526.86
1087,22,106,16,501.0477374383908,643.6001512393302,23438.38366113416,18,516.4
1088,23,23,25,404.5702338196807,611.9272221618074,65131.28107526066,11,593.3
1089,43,25,24,560.1707391896344,682.8253041587614,35667.21847371144,52,703.97
1090,21,21,19,778.2481036220985,584.3363856373876,46452.192268913954,38,680.06
1091,36,61,15,652.9892908141633,722.9409567928235,58964.91501916993,49,614.8
1092,37,63,15,580.2055924454297,638.4290969397504,71913.55139216801,57,634.25
1093,50,52,24,654.4350385734126,662.2764086028084,33801.01577154741,51,666.54
1094,37,88,25,444.3403956648721,677.9279076640786,43302.74621608359,17,695.18
1095,66,25,29,423.76022808750196,679.5344022422096,70736.27945010731,54,707.74
1096,29,109,22,387.83223434510273,579.5507850024132,56955.70818913171,2,547.47
1097,64,55,22,481.2070065845843,691.2043290272131,60067.570385774125,8,623.61
1098,18,46,15,436.699115493638,665.1576914188137,34233.02396335748,58,495.12
1099,43,32,20,681.241211097821,618.2369307720695,44311.85705110163,5,659.31
1100,31,55,23,428.7014873476717,612.5166524527043,47482.46851429354,0,556.98
1101,55,96,14,379.59174256626255,633.2973458971577,37131.57863985539,41,508.05
1102,54,5,20,791.3865768245947,585.0629156694754,24881.455614891394,39,642.13
1103,28,36,28,432.29371533779846,736.1133695493513,42342.52161854606,28,648.85
1104,53,110,25,523.0292685875527,724.3075662571672,70314.32299376644,54,683.57
1105,30,106,18,567.6984237115117,672.585010048797,50887.60198340744,48,584.6
1106,60,49,21,329.49603216187774,638.8300791828955,70614.36370360064,34,507.95
1107,20,106,27,685.3225654254604,640.1446006031302,52685.313713442796,34,730.87
1108,50,58,22,595.5678560616841,687.9032853086984,38529.38405618056,29,640.53
1109,23,39,20,733.7576017821173,737.8913449750976,69164.28519847583,34,702.02
1110,67,80,19,398.11670941728494,621.4801630201629,53184.89211001848,38,519.49
1111,27,97,20,514.868868871424,594.1206978688338,64427.58248641096,21,593.05
1112,22,113,16,505.9033632491293,727.3820386797636,33975.07743319143,42,572.95
1113,40,85,22,539.5832741525032,560.6430706207774,65581.34434421755,27,642.91
1114,27,61,21,281.80778771342585,599.5734595873677,66033.33913316298,17,520.71
1115,61,9,17,516.6254568038333,637.6571053744574,54346.50716534803,31,547.81
1116,19,6,15,286.03041328643826,571.9783266097485,37896.168712853265,4,408.2
1117,30,115,18,553.7501106795382,705.6074531403299,49309.86756931082,53,585.84
1118,57,109,17,180.70263132222203,692.845263525255,59169.36720857366,59,428.76
1119,19,35,27,222.261974856412,621.2603386392342,53518.550299048,33,509.13
1120,37,39,16,622.7823074659998,713.9807059588874,59016.24107161646,30,591.44
1121,18,22,17,417.9742317207826,722.4646214201913,65183.68861479357,45,561.93
1122,54,41,26,351.8212889551639,644.3414675854968,40273.30019942118,32,553.82
1123,26,118,15,690.6268431613322,627.4665911215997,32673.865685597913,3,585.32
1124,34,5,20,549.1439325992623,762.9801013871239,49436.91797941637,13,621.72
1125,26,42,26,630.8135293300676,686.0580911042077,45053.85261695198,14,706.06
1126,28,87,27,475.06368915187545,662.8162326484427,61787.69619734225,59,637.87
1127,32,81,20,901.9443040850005,718.1772973319806,33882.52415511788,19,655.59
1128,41,76,22,409.32292091603074,665.096531750151,65305.728112665194,19,566.64
1129,55,87,18,761.6743324039833,624.7189707040405,70304.18164320149,48,656.82
1130,52,80,11,490.79509398501307,654.0079880243777,50004.57446393435,34,434.61
1131,47,67,19,251.82344076308812,701.9327143659867,50911.04188371957,54,468.19
1132,48,30,19,572.4273118622162,550.3907216825394,38486.802481547704,3,550.42
1133,66,57,15,547.2143842182745,635.598463028039,41860.086515389004,17,537.18
1134,22,86,20,342.30172786411555,719.1528699290802,43874.94979031474,23,537.74
1135,61,73,17,361.6671084297928,624.4065799453241,71644.10101756896,26,558.06
1136,67,29,12,496.2953535372512,727.3054280215705,48921.93821283839,32,515.23
1137,31,111,12,552.4621722871973,720.7371909679906,30167.405650399873,24,516.05
1138,28,37,23,129.4005075680899,646.7235442255525,53830.31513168005,4,514.88
1139,26,87,20,657.9682178785704,621.57303475555,62394.35186933414,17,618.17
1140,51,13,24,425.82530392775334,635.6320562925183,49618.82946017608,44,557.0
1141,29,32,18,300.2378773402736,783.2307246000718,72038.20159590484,45,543.84
1142,52,46,22,641.1599827177896,743.7212223466622,61662.63000898847,19,719.76
1143,52,116,26,496.45730308723154,656.269548590337,34263.06905168219,34,659.9
1144,18,111,24,682.4248665173382,619.5923224189795,41728.50781405397,54,633.5
1145,57,112,26,565.6928394469633,655.8520517790631,53393.39422136913,5,626.45
1146,39,23,20,499.7728245577931,662.1913463308382,25007.161429600892,26,554.43
1147,46,45,12,477.0905082529766,587.8320631195323,55045.35106205922,27,501.17
1148,25,17,29,572.4069140834207,654.002063460763,23576.263591180275,10,663.81
1149,28,119,21,437.97031117860047,716.1202162405865,65351.50183346764,8,564.34
1150,58,104,13,372.1141116880251,560.0321659391764,63609.105271875625,51,422.63
1151,54,85,23,591.4863683981966,691.3291982568624,57571.72041372606,27,688.34
1152,31,66,17,478.3268237833356,718.7398985027389,39861.82453471533,18,571.6
1153,47,101,16,505.0351472103509,621.9721327452816,52553.04236920308,38,554.73
1154,52,6,29,663.4069754231912,734.7087879095528,42299.33768728026,53,743.35
1155,38,108,19,482.91850883963883,615.4831468775827,34537.77083824901,20,519.11
1156,54,18,18,502.2550888312686,672.0541330930201,44918.85482342884,30,512.53
1157,22,94,22,410.0525732823602,634.6613657668184,60473.983047381436,41,533.87
1158,36,22,10,564.6109900972776,634.6501821418698,50657.21289247641,6,452.48
1159,31,118,21,552.4741869020132,619.1350465120977,71760.64886201634,36,619.07
1160,43,33,20,635.1162697685837,684.928774043101,61486.70809220412,24,664.16
1161,21,30,16,413.1306744489686,692.4402728865724,59880.36220858428,27,525.27
1162,42,81,27,431.32745456147217,646.7788900211406,25866.10175831594,35,633.16
1163,62,107,13,618.8206098718204,582.0015893163863,45722.622047670826,16,544.12
1164,59,32,28,537.8319505044295,670.1585083317195,34034.413843487004,25,622.1
1165,42,42,20,364.0672810710958,671.1007179705347,47254.956805641435,27,523.68
1166,35,115,13,695.9831101601751,639.1642494306786,39600.85814115265,36,573.17
1167,57,78,27,245.23241473996237,743.3615643590405,44335.92570413092,16,573.59
1168,25,10,22,617.6427129895628,571.8035367549674,65917.44098560775,59,668.52
1169,56,111,21,310.2181946002705,539.1358144873216,57128.74893508751,48,510.85
1170,57,115,23,782.868277472829,613.4582550151165,65106.71643472453,16,718.78
1171,31,36,19,268.31004096415654,685.5212267045724,25989.753364760214,32,494.92
1172,49,34,15,672.8375977809122,597.207768128308,50869.62044923496,55,610.36
1173,68,73,17,487.7548459983134,600.9514540736963,64500.574720949015,33,485.03
1174,55,106,15,445.0096145241884,697.5510668089078,72594.43872330734,56,559.19
1175,50,28,14,527.8094984701642,673.1273961398875,26778.674154612603,22,490.39
1176,40,11,16,594.7850508736719,668.8530454814199,44727.74545758245,29,532.54
1177,32,78,17,364.33992465036954,689.0714459732765,65513.40011007144,26,525.36
1178,50,39,27,377.63184122471415,628.7403523363557,47115.82530782832,50,652.0
1179,42,119,21,597.4407297669329,631.0507962970904,36343.73488745414,8,610.2
1180,34,47,18,243.89855695256,690.4889636280712,26750.012322559884,19,435.18
1181,50,118,22,412.3656360211872,582.7556609609401,35769.476980052495,22,539.68
1182,64,19,17,956.1030431239161,542.8640076800726,24666.474971544063,46,745.44
1183,19,118,13,354.79805531160787,628.3357913186073,50876.90685251039,18,441.76
1184,31,15,20,672.1704187639629,696.5436644532846,63444.6527866799,36,696.21
1185,57,28,16,412.1073846929282,662.7779849493402,31085.37861637094,44,478.53
1186,57,24,18,576.3567717195716,692.8645752061508,53865.94611816579,3,588.46
1187,68,72,18,598.1533535894326,549.1852844788417,62679.065441688,12,627.08
1188,56,107,27,669.3435102774422,665.7748404161746,49959.37509727476,37,693.29
1189,68,9,19,469.9619259780836,682.693225232119,25839.58557624132,11,559.03
1190,23,47,26,798.3326958132279,582.4601288694657,55793.173319937545,8,743.07
1191,23,33,29,411.59951531222293,693.1028795273272,49180.295828532944,14,623.51
1192,20,62,18,535.133062039934,644.4240551747104,47652.43027098717,20,560.14
1193,24,97,21,536.7915398326411,803.5668350803,41797.44131359303,14,570.94
1194,68,19,19,331.7047820075877,541.1381965551632,51301.81139411062,48,455.96
1195,25,67,23,457.1191617531319,718.4557183837376,57647.2686267044,4,617.54
1196,59,74,29,524.2270248857611,630.2920951736963,85859.72201503773,4,705.42
1197,69,40,16,435.18184353058706,569.1424142779978,51684.981025808076,24,475.94
1198,32,47,8,866.1385948184802,623.6522428217504,72667.1174001901,23,660.89
1199,64,106,14,374.20644896007036,663.8739620668733,55366.32625140315,36,452.99
1200,46,65,16,676.9136702210642,701.8733334782521,48507.0750852837,52,655.58
1201,50,29,16,628.468971972318,736.0982144066088,52228.212915669385,30,614.51
1202,69,50,13,497.9206798243593,721.0946544352171,31673.954454612358,45,498.48
1203,47,98,16,370.218641922163,601.7308989647753,54587.90406128057,33,485.36
1204,56,115,27,384.7617019412345,706.5082346133058,20119.024027679414,40,592.67
1205,44,13,18,422.3049051175235,669.5642478560437,37060.004631672025,13,496.0
1206,53,118,19,232.13880770806054,617.2698489535506,51647.64639700716,26,434.75
1207,46,1,19,349.4801861301064,639.404470326126,67909.73409768267,46,520.57
1208,55,34,29,277.6285226954536,614.5078670277638,71459.36595497592,3,606.34
1209,50,93,21,701.8812504766574,651.8546170968228,46451.801305385976,22,684.17
1210,54,48,16,592.7693588582327,613.517105885294,52335.75979295661,57,603.28
1211,44,111,16,617.8961148298191,598.600296339128,64765.43704373042,37,560.93
1212,50,77,15,588.3247927312922,673.9559563891386,30057.59641710622,45,559.1
1213,21,48,21,525.0451435001245,681.4365274129818,56071.21257973256,4,612.05
1214,39,49,18,719.1020498193706,640.6201499954194,37581.60698951286,26,620.03
1215,19,117,21,408.38560164023943,718.3825651967986,47422.62432984922,42,614.54
1216,27,64,11,516.0004483050567,636.9784706752444,43114.65124258527,52,497.71
1217,22,61,25,612.0588241736185,634.8612727437231,56530.37190572221,13,714.05
1218,27,29,25,301.81861522158067,683.0244491172849,58254.55511013635,6,481.49
1219,50,39,14,964.4883344213824,643.3787207528331,63366.180160960954,45,744.01
1220,55,88,17,504.2848644166379,654.2398864513071,55222.98242696672,44,571.19
1221,30,26,24,521.2984175863389,523.9780764690468,52574.806549533445,17,623.44
1222,48,17,20,688.5317047512383,650.8353692368987,77810.35700657903,31,676.06
1223,64,71,19,637.2432999515336,558.640203126437,27134.61394704234,56,636.53
1224,53,13,14,505.71170290946884,588.9524714500565,75434.14790193859,1,530.59
1225,62,69,11,519.5194157147063,583.2338730622248,45652.67136697405,40,479.64
1226,41,26,15,274.3777203578031,597.8708423233087,58563.373795524574,42,413.43
1227,69,49,18,416.53013332250356,622.5573070183874,45115.10479109598,19,515.26
1228,32,67,25,577.581532423844,625.6753692227257,39461.87555672561,28,641.26
1229,46,7,20,566.583925856433,683.2137602128563,57268.657891913426,57,647.35
1230,25,58,22,683.174862500613,661.1193907067349,65631.92462921665,42,706.99
1231,22,49,22,481.9248412665013,554.9462785591007,57095.11932451108,25,610.19
1232,46,103,21,291.9070229853701,654.1647318773404,41868.263199756766,37,496.77
1233,64,53,16,658.5095646163517,665.9127623291714,104170.25094223504,0,652.27
1234,21,65,17,715.4134019273024,633.5716741873521,67978.60506299378,4,672.96
1235,29,113,15,634.7366859284344,646.9557011546649,64000.13456310879,53,601.23
1236,62,62,24,475.4549493713763,659.5155062698528,44705.53653886694,56,547.78
1237,19,17,20,656.6579077814869,688.2299798817791,40622.51317566441,13,629.62
1238,44,43,23,1000.0,571.2560006268633,45802.41386235591,24,735.4
1239,48,25,17,517.2728471660713,637.7841480680175,66221.09816588725,47,550.3
1240,68,3,21,303.2394961632313,725.4168049028865,35140.93494386258,8,537.17
1241,68,79,17,412.0572425671772,720.8330654148979,33976.942528185245,29,504.55
1242,53,29,14,593.8214000456077,692.546846388789,58093.21300041527,18,567.39
1243,53,117,19,259.2793533652906,676.8412341977838,54787.946669631805,51,479.01
1244,43,107,26,525.4104612368104,732.7317374201044,38445.29693163656,39,655.43
1245,60,32,20,557.0504975473824,745.8924000803333,33631.946323771626,7,597.26
1246,44,26,22,730.2682609718978,643.5460005976573,71568.45490052649,15,757.8
1247,22,16,14,696.5292284081451,601.528377835584,55355.06637949343,49,551.69
1248,37,25,22,629.6877187627656,636.4853841187752,29546.96204407951,7,634.44
1249,28,54,15,175.5981484228206,804.8347756886027,30595.61695876559,22,425.71
1250,27,28,29,638.1579692071888,571.5321828637403,44577.32041324296,8,681.78
1251,57,73,24,605.827007909037,626.4730430235292,60992.6271049645,31,684.76
1252,55,56,21,538.3916565617519,579.3654423753684,58925.1320316242,36,583.46
1253,23,65,17,240.46668107817715,656.2381931438692,66975.17805501827,33,476.41
1254,25,93,20,383.4839136219409,589.8654485552566,27644.752888088038,52,467.47
1255,40,86,18,324.97658456989006,644.5624488583192,53357.70034669485,45,494.45
1256,64,80,18,197.74873407393642,552.495241999062,71388.65498482042,17,496.73
1257,43,41,27,499.56272728778083,680.8810332542325,69992.02595714148,44,653.37
1258,63,115,18,380.32668178358307,711.1172628233987,55383.64972119029,43,519.35
1259,60,108,22,893.7958370403367,630.802818896827,85220.27762980814,14,830.14
1260,29,51,28,474.6842090843136,643.2434996462149,59139.2767462379,52,688.57
1261,43,118,30,694.0629733798941,641.8296384634344,65641.19949262014,14,815.35
1262,30,105,21,264.6351462960163,659.0455337612512,50666.718781632604,28,489.1
1263,57,71,27,420.4865620992695,648.0915206516786,38285.370607335695,56,614.77
1264,35,78,22,514.5346814051472,688.4058476215347,36871.86198831881,22,611.9
1265,42,29,15,363.7769077088494,711.6519566725473,52724.2282219163,22,471.14
1266,50,83,26,436.66989727928836,609.2964388753909,46827.4698972469,0,575.41
1267,64,19,14,467.3073640634692,634.5335753612851,23471.21495129778,56,446.28
1268,57,66,21,464.91380218326583,695.0809724462372,34613.096226113885,21,557.06
