age,income,balance,transactions,loan,credit_score,products,tenure_years,is_active,churn
59,194703,-4113,114,0,829,3,8,1,0
68,199065,80192,204,0,798,1,14,1,0
29,136710,13816,111,0,555,1,13,0,0
33,22078,96901,198,0,401,1,5,1,0
58,115886,19395,249,0,373,3,15,0,1
49,174850,42651,100,0,677,1,18,1,0
32,174469,525,82,1,774,2,17,1,0
44,163409,55579,221,0,587,2,18,1,0
45,26011,59044,290,0,577,3,12,1,0
34,137124,59143,155,0,376,3,6,0,1
63,190927,91254,98,0,419,1,13,1,0
67,95532,81538,252,0,340,2,16,0,1
19,66845,85946,225,1,354,3,7,0,1
53,171118,64016,239,0,518,2,0,1,0
67,107030,15990,112,1,450,3,12,0,1
24,26618,92113,143,0,734,3,14,1,0
30,92435,43066,242,0,429,1,17,1,0
32,182394,36171,68,0,679,3,17,0,0
42,184869,53270,203,1,571,2,17,0,1
40,166200,14056,11,0,805,3,13,1,0
39,184251,64568,92,0,834,4,9,1,0
43,138158,60369,57,0,454,2,7,0,1
50,185145,52688,294,0,763,1,11,0,0
28,98014,82913,261,0,786,2,6,1,0
27,145713,50155,175,0,438,1,15,1,0
42,131550,21277,7,0,441,1,5,0,1
54,111965,2425,69,0,498,1,2,0,1
65,188435,25773,54,1,438,3,16,0,1
60,135503,73428,60,0,844,3,14,1,0
55,162769,15230,253,0,523,4,4,0,0
58,166494,80936,106,1,660,2,13,0,1
62,58380,11679,151,0,415,1,1,1,0
41,115877,35492,283,0,319,3,16,0,1
57,80857,76845,33,0,623,3,3,1,0
63,41259,55092,66,0,336,1,12,0,1
50,92622,-517,281,0,679,2,11,0,1
34,152221,26850,190,0,716,3,6,1,0
41,42792,74649,149,0,407,3,19,0,1
54,167462,94800,106,1,385,3,3,0,1
19,185276,78487,205,1,591,2,16,0,1
49,187090,17417,36,1,725,1,11,1,0
41,113651,92447,130,1,690,2,18,0,1
26,109583,16834,231,1,371,4,1,0,1
21,102614,-3025,63,0,499,4,14,0,1
34,172543,-868,217,1,389,2,10,0,1
34,34263,67934,103,0,804,4,19,0,0
67,80309,-722,57,1,487,3,2,0,1
65,72451,42395,51,0,394,4,6,0,1
47,90379,68461,266,1,317,2,1,1,0
57,97969,8833,264,1,834,2,10,0,1
28,142425,-835,70,1,598,1,6,0,1
38,162631,52580,109,1,517,3,7,0,1
38,83728,77383,145,0,819,1,5,1,0
35,24952,93008,64,1,729,3,19,0,1
46,81726,40246,78,0,806,3,12,1,0
41,139735,28697,136,0,440,1,16,1,0
27,60610,46038,171,0,482,4,19,0,1
62,106467,35441,138,0,686,4,19,0,0
34,153225,35439,130,1,834,1,13,1,0
35,114447,68454,204,0,631,1,8,1,0
59,159091,64447,260,0,833,2,14,0,0
65,126827,83464,159,0,590,4,12,0,0
37,117167,41970,149,0,342,1,15,0,1
54,148890,-588,106,0,801,1,0,0,1
62,57929,28485,25,0,390,1,10,0,1
35,168100,66901,66,0,325,1,18,1,0
34,54620,12041,181,1,672,4,1,1,0
26,138818,-3788,126,1,479,2,16,1,0
31,145803,88933,135,0,649,2,17,0,0
66,199546,66971,23,0,583,4,3,0,0
46,30623,89164,268,0,603,1,6,0,0
48,105504,61293,229,1,680,1,0,1,0
21,23809,34670,108,1,720,2,8,1,0
35,143690,536,187,0,450,3,2,0,1
37,112907,9271,234,0,416,4,6,0,1
64,129502,91293,141,1,638,2,6,0,1
60,82496,66108,45,0,790,4,6,1,0
61,182811,86342,242,0,818,4,3,0,0
26,158049,88085,260,1,773,4,14,1,0
30,185910,54791,238,1,511,3,5,0,1
32,155206,50221,140,0,497,4,5,0,1
44,49431,88370,151,1,329,1,18,1,0
32,69565,49631,28,0,649,1,13,1,0
45,67312,87124,18,0,792,2,11,0,0
54,130613,39635,80,0,747,1,13,1,0
36,58916,125,175,0,759,4,1,1,0
43,171765,43260,220,1,526,3,4,1,0
69,189631,32861,287,0,823,3,8,0,0
43,102839,82512,45,1,823,4,4,0,1
42,70058,25299,80,1,517,4,2,0,1
43,162930,9848,70,0,793,4,3,0,0
43,63324,92037,229,0,811,2,5,0,0
63,110687,-4918,122,1,366,2,18,0,1
45,195259,68502,22,0,542,4,4,0,0
66,48147,15146,97,0,587,2,18,1,0
35,97914,91590,188,0,730,4,4,1,0
49,142879,12042,131,0,488,4,4,0,1
20,98593,83165,129,0,379,3,5,0,1
19,152432,8599,185,1,739,3,1,1,0
50,22048,71600,27,0,549,3,9,0,0
59,190092,49302,160,0,335,4,17,1,0
36,63935,45489,278,1,726,3,1,0,1
34,173554,84060,83,1,450,3,9,0,1
61,137884,42257,286,0,670,2,16,0,0
50,111199,75431,47,0,440,1,10,0,1
29,184045,25586,45,0,344,4,3,1,0
66,129982,90784,44,0,733,4,7,0,0
20,166257,6416,217,0,513,4,7,0,0
60,170771,90150,94,0,714,3,2,0,0
66,75885,69421,177,0,721,3,11,0,0
43,192654,-673,34,0,410,1,12,0,1
52,38061,14640,55,1,671,1,12,0,1
25,97015,86964,58,0,714,1,3,0,0
69,129508,24059,19,0,500,4,19,0,0
53,137700,5871,175,0,819,4,5,1,0
24,195669,-4137,85,0,567,3,1,0,1
63,161964,41703,147,0,331,2,18,0,1
63,43931,37178,61,1,781,1,18,0,1
53,120175,49056,93,1,709,1,16,1,0
33,44654,86161,13,0,695,1,17,0,0
41,108478,58427,104,0,396,1,7,1,0
18,73886,2361,177,1,692,3,5,1,0
66,140477,43146,208,1,549,2,17,1,0
42,92470,47054,68,0,428,2,1,0,1
27,120029,24208,62,1,442,4,4,1,0
33,85324,65342,170,0,781,2,14,0,0
33,125520,65919,282,0,390,2,16,1,0
25,85027,41594,186,0,307,4,1,1,0
46,21425,4686,235,1,817,4,2,1,0
56,152805,42342,166,1,705,3,19,1,0
45,196447,95640,211,1,723,2,1,0,1
23,84411,77287,116,0,376,4,18,0,1
33,30603,77331,232,1,543,3,17,0,1
37,32152,47245,162,0,498,4,2,0,1
33,166873,11737,80,0,682,1,7,1,0
24,76318,53909,264,0,623,1,19,0,0
58,168057,91675,122,1,655,3,0,1,0
31,128051,78258,59,0,498,2,2,0,1
60,41068,49029,61,1,652,1,13,1,0
43,33531,77248,254,0,647,3,1,1,0
43,132289,37453,105,0,735,3,14,1,0
31,54288,35923,143,0,645,1,3,0,0
24,120694,18400,235,1,577,1,5,1,0
50,111762,6021,31,0,510,3,6,0,0
43,118197,-3514,246,1,502,1,19,1,0
62,191140,2607,231,0,363,2,4,0,1
37,163531,93276,37,1,300,4,10,0,1
20,124445,15119,166,0,526,4,13,0,0
69,183626,12121,104,0,408,4,13,1,0
21,126243,65903,15,0,416,2,0,1,0
43,90313,64424,53,0,680,4,15,0,0
28,165343,34660,253,0,479,4,1,0,1
19,147286,32611,236,1,686,1,14,1,0
31,23801,86906,17,1,469,4,9,1,0
61,92593,86414,259,0,577,1,6,0,0
47,177583,34059,36,1,330,1,7,0,1
66,93635,-2332,295,1,463,2,19,0,1
29,100729,-762,62,0,498,3,6,0,1
43,75233,49223,67,1,371,2,2,0,1
61,40011,-834,175,0,794,2,17,1,0
50,68900,74776,18,0,745,4,19,0,0
30,171836,26030,85,0,418,4,3,0,1
31,100085,-4363,234,1,388,4,19,1,0
41,158032,81482,145,0,336,4,4,0,1
51,36583,-2359,294,0,647,2,3,0,1
61,150283,71674,91,0,459,4,8,0,1
43,92532,3962,270,0,462,3,0,0,1
38,34201,91611,72,0,760,1,3,0,0
45,80019,24839,274,1,411,1,6,0,1
65,40420,802,74,0,674,3,1,1,0
53,60602,2638,84,0,551,2,1,1,0
57,120156,42758,190,0,693,1,15,0,0
19,69031,47168,281,0,369,3,18,1,0
59,32629,97014,176,0,599,3,10,0,0
26,48675,86765,245,0,699,1,15,1,0
40,147652,80157,259,0,829,3,1,1,0
32,152734,17900,144,0,489,4,7,0,1
30,100270,989,246,0,407,4,13,0,1
40,27589,1507,128,0,393,4,3,0,1
34,128954,165,76,1,824,3,1,0,1
65,24655,42572,201,0,849,1,1,1,0
19,94285,-1294,80,0,450,4,4,0,1
37,161869,26965,118,0,574,1,6,0,0
37,26645,91147,212,1,371,3,12,0,1
63,137379,64650,106,1,764,3,1,0,1
20,185834,-2683,136,1,691,3,5,1,0
29,67634,97976,94,1,457,1,8,0,1
57,172504,88914,98,0,305,1,18,1,0
19,198962,74859,176,1,681,4,16,0,1
53,194683,38871,47,0,534,2,7,0,0
31,177743,85780,175,0,302,2,9,0,1
33,56760,75286,44,1,451,4,14,1,0
36,48233,45422,257,0,391,2,1,0,1
51,188663,-1186,165,1,823,1,16,1,0
61,70091,57765,2,1,847,1,13,0,1
63,155510,15403,217,1,766,4,6,0,1
23,124602,32483,186,0,347,2,5,0,1
30,104905,99950,96,0,798,3,3,0,0
53,196968,88969,190,1,811,2,14,0,1
39,112139,5091,42,1,466,1,15,0,1
35,31319,50991,259,0,637,4,18,1,0
29,100258,24673,170,0,686,4,14,0,0
69,123293,79151,236,0,628,4,6,1,0
47,157100,69168,188,0,537,4,17,1,0
68,131930,11964,19,1,721,4,15,0,1
57,130629,47473,172,0,411,4,19,0,1
24,45940,28143,144,0,374,2,2,0,1
49,159494,83001,65,0,390,1,1,0,1
65,71651,98881,225,1,424,2,8,1,0
36,194513,-1199,280,0,589,2,9,1,0
23,40688,10447,126,1,335,2,15,0,1
37,197352,1489,129,1,823,2,4,1,0
44,34472,86919,253,0,569,3,16,1,0
60,100436,28496,72,0,634,4,17,1,0
54,55671,25565,147,1,746,2,9,0,1
65,93299,38397,78,0,726,1,13,1,0
24,30960,64811,281,1,649,4,1,0,1
22,142652,50932,108,0,543,4,8,0,0
28,144118,30191,123,0,827,4,6,1,0
32,153146,50478,84,1,594,4,6,0,1
20,54833,55235,97,0,567,4,11,0,0
22,55976,46528,151,0,409,2,18,0,1
40,127549,37928,80,0,780,3,8,0,0
54,150120,34401,16,0,441,1,0,1,0
26,85658,-2753,100,1,522,4,1,1,0
32,70108,87855,69,1,720,2,18,0,1
20,172552,50774,237,1,477,4,11,1,0
46,70138,6048,56,1,649,3,6,1,0
23,29443,21335,129,1,325,1,7,0,1
34,89969,574,104,1,701,3,8,1,0
43,152062,90199,81,0,539,3,5,0,0
38,143781,51312,49,0,413,1,11,0,1
25,112198,33761,296,1,728,4,5,0,1
38,81336,82479,144,1,845,3,15,1,0
28,49097,62448,205,1,773,2,13,1,0
55,170258,88784,89,0,767,2,4,1,0
25,71356,47960,169,1,646,1,10,0,1
59,104744,91754,237,0,336,2,7,0,1
41,108015,70422,165,0,800,1,17,1,0
52,163994,58670,141,0,702,4,11,0,0
31,181838,32299,186,0,765,4,4,1,0
31,170859,95041,154,0,783,4,17,1,0
27,173609,33465,263,0,643,1,19,0,0
29,95919,93349,86,1,633,4,15,0,1
55,123854,34787,232,1,540,1,16,1,0
61,73034,33659,202,0,438,4,15,0,1
63,117431,62477,132,0,841,1,9,0,0
51,196614,17444,132,0,846,1,3,0,0
58,154279,23915,246,0,712,2,9,0,0
27,48234,52499,249,1,765,1,11,1,0
34,50568,45113,242,0,560,2,15,0,0
34,88633,25968,279,1,368,1,6,0,1
20,137766,45096,200,0,798,1,19,1,0
48,129582,19158,205,0,514,1,10,0,0
68,74703,86497,297,1,577,2,15,0,1
18,137634,23630,136,1,583,1,9,0,1
29,119928,-1081,196,0,687,3,2,0,1
56,95253,21312,90,0,646,4,13,0,0
21,136170,87978,219,0,421,4,19,1,0
59,36642,33826,136,0,450,4,4,0,1
30,99176,9981,60,0,849,2,7,0,0
51,102373,54768,71,0,480,4,10,0,1
59,28990,31606,280,1,559,2,12,1,0
38,24170,6011,126,0,684,3,18,0,0
39,175889,10819,198,1,750,4,6,0,1
21,156208,55567,282,1,431,1,3,0,1
35,152784,82479,242,1,473,1,14,1,0
22,93687,95954,150,0,306,3,16,0,1
36,161545,68967,39,0,356,4,1,0,1
19,143376,31022,57,0,312,4,15,0,1
29,105031,91565,35,1,389,2,2,0,1
34,41625,99706,252,0,451,3,8,1,0
27,164833,84547,201,0,327,1,13,1,0
51,94454,36459,238,0,326,2,4,0,1
23,21821,72597,167,0,742,4,10,0,0
25,120120,64928,110,0,400,2,8,0,1
68,199718,27105,212,1,737,1,19,1,0
28,56200,54574,166,1,714,3,7,0,1
29,103889,41138,295,1,727,1,13,0,1
26,199322,39588,284,0,803,2,12,0,0
19,104304,70157,90,1,531,1,1,1,0
25,56447,69254,33,0,623,2,12,1,0
28,180256,17235,89,0,463,3,14,1,0
53,167883,29576,14,0,600,4,8,0,0
27,177667,37170,69,0,797,4,7,0,0
38,111568,68711,216,0,411,1,10,1,0
37,126502,69776,70,1,801,3,2,1,0
65,124567,15778,129,0,480,1,0,1,0
25,37757,26935,128,0,377,4,15,1,0
53,127136,32436,120,0,573,4,1,1,0
46,163026,37114,181,1,680,2,1,1,0
59,189002,17264,124,0,492,1,10,0,1
29,112342,44827,109,0,716,4,2,1,0
31,108760,6230,233,0,796,3,8,0,0
65,154883,62775,163,0,587,3,1,0,0
67,181440,20627,27,0,401,3,0,1,0
38,183791,90611,214,0,417,1,17,0,1
39,159709,11812,102,0,687,2,15,0,0
38,32133,13515,164,1,675,1,1,1,0
61,66986,85609,58,1,697,1,19,1,0
67,179943,38244,43,0,532,3,5,0,0
47,192544,9484,139,1,590,4,3,1,0
56,75508,-1134,31,1,672,2,8,1,0
37,21401,-4150,248,0,409,2,5,0,1
41,161076,20634,293,0,603,3,15,0,0
40,186373,40999,30,0,800,4,5,1,0
24,120313,29912,17,1,525,1,8,0,1
26,156973,52187,156,1,742,4,17,1,0
18,89621,55648,225,0,556,4,19,0,0
43,139673,1550,90,1,347,2,14,1,0
55,199881,84023,246,0,329,2,3,1,0
55,146545,71300,19,1,315,1,15,0,1
61,101299,21357,158,0,554,3,18,0,0
39,78171,24597,30,0,534,4,0,0,0
61,30354,93249,185,1,655,2,0,0,1
27,78860,52832,223,1,413,4,17,0,1
23,29504,85515,267,0,822,1,0,0,0
34,154595,24445,42,0,520,4,13,1,0
68,94243,342,48,0,574,4,11,0,0
67,148890,69130,295,0,533,3,6,0,0
55,106703,91706,197,1,318,1,5,1,0
41,184859,96961,190,0,567,4,7,1,0
68,111407,93487,229,0,844,3,16,1,0
27,43982,88751,14,0,401,4,7,0,1
25,21049,10745,267,0,597,2,15,0,0
38,33381,62052,232,1,549,1,15,0,1
23,68390,51614,238,0,355,3,7,0,1
38,32061,97460,153,0,507,1,12,0,0
56,91241,65621,76,0,700,2,11,1,0
41,70296,-1307,232,0,445,3,7,0,1
50,175086,72969,170,0,303,2,2,1,0
35,84535,21125,21,1,648,3,14,0,1
45,119009,7470,234,1,550,2,15,0,1
69,85191,39908,272,1,734,1,2,0,1
49,71576,73482,24,0,703,2,8,0,0
29,48147,96095,244,0,750,2,5,1,0
65,136622,-4005,245,0,531,2,14,0,1
59,88020,-2144,36,0,697,1,10,0,1
44,152817,58123,277,1,405,4,11,0,1
27,173220,34841,208,0,685,3,2,1,0
63,167288,36852,3,0,305,4,12,0,1
69,61929,1179,57,0,380,4,6,1,0
59,82637,22412,171,0,327,2,12,1,0
49,150860,20640,272,0,749,4,3,0,0
59,173084,22006,229,1,554,1,7,0,1
43,86313,85280,145,0,686,2,12,1,0
42,29525,93474,274,1,804,2,11,0,1
28,149228,94042,56,0,537,1,19,0,0
40,63348,75469,299,0,590,1,14,1,0
51,80447,78237,146,0,334,4,14,1,0
69,130709,94591,36,0,489,1,1,1,0
57,106030,66617,57,0,699,1,3,0,0
40,153113,40203,267,0,492,4,5,0,1
46,99866,-964,31,0,685,3,17,1,0
48,71826,65072,88,1,614,3,7,0,1
24,125808,89569,221,0,341,3,9,0,1
57,168145,38229,50,1,459,1,0,0,1
50,147749,36617,296,0,664,4,19,0,0
38,115822,81123,192,1,604,4,11,1,0
19,48028,65870,60,0,621,4,1,1,0
35,174512,84844,290,0,336,2,17,1,0
64,52887,14585,84,1,736,4,3,0,1
50,190009,27681,277,1,734,2,3,0,1
54,85045,3767,39,1,429,1,13,1,0
51,124136,36259,53,1,429,2,1,0,1
37,47428,23082,164,0,712,2,4,0,0
52,152685,95196,246,1,621,3,18,0,1
68,68343,481,284,0,570,2,15,1,0
67,93159,44375,11,0,533,2,4,1,0
35,121337,1720,39,0,785,4,17,0,0
63,72088,35422,29,0,414,4,11,0,1
41,196095,64184,296,0,635,4,8,0,0
25,49653,74221,226,1,754,3,19,0,1
47,97512,92147,219,0,551,2,14,0,0
61,129122,79661,259,0,734,3,19,0,0
27,35718,18536,93,1,668,4,10,0,1
40,94877,227,241,0,560,2,10,1,0
69,74219,9758,218,1,558,1,14,1,0
66,133500,66047,15,0,647,3,6,1,0
28,167368,23270,146,0,438,1,12,0,1
19,46285,79217,145,1,818,4,8,1,0
43,72310,35161,217,0,645,3,12,1,0
53,144246,22440,150,0,623,3,18,0,0
50,165206,39504,10,0,574,4,8,0,0
64,130545,86811,38,1,429,2,4,1,0
30,114873,14718,78,0,754,1,8,0,0
57,151527,78982,151,0,407,3,0,0,1
42,93179,9676,291,0,587,3,9,0,0
21,147185,20240,3,1,570,4,15,0,1
59,28867,94768,192,0,823,2,11,0,0
36,45577,7837,101,0,490,1,3,1,0
35,179719,70812,183,0,598,4,3,1,0
54,199966,31473,84,0,838,3,9,0,0
47,111007,9095,152,1,482,3,18,0,1
36,164959,67448,249,1,508,3,10,0,1
40,63314,57638,49,1,499,1,18,1,0
33,199275,-4565,51,0,422,4,12,1,0
18,20059,38300,261,0,587,2,12,1,0
29,163745,64932,197,1,674,3,6,0,1
41,108231,11013,213,1,391,3,17,1,0
51,141696,51248,270,0,809,3,7,1,0
25,21794,78617,117,0,774,2,8,0,0
35,146142,19478,288,0,799,2,7,0,0
65,30721,41418,286,0,470,1,9,1,0
22,25686,67658,33,1,317,2,0,1,0
43,198515,7203,31,0,331,4,8,1,0
47,115003,69774,22,0,784,3,5,1,0
30,82722,54741,101,0,594,3,8,0,0
36,163960,29186,68,1,454,4,19,0,1
46,59348,9768,39,0,352,3,14,0,1
20,33533,6213,30,0,564,2,10,0,0
43,172988,47200,297,0,774,4,15,0,0
57,81422,68756,269,0,775,2,19,0,0
29,154625,88266,187,0,585,2,6,0,0
19,138360,68179,114,1,651,1,10,1,0
28,28144,72234,224,0,613,1,1,0,0
61,127578,44792,89,0,529,4,10,1,0
45,111045,71932,1,1,531,4,11,0,1
35,156509,40170,34,0,817,2,17,0,0
30,110083,18585,26,0,428,2,7,0,1
54,183590,24773,132,0,598,2,10,1,0
39,43830,99722,74,0,320,1,7,1,0
29,130581,67023,230,1,823,4,13,0,1
19,94285,65311,91,0,675,4,17,0,0
54,66553,56520,195,0,528,4,0,1,0
24,156987,-3015,209,0,473,3,1,0,1
43,48695,65352,118,0,478,3,2,0,1
43,34703,72759,171,0,759,1,0,0,0
41,172550,48319,15,1,786,1,3,0,1
29,87918,78949,116,0,436,2,0,1,0
33,50128,2205,297,0,557,1,2,1,0
40,73250,20049,189,0,456,3,11,1,0
57,127777,82036,106,0,846,2,17,0,0
26,57126,93474,155,0,385,3,16,1,0
49,126616,54431,296,0,610,4,1,0,0
32,66799,31012,15,1,767,3,18,0,1
54,52907,79391,28,0,780,3,1,0,0
30,27644,76094,199,0,510,3,19,0,0
22,54583,51183,193,0,692,1,0,0,0
28,74560,99279,237,0,607,1,1,0,0
27,130634,78165,151,0,763,3,11,1,0
69,166257,2769,296,0,783,2,5,0,0
30,125589,3989,62,0,453,4,9,1,0
58,61988,56090,269,0,410,2,19,0,1
63,161518,8739,125,1,674,1,15,0,1
67,43162,99323,171,0,310,1,1,1,0
32,165222,16951,170,1,725,4,16,0,1
59,192376,73468,128,1,646,4,0,0,1
24,115373,91687,127,0,631,3,18,1,0
57,56003,93625,138,0,332,3,9,0,1
45,71746,51471,147,0,304,4,6,1,0
49,86923,48047,248,0,576,4,4,0,0
52,152055,37028,78,0,329,2,11,1,0
32,147310,51315,219,0,716,3,18,0,0
65,67114,69051,86,0,812,3,3,1,0
53,117687,17939,116,0,840,3,11,0,0
38,71274,65874,144,1,626,2,19,0,1
23,39378,46819,105,0,652,3,7,1,0
18,27548,38054,78,1,492,3,8,0,1
21,59621,3836,235,0,347,1,19,0,1
28,106901,-1156,173,1,716,2,17,1,0
61,135423,4903,105,0,522,1,18,1,0
43,109673,38640,96,1,403,2,12,0,1
54,172603,3494,35,0,582,2,18,0,0
40,37870,31029,100,0,486,4,13,1,0
46,65738,74770,48,0,786,1,2,1,0
38,87537,57211,215,0,821,4,12,0,0
65,165828,15144,88,0,757,2,5,1,0
62,77707,18386,8,0,302,4,8,0,1
62,191902,-4665,90,1,760,3,9,1,0
66,161118,78798,192,0,353,3,18,0,1
44,174724,22867,285,0,672,4,9,1,0
56,75029,29620,142,0,821,2,0,1,0
57,56956,-245,211,0,663,4,19,0,1
30,33886,95304,289,1,447,1,2,0,1
40,106281,33006,119,0,662,4,6,0,0
33,124653,2788,60,0,635,3,14,0,0
47,182895,24575,293,0,346,1,19,0,1
21,190020,79049,185,0,528,1,3,0,0
57,164394,65668,91,0,435,4,16,0,1
33,131705,45120,230,0,440,1,13,1,0
48,135431,21532,24,0,580,4,14,0,0
59,26162,13909,138,1,344,1,6,0,1
42,134227,79266,263,1,597,3,0,0,1
61,102293,-4251,289,0,583,3,16,0,1
29,156977,5935,282,0,466,4,6,1,0
43,138815,11049,149,1,799,1,0,0,1
54,146614,-2085,189,0,465,3,7,1,0
65,130580,92042,71,0,309,2,13,1,0
50,77483,956,38,0,607,2,1,1,0
45,58457,56409,72,0,504,3,8,1,0
26,104940,80264,21,0,777,2,2,0,0
29,166452,2579,200,1,742,2,6,0,1
22,166580,3227,30,0,312,4,16,0,1
69,39676,73245,289,0,561,2,9,0,0
45,108796,14933,77,0,555,2,15,0,0
52,92433,82541,263,1,576,3,12,0,1
22,140026,50877,213,1,711,1,9,0,1
51,152636,12817,53,0,627,2,13,1,0
63,164942,24134,69,0,510,2,19,0,0
51,34219,-4920,96,0,794,4,0,0,1
30,170952,37462,17,0,746,2,6,0,0
56,140082,82425,135,0,381,3,5,0,1
59,161451,73243,134,0,319,4,4,1,0
62,22948,47663,35,0,503,3,0,0,0
65,55902,50330,50,0,436,2,6,0,1
31,28969,79862,286,0,642,3,3,1,0
28,82805,85906,137,1,308,4,1,1,0
59,40646,19759,83,1,403,4,4,1,0
55,75818,20747,242,0,735,3,1,1,0
21,23678,95346,290,0,464,4,2,1,0
50,113055,45439,221,1,585,3,19,0,1
24,135686,90047,30,0,390,2,7,1,0
58,143439,31328,119,0,316,4,18,0,1
25,150395,2793,240,0,477,1,7,0,1
54,138189,70610,67,1,687,1,2,0,1
68,24014,44433,272,0,494,3,8,1,0
27,156179,65246,95,0,678,1,12,1,0
60,122632,35541,224,0,601,3,7,0,0
32,57423,11700,36,0,830,3,3,1,0
55,140015,14347,222,0,371,2,19,0,1
32,142308,94395,222,0,365,4,1,1,0
22,123924,87956,283,0,351,3,0,1,0
46,127416,16983,253,1,547,2,19,0,1
36,52332,77596,165,1,814,2,14,0,1
68,125308,94428,235,1,508,2,17,0,1
27,185082,71018,119,0,554,3,9,0,0
29,108935,94417,137,0,555,2,9,1,0
21,22661,62508,227,0,330,3,15,1,0
48,155870,6140,82,0,565,4,5,1,0
35,173401,68303,27,0,373,4,10,0,1
33,45850,81142,196,1,381,1,16,0,1
57,154229,32482,87,1,481,2,0,0,1
53,57485,55717,121,0,735,1,12,0,0
42,156408,68197,1,0,613,1,6,0,0
40,136931,2143,234,0,497,2,9,0,1
29,62280,92700,265,0,485,3,13,0,1
51,136779,97140,81,0,842,1,11,1,0
53,133032,84229,201,1,463,2,16,1,0
54,99290,72700,287,0,569,4,13,0,0
20,25209,42356,180,1,382,1,0,1,0
26,81402,67917,2,0,501,4,11,1,0
35,27645,26018,47,0,435,2,2,1,0
60,58508,-4317,135,0,515,4,12,1,0
52,122458,29743,264,0,390,2,13,0,1
51,77822,60839,202,0,342,3,4,1,0
58,120969,7189,271,1,474,2,14,1,0
31,157090,46104,286,1,549,1,15,1,0
21,177446,97308,132,0,686,1,3,1,0
46,156785,69988,96,0,693,3,10,0,0
58,131375,67933,93,0,700,3,18,0,0
62,115608,45182,93,0,503,2,17,1,0
67,116856,826,206,0,569,3,9,1,0
32,133631,48503,294,0,565,3,16,0,0
45,21026,4386,15,1,473,1,14,1,0
59,90009,39319,210,0,682,2,9,0,0
33,111676,68961,46,0,475,4,19,1,0
29,102506,6112,98,1,362,2,13,1,0
69,114564,29486,19,0,598,1,12,1,0
22,53452,61028,20,1,819,2,13,1,0
51,23268,72010,180,1,421,2,0,1,0
59,100729,68565,181,1,717,2,0,1,0
18,113602,51686,48,0,805,2,4,1,0
56,151730,40284,271,1,507,2,8,0,1
49,54064,886,22,0,724,3,11,0,0
43,185365,9412,107,1,377,3,18,1,0
34,63042,68992,92,0,479,3,3,1,0
65,125454,55919,164,0,444,4,15,1,0
44,158864,24415,23,1,540,2,5,0,1
41,157676,13056,263,0,712,1,18,1,0
52,198893,80567,235,0,446,1,8,0,1
63,58557,17772,106,1,418,3,10,1,0
59,27420,36388,28,1,453,1,11,0,1
56,189593,47314,114,0,630,1,12,0,0
43,43018,75316,107,0,324,2,7,1,0
66,145200,90464,72,0,520,3,18,0,0
55,83076,69181,149,1,338,1,0,1,0
40,25108,19924,265,1,787,2,3,0,1
39,112686,43221,83,0,789,3,11,0,0
21,90783,36381,90,0,457,3,7,1,0
66,93937,87874,101,0,641,2,13,0,0
26,168079,99937,265,0,485,2,4,0,1
21,161069,40741,82,0,334,3,4,0,1
24,25261,76019,221,0,776,3,1,0,0
40,91520,11965,207,0,538,2,4,1,0
19,40926,30430,295,0,353,3,4,1,0
66,168216,82272,245,1,531,1,16,0,1
41,176975,26807,260,1,404,2,5,0,1
57,152249,10966,298,0,641,3,16,0,0
48,80952,-742,194,0,666,4,9,0,1
64,160240,1923,151,1,750,3,5,0,1
48,137180,87463,158,0,793,4,15,1,0
64,153461,20605,117,0,619,1,7,0,0
57,26364,29092,115,1,500,1,8,0,1
65,149133,27868,194,0,338,2,0,0,1
68,47033,11799,128,0,566,2,3,0,0
60,68545,81979,202,0,566,4,7,1,0
51,31865,70111,198,0,699,4,18,1,0
41,38936,41210,254,0,690,4,1,0,0
66,97863,10230,76,0,413,3,5,1,0
43,117788,94347,158,0,830,3,18,0,0
33,120614,13130,51,0,814,2,18,1,0
64,154813,91550,177,0,458,3,2,0,1
30,125589,15875,268,0,312,1,3,0,1
32,109537,57908,112,1,394,1,6,1,0
44,154911,75163,235,1,717,1,7,0,1
21,125885,19041,165,1,620,3,0,1,0
33,39139,-557,38,0,392,4,15,1,0
47,197977,4480,297,0,625,3,19,1,0
61,72749,49012,98,1,709,3,11,1,0
47,45036,56483,166,1,337,2,4,1,0
53,123541,-830,41,1,580,3,13,0,1
20,196344,97452,104,0,508,1,2,0,0
39,152812,83129,246,0,362,3,18,1,0
66,78788,27805,297,0,467,2,19,0,1
39,51611,36725,195,0,667,3,4,1,0
67,182181,39837,152,0,735,1,1,0,0
67,39481,38424,271,0,810,1,19,1,0
66,25247,-194,184,0,522,4,18,1,0
29,172455,32611,202,1,429,1,14,0,1
38,45319,88003,264,0,500,1,11,1,0
21,190406,93419,162,1,453,2,11,1,0
48,43728,11662,282,0,380,4,10,1,0
61,119156,44605,122,0,408,4,14,0,1
48,181514,81623,236,0,777,1,5,0,0
40,106846,41128,91,1,359,4,12,0,1
37,62521,15848,60,0,670,3,2,1,0
32,84777,89577,196,1,832,3,11,0,1
40,163209,44452,91,1,421,2,4,0,1
45,194708,1042,233,0,573,1,1,1,0
33,165977,65602,18,0,496,3,11,1,0
54,107309,93498,275,0,632,3,18,1,0
38,50024,61864,229,0,744,1,17,1,0
32,37702,66929,117,1,383,1,11,1,0
