transaction_id,customer_id,customer_age,customer_tenure_months,merchant_category,merchant_country,is_foreign,is_high_risk_country,transaction_type,card_present,transaction_hour,time_of_day,amount,device_score,num_transactions_30d,avg_monthly_spend,days_since_last_tx,new_card,is_fraud
21238,508852,55,2,others,FR,1,0,online,0,2,night,19.47,0.0,7,3754.94,13,0,0
708,566152,25,67,grocery,Other,1,0,online,0,21,evening,112.89,0.086,5,3581.43,1,0,0
2713,176329,22,4,services,US,1,0,mobile,0,5,night,11.15,0.078,5,1430.91,0,0,0
4338,939319,39,65,travel,FR,1,0,in-store,1,8,morning,22.47,0.319,9,3856.48,11,0,0
10880,362512,42,3,grocery,GB,1,0,in-store,1,5,night,63.91,0.264,8,225.12,19,0,0
19396,312104,44,41,electronics,Other,1,0,online,0,2,night,26.33,0.086,3,1621.87,3,0,0
10379,398073,35,73,grocery,PK,0,0,mobile,0,11,morning,28.16,0.251,5,1984.69,4,0,0
10842,281549,20,5,services,ES,1,0,online,0,5,night,36.56,0.061,5,3508.99,4,0,0
23902,756820,32,18,electronics,US,1,0,mobile,0,9,morning,12.1,0.318,6,5098.29,2,0,0
27468,820980,24,4,grocery,ES,1,0,in-store,1,8,morning,33.59,0.159,7,4515.72,39,0,0
28227,692021,19,6,grocery,GB,1,0,in-store,1,11,morning,5.26,0.093,5,5090.0,3,0,0
10446,758210,38,14,pharmacy,PK,0,0,online,0,5,night,43.53,0.1,6,2718.41,5,0,0
578,291475,29,45,electronics,FR,1,0,in-store,1,9,morning,90.01,0.0,4,3724.61,12,0,0
15726,172828,48,11,entertainment,AE,1,0,online,0,6,morning,75.91,0.0,3,2450.74,11,0,0
14730,499273,45,32,utilities,Other,1,0,online,0,11,morning,27.46,0.184,4,4858.26,0,0,0
6668,276298,39,9,services,Other,1,0,in-store,1,16,afternoon,159.08,0.079,3,3373.46,1,0,0
4915,842800,39,23,travel,PK,0,0,mobile,0,9,morning,72.0,0.079,3,50.0,11,0,0
27337,654868,46,1,electronics,IN,1,0,online,0,5,night,81.3,0.004,4,3530.52,1,1,0
3948,282024,28,10,pharmacy,DE,1,0,online,0,7,morning,25.1,0.005,5,4225.24,9,0,0
19085,223844,34,2,grocery,NG,1,1,online,0,5,night,30.46,0.13,2,1436.92,0,0,1
12349,109795,39,4,fashion,IN,1,0,online,0,21,evening,8.15,0.138,4,3633.0,22,0,0
4270,815371,49,19,restaurants,DE,1,0,online,0,1,night,18.89,0.244,11,2823.21,3,0,0
10367,510609,49,39,restaurants,US,1,0,in-store,1,15,afternoon,26.56,0.212,3,2365.88,0,0,0
21697,811448,44,6,entertainment,AE,1,0,online,0,4,night,20.75,0.151,6,2970.25,25,0,0
18487,116575,42,8,pharmacy,US,1,0,mobile,0,17,afternoon,17.45,0.432,4,2289.87,2,0,0
7662,838471,43,13,restaurants,US,1,0,online,0,0,night,12.79,0.238,4,4303.54,7,0,0
1625,599512,29,1,fashion,GB,1,0,online,0,9,morning,18.54,0.1,1,1606.79,1,1,0
9542,709654,32,60,utilities,PK,0,0,online,0,0,night,26.3,0.087,6,2778.28,29,0,0
24777,998590,29,6,others,NG,1,1,online,0,4,night,3.19,0.458,6,2751.83,37,0,1
9976,600827,33,16,grocery,PK,0,0,online,0,3,night,16.44,0.368,5,3811.66,0,0,0
3541,965139,22,76,grocery,BD,1,1,in-store,1,2,night,2.4,0.222,2,3833.36,9,0,0
23126,373006,39,44,pharmacy,FR,1,0,mobile,0,19,evening,2.36,0.363,2,3122.11,0,0,0
29180,780506,57,28,fashion,Other,1,0,in-store,1,21,evening,39.63,0.14,4,3252.18,7,0,0
1577,864757,33,36,fashion,PK,0,0,in-store,1,22,evening,66.85,0.048,4,2477.61,12,0,0
16853,332131,18,35,utilities,PK,0,0,online,0,13,afternoon,9.1,0.012,7,2656.1,5,0,0
21057,986357,29,27,others,GB,1,0,online,0,21,evening,9.79,0.557,2,2932.44,3,0,0
21069,472384,18,24,grocery,DE,1,0,online,0,10,morning,36.11,0.031,9,2904.85,24,0,0
11308,932119,44,53,utilities,IN,1,0,in-store,1,10,morning,22.94,0.334,5,2086.99,5,0,0
12855,153811,32,4,restaurants,US,1,0,mobile,0,18,evening,20.85,0.066,3,50.0,1,0,0
6233,213936,25,54,grocery,GB,1,0,online,0,0,night,23.24,0.303,5,4600.91,3,0,0
28712,759893,62,3,restaurants,US,1,0,mobile,0,20,evening,342.58,0.291,1,2411.68,2,0,0
26750,406658,37,23,pharmacy,GB,1,0,in-store,1,17,afternoon,39.91,0.273,4,2538.93,34,0,0
24262,724225,35,52,grocery,AE,1,0,in-store,1,19,evening,26.05,0.327,6,2658.98,5,0,0
10037,696093,35,5,pharmacy,IN,1,0,mobile,0,7,morning,11.7,0.185,10,4625.58,18,0,0
14519,719501,41,0,travel,US,1,0,mobile,0,18,evening,57.42,0.071,3,4341.86,16,1,0
2113,444855,28,27,pharmacy,AE,1,0,in-store,1,20,evening,5.37,0.138,1,2240.59,4,0,0
7357,412579,49,3,utilities,US,1,0,online,0,12,afternoon,13.65,0.142,6,3746.19,6,0,0
13460,457054,57,16,fashion,Other,1,0,mobile,0,19,evening,16.06,0.088,7,4073.19,11,0,0
24588,466540,26,18,pharmacy,Other,1,0,online,0,11,morning,133.47,0.221,6,190.35,8,0,0
22353,667487,39,16,restaurants,BD,1,1,in-store,1,22,evening,76.76,0.141,7,50.0,22,0,0
17704,535935,33,1,entertainment,US,1,0,online,0,11,morning,11.16,0.172,6,4012.13,19,1,0
3480,191006,49,0,entertainment,ES,1,0,in-store,1,6,morning,16.43,0.386,7,2866.22,10,1,0
29930,455675,47,46,restaurants,US,1,0,in-store,1,17,afternoon,22.03,0.426,12,1983.49,4,0,0
7459,574718,50,117,pharmacy,US,1,0,online,0,15,afternoon,42.26,0.088,6,2298.05,23,0,0
19772,124996,46,78,utilities,GB,1,0,in-store,1,19,evening,3.51,0.076,6,2144.23,0,0,0
3616,379215,35,52,grocery,IN,1,0,online,0,3,night,35.21,0.315,3,4814.7,12,0,0
2004,588972,35,13,utilities,US,1,0,in-store,1,22,evening,5.54,0.375,3,2975.17,19,0,0
15264,689643,31,19,grocery,IN,1,0,in-store,1,9,morning,5.17,0.249,4,4266.96,15,0,0
10270,477224,48,8,restaurants,PK,0,0,in-store,1,11,morning,6.76,0.251,1,2922.39,14,0,0
11869,715837,20,54,others,Other,1,0,online,0,4,night,6.98,0.147,9,2047.16,6,0,0
14533,789608,18,6,grocery,DE,1,0,mobile,0,16,afternoon,30.62,0.056,6,5226.71,21,0,0
19485,379860,45,0,grocery,PK,0,0,online,0,21,evening,59.31,0.098,5,1414.35,17,1,0
11849,464069,27,6,travel,US,1,0,online,0,23,evening,12.88,0.164,6,3008.02,18,0,0
11791,590224,24,10,restaurants,PK,0,0,in-store,1,18,evening,130.41,0.166,7,2493.72,10,0,0
16752,497694,51,9,fashion,IN,1,0,online,0,23,evening,24.61,0.533,5,3045.18,24,0,0
16802,281350,59,24,fashion,PK,0,0,in-store,1,9,morning,24.72,0.143,4,2830.33,3,0,0
24560,107838,37,19,grocery,IN,1,0,in-store,1,22,evening,45.46,0.118,4,679.69,32,0,0
21214,955327,18,50,utilities,US,1,0,online,0,5,night,30.72,0.159,9,3400.63,1,0,0
5563,803221,53,36,electronics,CN,1,1,in-store,1,12,afternoon,12.51,0.263,2,5364.42,16,0,0
4875,490642,27,22,others,BD,1,1,online,0,9,morning,37.51,0.085,4,5882.75,17,0,0
11934,617561,44,15,fashion,PK,0,0,online,0,6,morning,11.96,0.421,4,2639.53,21,0,0
32,521909,26,5,travel,IN,1,0,in-store,1,3,night,83.93,0.0,3,3023.65,1,0,0
698,734736,43,35,entertainment,US,1,0,online,0,18,evening,73.7,0.179,4,1302.89,0,0,0
6046,145619,33,47,services,BD,1,1,in-store,1,18,evening,78.63,0.155,3,370.82,6,0,0
632,599522,43,89,services,PK,0,0,online,0,19,evening,17.67,0.098,8,3134.76,5,0,0
10409,435510,36,9,grocery,US,1,0,online,0,18,evening,56.21,0.411,2,83.59,4,0,0
8288,104011,35,18,entertainment,PK,0,0,in-store,1,5,night,19.63,0.053,2,2619.73,4,0,0
19519,534737,48,61,others,AE,1,0,online,0,23,evening,38.51,0.08,9,3264.4,0,0,0
4768,581725,19,15,restaurants,Other,1,0,mobile,0,23,evening,23.72,0.142,8,2334.51,6,0,0
18752,377533,51,13,electronics,IN,1,0,in-store,1,7,morning,5.84,0.12,9,1842.51,3,0,0
25799,551127,31,27,pharmacy,IN,1,0,online,0,10,morning,12.03,0.075,0,1413.27,11,0,0
25150,778101,42,44,grocery,ES,1,0,in-store,1,18,evening,4.29,0.173,3,1478.94,5,0,0
20910,476244,46,2,services,PK,0,0,mobile,0,3,night,2.97,0.264,6,4027.61,2,0,0
995,404462,37,19,fashion,BD,1,1,mobile,0,17,afternoon,20.85,0.211,3,3408.71,4,0,0
12239,220627,54,28,entertainment,AE,1,0,mobile,0,0,night,15.82,0.192,7,2619.26,16,0,0
4601,573314,42,5,utilities,PK,0,0,in-store,1,17,afternoon,158.64,0.184,3,2222.45,36,0,0
21544,312620,45,57,electronics,NG,1,1,in-store,1,7,morning,41.46,0.194,3,2978.74,21,0,0
3818,609666,30,5,fashion,US,1,0,in-store,1,3,night,4.34,0.383,4,2116.5,3,0,0
22285,530802,43,16,entertainment,PK,0,0,mobile,0,10,morning,73.33,0.144,5,1607.55,3,0,0
17632,500074,50,35,grocery,FR,1,0,mobile,0,11,morning,8.84,0.228,2,3118.54,15,0,0
20744,883842,34,46,fashion,PK,0,0,mobile,0,10,morning,91.91,0.304,8,4464.42,20,0,0
19134,781014,41,54,entertainment,PK,0,0,in-store,1,1,night,30.04,0.071,3,5262.3,8,0,0
7659,507137,44,30,restaurants,PK,0,0,mobile,0,21,evening,25.05,0.319,5,4459.3,2,0,0
24953,683776,43,7,grocery,PK,0,0,online,0,15,afternoon,3.47,0.055,4,1114.71,2,0,0
8019,220494,50,65,restaurants,PK,0,0,in-store,1,6,morning,6.25,0.115,5,5196.1,10,0,0
7291,785493,48,6,restaurants,FR,1,0,online,0,1,night,36.04,0.0,4,4313.55,26,0,0
21171,150528,57,22,travel,US,1,0,online,0,7,morning,27.77,0.402,10,3072.12,37,0,0
1349,759116,44,12,electronics,US,1,0,online,0,23,evening,29.73,0.134,0,1792.03,3,0,0
3265,334627,39,16,grocery,US,1,0,online,0,2,night,6.84,0.005,3,2384.38,17,0,0
29832,461523,52,1,restaurants,ES,1,0,mobile,0,17,afternoon,4.96,0.276,2,3571.75,0,1,0
14907,959222,49,47,utilities,CN,1,1,mobile,0,3,night,10.95,0.122,4,4070.95,10,0,0
6162,695333,23,10,others,NG,1,1,online,0,9,morning,6.69,0.295,5,1896.4,0,0,0
29902,701037,38,10,utilities,BD,1,1,in-store,1,21,evening,9.87,0.0,4,4577.33,6,0,0
3389,250787,24,7,utilities,PK,0,0,mobile,0,2,night,24.66,0.111,3,2287.3,10,0,0
3311,142092,31,39,restaurants,PK,0,0,mobile,0,11,morning,218.95,0.258,7,1629.03,32,0,0
26933,949490,33,16,fashion,US,1,0,online,0,20,evening,14.45,0.094,6,2604.84,4,0,0
26926,894733,37,1,restaurants,FR,1,0,in-store,1,5,night,3.61,0.118,6,4158.61,3,1,0
20794,975308,32,12,electronics,PK,0,0,online,0,16,afternoon,119.19,0.237,3,1985.61,19,0,0
24173,590073,33,48,grocery,Other,1,0,mobile,0,22,evening,30.9,0.268,4,1103.44,14,0,0
10844,846631,18,16,restaurants,PK,0,0,online,0,0,night,6.59,0.479,7,2278.79,7,0,0
6884,431999,36,45,grocery,BD,1,1,online,0,21,evening,9.61,0.357,7,2218.72,0,0,0
26496,151425,48,18,pharmacy,PK,0,0,in-store,1,8,morning,145.21,0.467,2,4215.19,2,0,0
16204,279504,51,6,grocery,ES,1,0,mobile,0,9,morning,17.29,0.255,6,1080.77,0,0,0
12894,710937,19,74,utilities,IN,1,0,online,0,10,morning,6.35,0.471,5,2706.66,5,0,0
5710,799895,35,6,grocery,IN,1,0,in-store,1,23,evening,18.85,0.144,4,4988.3,27,0,0
24865,852936,32,4,fashion,TR,1,1,online,0,7,morning,19.91,0.1,9,5196.91,8,0,0
28569,560372,31,15,services,ES,1,0,in-store,1,19,evening,55.84,0.217,4,4004.47,12,0,0
15768,750660,29,0,travel,PK,0,0,online,0,10,morning,60.86,0.0,5,3664.25,0,1,0
22528,360775,33,38,utilities,GB,1,0,online,0,10,morning,42.54,0.259,5,3759.7,0,0,0
26359,191810,47,31,restaurants,BD,1,1,online,0,6,morning,96.75,0.073,5,3098.51,4,0,1
28423,443990,35,24,pharmacy,IN,1,0,online,0,3,night,189.6023532938043,0.071,8,2029.97,18,0,0
12707,583791,41,37,pharmacy,GB,1,0,online,0,1,night,12.5,0.154,4,3204.31,11,0,0
22253,572671,34,42,services,PK,0,0,online,0,8,morning,42.64,0.064,6,3654.63,16,0,0
2499,842488,41,9,restaurants,GB,1,0,online,0,0,night,15.59,0.144,2,2501.23,16,0,0
12762,364130,38,4,electronics,TR,1,1,online,0,13,afternoon,63.8,0.505,5,2064.72,6,0,0
20685,856590,19,6,pharmacy,US,1,0,mobile,0,4,night,13.82,0.152,5,2347.01,1,0,0
5503,117413,45,28,travel,US,1,0,in-store,1,4,night,87.47,0.213,4,4436.08,12,0,0
23754,844402,41,6,electronics,Other,1,0,online,0,6,morning,53.16,0.144,10,691.9,5,0,0
5996,576111,38,30,pharmacy,GB,1,0,online,0,13,afternoon,14.59,0.305,5,3820.6,19,0,0
6229,407680,44,0,others,US,1,0,online,0,23,evening,22.17,0.313,6,3044.49,2,1,0
26333,835224,36,32,fashion,US,1,0,mobile,0,14,afternoon,33.12,0.268,4,3058.58,3,0,0
17136,978977,41,14,electronics,CN,1,1,mobile,0,19,evening,35.56,0.133,8,4800.35,9,0,0
15259,696822,43,10,others,IN,1,0,in-store,1,7,morning,3.45,0.308,2,3901.7,4,0,0
1200,800947,46,29,pharmacy,DE,1,0,in-store,1,19,evening,9.71,0.11,2,2808.89,2,0,0
27459,897872,35,32,restaurants,BD,1,1,online,0,9,morning,5.6,0.423,5,685.59,4,0,0
14508,390515,27,107,utilities,BD,1,1,online,0,9,morning,4.87,0.246,5,5194.85,6,0,0
1693,375494,28,7,entertainment,GB,1,0,in-store,1,2,night,110.05,0.187,4,4536.88,10,0,0
20668,317972,39,20,services,NG,1,1,online,0,22,evening,103.57,0.101,4,1108.76,1,0,1
1710,893392,31,22,restaurants,GB,1,0,in-store,1,0,night,8.03,0.167,7,5244.52,8,0,0
14226,860791,24,21,entertainment,NG,1,1,in-store,1,1,night,330.31,0.162,9,4195.02,4,0,0
10672,492647,43,9,grocery,NG,1,1,online,0,7,morning,12.67,0.403,2,3250.38,18,0,0
29524,359717,33,17,others,GB,1,0,in-store,1,23,evening,26.99,0.269,5,4677.37,0,0,0
4170,656066,35,8,others,DE,1,0,online,0,19,evening,9.07,0.194,5,5928.13,2,0,0
23538,143677,25,2,restaurants,Other,1,0,online,0,14,afternoon,9.86,0.604,7,5166.19,8,0,1
27281,639515,41,34,utilities,PK,0,0,mobile,0,21,evening,11.36,0.106,6,2237.28,2,0,0
22750,945377,27,5,electronics,IN,1,0,mobile,0,2,night,10.15,0.413,4,4350.78,9,0,0
27419,923681,33,8,fashion,US,1,0,in-store,1,10,morning,9.08,0.387,3,749.16,1,0,0
18037,982169,33,12,pharmacy,BD,1,1,mobile,0,8,morning,11.82,0.33,4,1905.44,0,0,0
18535,234974,20,13,others,Other,1,0,online,0,9,morning,47.84,0.281,7,761.84,15,0,0
6622,772747,45,4,services,US,1,0,online,0,5,night,10.35,0.181,9,1609.27,0,0,0
15779,379400,30,25,grocery,US,1,0,online,0,1,night,15.11,0.115,3,4745.28,51,0,0
1609,618271,26,1,electronics,PK,0,0,online,0,10,morning,46.81,0.212,7,2658.3,2,1,0
19075,331241,35,6,grocery,US,1,0,in-store,1,8,morning,14.25,0.192,9,1702.14,4,0,0
15547,234607,28,20,entertainment,GB,1,0,in-store,1,0,night,27.6,0.006,5,3182.93,29,0,0
27744,843106,38,20,entertainment,IN,1,0,online,0,20,evening,16.3,0.195,6,59.04,13,0,0
26113,315836,30,29,fashion,AE,1,0,in-store,1,6,morning,9.29,0.179,5,5709.73,30,0,0
3016,819401,29,10,fashion,ES,1,0,online,0,7,morning,45.73,0.15,5,3666.99,2,0,0
27499,540110,18,46,restaurants,BD,1,1,in-store,1,2,night,6.88,0.225,6,2763.34,42,0,0
2989,756031,30,12,grocery,US,1,0,mobile,0,5,night,18.72,0.068,4,1483.37,1,0,0
22881,700310,18,6,services,PK,0,0,in-store,1,5,night,27.78,0.05,1,1015.93,16,0,0
4591,944715,20,28,services,Other,1,0,online,0,21,evening,53.75,0.327,6,3112.2,5,0,0
19453,288717,25,32,travel,US,1,0,online,0,10,morning,47.75,0.353,5,4336.12,4,0,0
26501,863011,32,22,electronics,PK,0,0,online,0,17,afternoon,36.31,0.0,7,5573.77,5,0,0
26197,781066,45,8,grocery,ES,1,0,online,0,4,night,13.11,0.35,4,3600.46,1,0,0
115,662332,40,36,restaurants,BD,1,1,in-store,1,15,afternoon,52.62,0.074,9,3645.34,7,0,0
26960,344790,33,4,travel,US,1,0,mobile,0,14,afternoon,58.06,0.126,5,2526.71,3,0,0
20975,910944,20,51,entertainment,ES,1,0,online,0,22,evening,72.91,0.144,2,3269.93,13,0,0
2481,530424,56,13,grocery,Other,1,0,in-store,1,13,afternoon,173.94,0.117,5,1208.47,0,0,0
16263,783550,28,0,electronics,PK,0,0,mobile,0,7,morning,8.46,0.253,5,3565.39,15,1,0
16657,667191,39,13,others,US,1,0,in-store,1,14,afternoon,44.29,0.034,5,1329.07,10,0,0
23674,407977,48,12,entertainment,FR,1,0,mobile,0,15,afternoon,18.12,0.143,8,4132.95,0,0,0
28446,563656,43,65,electronics,PK,0,0,online,0,17,afternoon,22.36,0.58,8,3241.21,7,0,0
22291,843333,42,20,services,AE,1,0,mobile,0,10,morning,35.86,0.499,6,3596.84,0,0,0
687,161476,27,16,restaurants,IN,1,0,mobile,0,18,evening,30.23,0.138,2,2064.68,8,0,0
2998,744863,51,9,restaurants,IN,1,0,online,0,16,afternoon,36.64,0.0,5,3167.69,54,0,0
28792,933778,38,29,services,IN,1,0,online,0,5,night,14.04,0.098,5,1090.33,25,0,0
19685,499158,32,9,entertainment,PK,0,0,in-store,1,5,night,44.17,0.423,4,2510.36,10,0,0
13610,216062,46,20,entertainment,DE,1,0,online,0,0,night,46.06,0.234,1,50.0,11,0,0
9196,647026,20,59,restaurants,Other,1,0,in-store,1,16,afternoon,22.24,0.123,5,2728.61,9,0,0
9357,939141,47,47,utilities,ES,1,0,in-store,1,11,morning,22.7,0.407,6,2387.34,0,0,0
12321,335132,35,3,restaurants,PK,0,0,in-store,1,17,afternoon,3.89,0.06,2,3849.78,20,0,0
18730,185834,59,7,travel,Other,1,0,online,0,0,night,170.71,0.235,4,3377.77,0,0,0
28223,217278,32,13,grocery,IN,1,0,in-store,1,15,afternoon,22.41,0.134,4,2884.17,10,0,0
22514,833709,30,15,grocery,PK,0,0,in-store,1,1,night,52.28,0.38,5,5625.05,24,0,0
20750,483433,35,7,grocery,DE,1,0,online,0,5,night,36.94,0.085,5,3626.96,19,0,0
27676,504255,56,4,others,Other,1,0,online,0,9,morning,3.18,0.051,5,3214.16,5,0,0
27435,473857,20,2,others,PK,0,0,online,0,3,night,32.79,0.008,5,2010.71,0,0,0
12488,776044,22,0,electronics,US,1,0,in-store,1,23,evening,49.9,0.353,5,3612.07,5,1,0
13816,722603,35,11,others,US,1,0,online,0,7,morning,170.69,0.288,6,1589.32,1,0,0
14164,511249,36,17,electronics,Other,1,0,online,0,14,afternoon,39.97,0.062,3,944.73,0,0,0
17327,948142,52,27,utilities,IN,1,0,in-store,1,4,night,9.44,0.066,3,3737.57,4,0,0
6145,510834,29,9,others,Other,1,0,in-store,1,11,morning,36.24,0.309,5,962.61,3,0,0
839,958158,31,2,travel,Other,1,0,in-store,1,3,night,13.0,0.559,6,6990.53,8,0,0
18999,397486,18,13,services,CN,1,1,in-store,1,5,night,7.84,0.118,4,4361.37,19,0,0
6525,589415,32,19,fashion,PK,0,0,in-store,1,21,evening,71.17,0.377,9,3368.81,9,0,0
15482,116292,36,4,utilities,PK,0,0,in-store,1,14,afternoon,138.28,0.051,5,3753.8,8,0,0
25851,970277,38,1,entertainment,PK,0,0,online,0,21,evening,100.68,0.091,4,3671.51,1,1,0
416,278274,26,0,others,DE,1,0,in-store,1,7,morning,21.76,0.184,2,4128.66,5,1,0
28876,869937,32,31,services,GB,1,0,online,0,13,afternoon,208.26,0.541,5,2321.19,61,0,0
6875,779222,50,28,restaurants,BD,1,1,online,0,20,evening,15.59,0.269,4,4996.27,53,0,0
25589,795388,56,9,travel,GB,1,0,mobile,0,16,afternoon,70.1,0.068,6,2462.51,9,0,0
6487,874107,46,1,fashion,PK,0,0,in-store,1,18,evening,2.41,0.148,5,4639.02,7,1,0
10907,329171,32,60,travel,ES,1,0,online,0,6,morning,64.12,0.35,9,50.0,4,0,0
21583,130215,24,6,grocery,PK,0,0,in-store,1,17,afternoon,4.88,0.08,4,1834.11,1,0,0
25968,363380,48,3,pharmacy,PK,0,0,in-store,1,1,night,9.46,0.431,4,2501.15,11,0,0
28920,839937,45,1,others,US,1,0,in-store,1,23,evening,16.9,0.453,5,3245.08,16,1,0
16214,900019,31,21,restaurants,IN,1,0,online,0,3,night,8.48,0.202,8,2750.82,19,0,0
7656,811716,34,9,utilities,PK,0,0,mobile,0,7,morning,11.64,0.065,3,667.34,2,0,0
14092,605935,37,0,grocery,CN,1,1,online,0,8,morning,10.18,0.151,7,4168.75,0,1,1
1433,632954,27,43,fashion,Other,1,0,online,0,5,night,20.55,0.108,8,3137.25,16,0,0
18895,556082,32,62,others,IN,1,0,in-store,1,23,evening,17.14,0.275,2,645.66,3,0,0
26574,830377,38,8,utilities,US,1,0,mobile,0,14,afternoon,11.27,0.099,5,2529.99,3,0,0
26782,339354,23,11,pharmacy,FR,1,0,in-store,1,9,morning,43.58,0.061,5,6164.87,5,0,0
9935,992017,29,34,electronics,IN,1,0,mobile,0,12,afternoon,62.66,0.246,4,1623.53,14,0,0
24094,748431,42,10,electronics,IN,1,0,in-store,1,10,morning,94.47,0.328,4,3777.7,5,0,0
6511,510184,44,16,grocery,Other,1,0,online,0,22,evening,19.1,0.332,7,1784.21,7,0,0
243,582690,43,51,grocery,PK,0,0,in-store,1,8,morning,14.0,0.421,2,3248.46,2,0,0
25915,441358,23,32,restaurants,CN,1,1,in-store,1,2,night,7.73,0.132,7,3184.1,4,0,0
26867,357471,18,22,pharmacy,PK,0,0,online,0,1,night,1.52,0.3,4,2654.47,9,0,0
4573,218581,30,9,utilities,ES,1,0,online,0,13,afternoon,17.65,0.054,9,3562.84,10,0,0
29429,862430,24,62,electronics,PK,0,0,in-store,1,11,morning,33.34,0.286,4,1020.98,5,0,0
27245,906951,34,23,utilities,BD,1,1,in-store,1,7,morning,34.74,0.143,8,3976.41,25,0,0
4377,632893,45,14,grocery,IN,1,0,online,0,5,night,8.22,0.077,4,5573.2,25,0,0
5447,653781,31,46,utilities,IN,1,0,in-store,1,1,night,7.96,0.363,4,1287.54,7,0,0
23755,477431,51,2,electronics,PK,0,0,online,0,14,afternoon,9.24,0.208,4,2174.67,13,0,0
6675,158219,35,0,grocery,PK,0,0,in-store,1,14,afternoon,5.77,0.16,3,3737.25,0,1,0
9923,419849,35,18,entertainment,PK,0,0,online,0,16,afternoon,11.5,0.329,5,2715.04,4,0,0
22600,458451,35,24,pharmacy,US,1,0,online,0,1,night,12.64,0.633,6,1682.11,30,0,1
20102,175937,39,32,grocery,GB,1,0,online,0,13,afternoon,11.63,0.301,4,2968.23,6,0,0
23492,665892,22,33,grocery,Other,1,0,in-store,1,13,afternoon,9.1,0.145,4,50.0,3,0,0
4272,195071,55,11,grocery,AE,1,0,in-store,1,5,night,24.95,0.103,2,2129.87,2,0,0
5836,921935,40,41,restaurants,FR,1,0,online,0,19,evening,16.98,0.114,7,2761.67,29,0,0
28236,944032,37,27,entertainment,AE,1,0,online,0,17,afternoon,145.34,0.172,5,4511.92,1,0,0
13590,148591,18,7,others,ES,1,0,online,0,14,afternoon,21.58,0.082,3,3004.43,3,0,0
19743,123424,25,8,restaurants,IN,1,0,in-store,1,14,afternoon,74.01,0.278,7,4480.92,12,0,0
19921,629604,44,2,others,PK,0,0,in-store,1,12,afternoon,18.39,0.406,3,3056.67,22,0,0
10902,721747,41,1,fashion,DE,1,0,in-store,1,16,afternoon,16.31,0.118,7,4111.4,9,1,0
19172,142637,33,73,electronics,US,1,0,online,0,23,evening,121.69,0.286,3,4016.53,3,0,0
8704,895477,38,2,others,BD,1,1,in-store,1,18,evening,58.34,0.221,5,3834.58,13,0,0
9130,607532,34,112,travel,PK,0,0,mobile,0,16,afternoon,29.0,0.189,6,1316.29,9,0,0
18423,763162,35,20,electronics,PK,0,0,online,0,10,morning,8.8,0.288,6,5198.39,3,0,0
20429,181673,48,16,entertainment,PK,0,0,in-store,1,0,night,135.46,0.296,5,3419.18,17,0,0
23729,595644,57,61,grocery,FR,1,0,in-store,1,22,evening,39.18,0.082,2,3145.86,8,0,0
16727,449924,44,13,services,PK,0,0,in-store,1,7,morning,33.7,0.011,5,2912.71,10,0,0
23012,741424,37,28,pharmacy,US,1,0,online,0,15,afternoon,8.82,0.375,3,5721.5,13,0,0
25838,763778,41,101,electronics,IN,1,0,online,0,7,morning,3.91,0.225,3,945.5,6,0,0
8105,761414,30,36,electronics,FR,1,0,online,0,23,evening,96.91,0.104,2,5445.32,9,0,0
15681,500686,36,14,grocery,Other,1,0,online,0,17,afternoon,26.33,0.101,7,3960.61,1,0,0
16637,834611,35,0,services,ES,1,0,online,0,6,morning,44.38,0.288,2,3302.4,17,1,0
24666,149849,37,73,restaurants,AE,1,0,in-store,1,21,evening,4.76,0.028,6,2280.47,3,0,0
13434,850782,44,3,others,CN,1,1,online,0,22,evening,182.69,0.307,7,2330.28,9,0,1
7865,520993,43,47,restaurants,ES,1,0,online,0,22,evening,217.92,0.226,5,1115.67,4,0,0
16215,331329,23,11,electronics,NG,1,1,online,0,0,night,18.89,0.488,4,3403.48,18,0,1
1187,625134,18,138,restaurants,AE,1,0,in-store,1,0,night,39.64,0.149,8,2189.97,33,0,0
12246,915977,18,1,others,PK,0,0,in-store,1,5,night,20.65,0.189,5,97.25,11,1,0
21251,766483,32,17,travel,PK,0,0,in-store,1,10,morning,8.3,0.25,5,2494.19,3,0,0
7676,496103,18,45,travel,GB,1,0,in-store,1,6,morning,64.75,0.283,4,4533.13,4,0,0
12332,997883,63,56,others,PK,0,0,online,0,13,afternoon,7.93,0.15,4,2815.91,0,0,0
18700,173916,24,37,services,PK,0,0,in-store,1,0,night,8.57,0.243,4,2801.78,10,0,0
25801,555070,41,55,services,IN,1,0,online,0,8,morning,25.09,0.086,7,3189.45,6,0,0
21037,745558,18,7,entertainment,PK,0,0,online,0,10,morning,131.81,0.086,5,3841.26,4,0,0
25686,508965,40,13,grocery,Other,1,0,in-store,1,13,afternoon,38.96,0.199,11,1024.12,4,0,0
14096,880305,53,63,grocery,PK,0,0,online,0,14,afternoon,44.55,0.295,8,593.4,3,0,0
22144,728937,34,105,grocery,US,1,0,mobile,0,10,morning,75.91,0.125,5,4883.28,6,0,0
24935,874324,63,72,restaurants,CN,1,1,online,0,9,morning,25.41,0.343,6,5513.11,7,0,0
27563,745261,54,10,restaurants,DE,1,0,in-store,1,10,morning,11.42,0.152,5,4495.43,1,0,0
21410,387744,45,6,services,PK,0,0,in-store,1,6,morning,44.15,0.218,4,1263.72,14,0,0
