Age,Experience_Years,Education_Level,Department,Working_Hours_Per_Week,Remote_Work_Ratio,Training_Hours,Certifications,Gender,Region,High_Performance
57,16,High School,HR,39,0.54,14,9,Female,West,0
41,27,High School,IT,43,0.66,41,0,Female,North,0
37,12,Bachelors,Sales,38,0.09,5,3,Female,North,0
33,8,PhD,HR,31,0.83,36,8,Female,East,0
29,23,High School,Finance,59,0.09,24,4,Male,North,0
32,15,High School,Operations,48,0.68,94,5,Male,West,1
50,7,Bachelors,IT,32,0.64,85,6,Female,North,0
49,13,Masters,Finance,38,0.99,60,5,Female,West,0
22,14,Bachelors,Sales,39,0.88,17,2,Male,East,0
49,6,Masters,Finance,40,0.38,75,2,Female,South,0
25,24,Masters,Sales,49,0.91,36,5,Male,West,1
48,26,Masters,HR,40,0.08,13,4,Female,North,0
27,10,Masters,HR,50,0.27,49,6,Male,North,0
52,28,Masters,R&D,56,0.93,92,7,Male,South,1
36,2,Bachelors,IT,41,0.53,67,7,Male,South,0
30,6,High School,R&D,43,0.3,81,1,Female,East,0
32,21,Bachelors,Finance,59,0.19,57,4,Male,East,0
30,4,PhD,Operations,43,0.41,91,3,Male,East,0
50,8,Bachelors,R&D,40,0.93,22,9,Male,East,0
47,19,High School,HR,58,0.93,41,1,Female,South,1
25,18,High School,HR,31,0.62,23,9,Female,South,0
35,12,PhD,Sales,42,0.09,50,9,Female,West,0
23,26,PhD,R&D,52,0.43,31,2,Male,East,1
54,18,Bachelors,IT,30,0.56,77,2,Female,South,0
45,15,Bachelors,IT,32,0.74,89,0,Male,South,0
31,1,PhD,R&D,34,0.91,8,7,Female,West,0
30,0,PhD,Sales,54,1.0,38,3,Male,East,0
56,2,Bachelors,Operations,45,0.41,93,6,Female,East,1
44,23,PhD,HR,34,0.88,94,2,Female,East,1
37,11,PhD,IT,51,0.83,26,3,Male,South,0
38,5,Bachelors,Sales,37,0.58,32,6,Female,East,0
42,1,High School,R&D,34,0.57,58,6,Male,South,0
57,23,PhD,Finance,52,0.98,39,0,Female,East,1
37,15,Masters,R&D,38,0.38,64,4,Female,East,1
45,28,PhD,IT,35,0.44,11,5,Male,West,0
25,4,Bachelors,HR,57,0.5,19,5,Male,North,0
23,11,Masters,HR,45,0.72,43,1,Female,East,0
48,3,Masters,HR,33,0.52,78,9,Female,North,1
53,13,PhD,Finance,42,0.6,86,5,Male,North,0
36,16,Bachelors,Finance,38,0.38,85,4,Female,East,1
35,11,Bachelors,HR,58,0.06,53,8,Male,South,1
21,12,PhD,Sales,32,0.61,8,9,Male,North,0
53,16,High School,R&D,48,0.62,59,5,Female,East,0
27,19,Masters,Sales,56,0.31,84,1,Female,East,1
32,27,Bachelors,HR,41,0.62,99,5,Female,North,1
27,14,Bachelors,Sales,44,0.62,25,4,Female,North,0
49,28,PhD,Operations,39,0.36,85,3,Female,East,1
51,8,PhD,HR,45,0.73,5,5,Male,South,0
55,25,High School,IT,42,0.59,59,8,Male,West,1
49,9,PhD,Operations,47,0.1,12,3,Male,North,0
20,5,Bachelors,R&D,40,0.47,7,0,Female,East,0
58,16,Masters,Operations,35,0.88,53,7,Male,South,1
36,11,Bachelors,Sales,56,0.76,11,0,Female,West,0
39,23,Bachelors,Operations,58,0.14,23,2,Female,East,0
43,27,PhD,Finance,40,0.95,19,2,Female,South,1
41,8,High School,Sales,47,0.25,49,6,Female,South,0
48,1,Masters,Sales,40,0.35,55,6,Female,North,0
41,15,PhD,Finance,31,0.21,63,6,Female,West,0
28,15,Masters,Operations,48,0.73,22,6,Female,South,0
56,21,PhD,Sales,32,0.56,42,3,Female,South,0
29,22,Masters,Sales,47,0.57,21,3,Female,West,0
55,26,Bachelors,R&D,44,0.69,22,7,Male,West,1
56,28,Bachelors,IT,44,0.59,90,2,Male,West,1
47,0,PhD,R&D,31,0.34,62,5,Male,North,0
47,29,PhD,Sales,51,0.92,26,3,Female,South,1
40,26,Bachelors,Sales,37,0.58,32,5,Male,North,0
43,20,PhD,Finance,44,0.73,71,3,Male,North,1
59,26,Masters,R&D,39,0.15,20,8,Male,West,0
21,10,Masters,Sales,59,0.36,98,9,Female,East,1
27,20,PhD,Sales,39,0.78,20,4,Male,West,0
46,2,Masters,Operations,49,0.34,45,9,Male,East,0
41,1,Masters,Sales,57,0.73,9,7,Female,West,0
56,13,Bachelors,HR,49,0.49,67,1,Male,East,0
46,0,High School,HR,56,0.8,97,3,Male,South,1
48,5,Masters,IT,35,0.74,80,9,Female,South,0
22,6,PhD,HR,44,0.25,95,2,Male,East,0
32,1,High School,HR,50,0.15,1,6,Female,South,0
29,1,Masters,Finance,33,0.37,64,7,Female,West,0
55,14,High School,Finance,40,0.26,93,8,Male,East,1
28,20,High School,IT,50,0.35,40,4,Male,East,0
46,4,High School,Finance,38,0.07,24,2,Male,North,0
53,12,Bachelors,Sales,34,0.45,35,4,Female,East,0
20,18,High School,IT,52,0.67,6,1,Male,West,0
51,18,Bachelors,Sales,30,0.35,13,3,Male,West,0
44,14,PhD,Operations,42,0.68,2,7,Male,North,0
48,0,PhD,Finance,48,0.67,53,3,Male,South,0
26,2,High School,Sales,35,0.07,22,7,Female,West,0
22,24,Bachelors,Operations,35,0.81,15,1,Male,North,0
39,17,Masters,Finance,40,0.11,32,9,Female,North,1
39,16,PhD,Finance,30,0.51,11,6,Female,South,0
49,24,Masters,IT,57,0.89,4,7,Female,North,1
54,20,High School,HR,31,0.92,61,3,Female,East,0
54,7,Bachelors,HR,33,0.4,95,8,Male,West,0
58,10,Masters,Sales,32,0.0,53,9,Male,West,0
46,19,Bachelors,IT,53,0.57,81,1,Male,South,1
45,7,PhD,HR,34,1.0,27,8,Female,North,0
33,27,PhD,R&D,34,0.67,0,9,Male,West,1
36,20,Bachelors,Sales,57,0.21,10,1,Female,North,0
37,5,PhD,R&D,35,0.54,55,5,Female,South,0
48,5,PhD,Sales,35,0.56,40,7,Male,East,0
39,5,PhD,HR,58,0.76,98,7,Male,East,1
46,1,Masters,Operations,40,0.85,99,9,Female,South,1
37,9,PhD,Sales,56,0.85,95,7,Male,North,1
23,9,Bachelors,HR,49,0.86,61,6,Male,West,1
20,8,PhD,Operations,58,0.89,62,1,Male,West,0
20,22,Bachelors,HR,39,0.37,34,4,Male,East,0
45,2,Bachelors,Sales,56,0.38,81,6,Male,West,0
39,1,Masters,Operations,44,0.46,74,8,Female,West,0
42,3,Bachelors,Sales,47,0.71,88,3,Male,North,0
29,7,Masters,HR,55,0.02,43,3,Female,West,0
30,8,Bachelors,IT,33,0.4,62,3,Female,West,0
24,25,Bachelors,IT,35,0.08,11,4,Female,West,0
20,1,Masters,HR,57,0.65,5,5,Female,North,0
36,15,Masters,Finance,36,0.3,93,3,Female,West,0
41,29,Bachelors,Operations,33,0.06,6,7,Female,North,0
53,5,Bachelors,IT,38,0.11,55,4,Female,West,0
48,7,High School,HR,53,0.9,32,2,Male,North,0
23,2,Bachelors,Finance,52,0.85,85,9,Male,West,1
24,10,Masters,Sales,57,0.75,13,6,Male,South,1
30,24,Bachelors,Sales,52,0.28,32,7,Male,West,0
40,19,High School,Sales,30,0.5,30,6,Female,North,0
54,4,Bachelors,HR,54,0.94,78,0,Male,West,0
31,29,PhD,R&D,52,0.87,21,7,Female,North,1
45,11,High School,R&D,54,0.7,80,7,Female,South,0
38,22,Masters,Operations,54,0.8,38,5,Female,West,1
26,29,PhD,HR,53,0.02,23,1,Male,East,1
26,26,Masters,Finance,52,0.73,9,0,Female,South,0
45,10,Bachelors,Operations,31,0.48,24,9,Male,North,0
59,4,High School,Sales,57,0.19,30,9,Male,North,1
24,19,Masters,IT,35,0.96,45,5,Male,North,0
40,19,Bachelors,IT,39,0.87,47,7,Female,South,0
33,20,Masters,IT,52,0.84,62,3,Female,West,1
23,2,PhD,R&D,40,0.41,66,4,Female,North,0
42,8,Bachelors,Finance,46,0.22,92,9,Male,East,1
39,27,High School,R&D,46,0.65,80,8,Female,West,1
34,17,Bachelors,Sales,47,0.5,28,2,Male,South,0
48,11,Masters,IT,59,0.68,50,8,Male,West,0
27,22,Bachelors,Operations,49,0.41,57,8,Male,East,1
38,3,Masters,IT,38,0.93,45,8,Female,North,0
58,23,High School,Finance,52,0.96,72,2,Female,West,1
47,6,Masters,IT,53,0.79,91,7,Female,East,1
46,23,PhD,R&D,48,0.3,63,2,Female,West,1
23,19,Masters,Finance,45,0.16,81,9,Female,North,1
34,10,High School,Finance,43,0.44,74,4,Male,West,0
54,1,PhD,Operations,36,0.44,57,4,Male,South,0
56,22,High School,Finance,53,0.82,76,2,Male,North,1
20,11,Bachelors,HR,33,0.02,57,9,Female,North,0
22,8,High School,Sales,43,0.09,25,6,Female,West,0
43,5,PhD,Finance,31,0.34,71,0,Female,North,0
46,6,Masters,HR,41,0.12,15,6,Female,South,0
59,5,Bachelors,HR,38,0.38,60,0,Female,East,0
55,17,High School,IT,33,0.21,69,5,Female,East,0
53,12,Masters,Operations,37,0.98,19,9,Female,South,0
48,8,High School,IT,30,0.52,4,4,Female,South,0
43,20,Masters,Operations,41,0.63,8,8,Male,East,0
43,27,High School,IT,57,0.82,78,9,Male,South,1
23,18,Bachelors,IT,39,0.51,71,4,Male,North,1
22,3,Bachelors,HR,47,0.45,5,9,Male,North,0
53,3,Bachelors,Sales,34,0.59,65,9,Female,South,0
42,12,Masters,HR,53,0.15,23,3,Female,West,0
42,27,Bachelors,IT,51,0.81,63,6,Female,North,1
24,24,Bachelors,Sales,51,0.64,30,8,Female,South,1
50,10,Bachelors,IT,33,0.93,42,8,Female,West,0
25,20,Masters,IT,45,0.75,7,5,Male,East,0
56,1,Bachelors,Sales,39,0.29,89,3,Female,East,0
29,5,PhD,HR,43,0.82,22,1,Male,North,0
59,11,Bachelors,Finance,55,0.1,63,1,Male,West,0
26,29,High School,R&D,32,0.12,62,4,Female,North,0
58,22,Masters,IT,44,0.9,24,3,Male,North,1
57,7,Bachelors,Finance,59,0.16,29,7,Male,North,0
40,4,Bachelors,HR,40,0.09,42,6,Female,East,0
39,23,Bachelors,Finance,54,0.98,61,8,Male,South,1
22,23,High School,HR,43,0.41,66,3,Female,East,1
41,29,High School,Finance,43,0.75,73,3,Male,West,1
23,19,High School,Finance,59,0.75,8,0,Female,South,0
47,22,Bachelors,IT,46,0.28,66,3,Female,South,1
31,27,Masters,Sales,33,0.1,94,0,Male,North,0
57,28,Masters,Sales,39,0.16,43,4,Female,West,1
55,8,High School,HR,40,0.4,92,6,Male,North,1
24,25,Bachelors,IT,34,0.96,7,5,Female,South,1
32,3,Masters,Finance,54,0.38,77,2,Female,North,0
42,8,Bachelors,HR,50,0.9,2,0,Male,South,0
49,11,PhD,Sales,58,0.81,34,0,Female,West,0
56,3,High School,Finance,34,0.54,10,7,Female,South,0
44,16,High School,IT,35,0.11,12,3,Female,West,0
46,19,PhD,HR,44,0.72,21,8,Female,East,1
33,1,Bachelors,R&D,43,0.69,45,7,Male,North,0
55,21,Masters,Operations,50,0.46,60,6,Male,East,1
58,12,Masters,IT,46,0.48,90,8,Male,South,1
35,14,PhD,R&D,36,0.04,34,3,Female,South,0
41,7,High School,HR,58,0.36,62,3,Female,North,1
40,5,Bachelors,Finance,58,0.43,64,4,Female,North,0
40,8,PhD,HR,30,0.18,27,6,Male,West,0
27,21,PhD,IT,30,0.2,17,9,Male,North,0
35,10,High School,Sales,46,0.27,7,2,Female,East,0
50,22,Masters,R&D,53,0.51,54,4,Female,East,1
29,11,Bachelors,R&D,58,0.07,32,7,Male,East,1
51,20,Bachelors,Sales,45,0.49,67,4,Male,North,1
53,23,High School,IT,59,0.36,52,9,Female,North,1
28,1,Bachelors,Finance,45,0.52,15,1,Male,East,0
36,1,Bachelors,Sales,59,0.55,15,0,Male,East,0
30,10,Bachelors,Operations,33,0.83,22,8,Male,West,0
51,7,Bachelors,Operations,40,0.37,7,2,Female,West,0
29,5,High School,Operations,56,0.83,5,0,Female,West,0
41,17,Bachelors,HR,34,0.09,74,7,Female,West,0
36,21,Masters,Finance,34,0.03,67,4,Female,East,1
23,28,High School,Finance,31,0.18,28,2,Female,East,0
44,10,Bachelors,Sales,44,0.56,1,8,Male,North,0
40,23,PhD,IT,42,0.79,83,4,Female,South,1
56,5,High School,Operations,31,0.96,63,1,Male,South,0
57,8,Masters,R&D,40,0.27,45,6,Male,East,0
20,21,Bachelors,Operations,32,0.33,93,0,Female,East,1
44,13,Bachelors,IT,33,0.25,58,3,Male,West,0
55,18,PhD,IT,35,0.31,64,1,Female,South,0
36,24,PhD,Operations,52,0.39,25,0,Male,East,1
43,25,High School,IT,41,0.61,80,4,Female,West,1
21,20,High School,HR,48,0.56,21,3,Female,West,0
59,5,High School,Sales,48,0.06,31,5,Male,East,0
34,19,PhD,R&D,40,0.53,21,7,Male,West,0
51,18,High School,R&D,36,0.77,21,3,Female,East,0
58,9,High School,HR,46,0.66,93,2,Female,South,1
25,13,Bachelors,Operations,30,0.65,33,9,Male,North,0
20,4,High School,Sales,49,0.09,25,3,Male,West,0
42,11,High School,Sales,46,0.52,92,4,Male,South,1
58,18,PhD,R&D,53,0.26,64,1,Female,East,0
36,28,High School,Sales,56,0.77,15,3,Male,South,1
53,1,Masters,Finance,39,0.05,43,0,Male,North,0
48,14,PhD,Finance,43,0.61,85,4,Female,West,0
28,5,Bachelors,Sales,35,0.14,16,5,Female,North,0
32,29,High School,Finance,45,0.51,24,9,Male,South,1
25,7,Bachelors,HR,35,0.04,67,2,Female,West,0
25,13,Bachelors,Operations,34,0.51,91,7,Male,West,0
39,2,High School,R&D,54,0.66,50,3,Female,East,0
22,5,Masters,Operations,45,0.34,76,2,Male,East,0
36,10,Masters,R&D,54,0.94,98,2,Female,North,1
31,29,Bachelors,Operations,48,0.43,21,4,Male,South,0
20,8,High School,IT,40,0.3,41,8,Male,South,0
36,29,Bachelors,HR,48,0.81,39,8,Female,North,1
22,16,PhD,R&D,44,0.21,38,6,Female,South,0
45,18,Bachelors,Operations,36,0.8,38,7,Female,West,1
34,28,PhD,Operations,48,0.86,89,0,Male,South,1
55,1,High School,Operations,35,0.27,36,2,Female,North,0
51,27,Masters,Operations,42,0.68,81,6,Male,North,1
51,7,Bachelors,Finance,53,0.45,90,9,Female,North,1
23,24,Bachelors,Finance,34,0.57,38,9,Male,South,1
37,9,Bachelors,HR,38,0.58,71,1,Female,West,0
38,21,Bachelors,HR,50,0.2,60,1,Male,East,0
54,2,Bachelors,Operations,46,0.86,20,7,Male,East,0
59,9,High School,Operations,36,0.98,74,3,Male,North,1
33,23,Masters,Operations,57,0.52,81,4,Female,East,1
52,25,PhD,IT,44,0.13,95,1,Female,East,0
33,22,High School,R&D,55,0.74,38,1,Female,West,1
53,29,PhD,Sales,40,0.16,36,8,Female,West,1
23,1,High School,R&D,39,0.04,93,5,Male,North,0
43,26,High School,Finance,58,0.47,74,9,Female,North,1
48,6,PhD,Operations,38,0.68,4,8,Female,West,0
38,0,Masters,R&D,34,0.5,81,9,Female,East,0
25,23,High School,R&D,53,0.19,92,3,Male,South,1
52,11,PhD,IT,43,0.48,97,2,Male,West,1
59,4,Masters,IT,46,0.17,6,0,Female,East,0
38,8,Bachelors,IT,43,0.91,62,6,Male,West,0
20,11,Bachelors,Finance,38,0.43,39,0,Female,East,0
24,10,PhD,R&D,56,0.32,10,7,Male,South,0
46,11,High School,Sales,30,0.79,9,8,Female,East,0
35,2,Bachelors,Operations,56,0.55,29,7,Female,East,0
25,11,Bachelors,Operations,56,0.14,96,7,Female,North,1
59,22,PhD,Sales,34,0.11,70,5,Male,South,1
32,23,PhD,Finance,59,0.27,1,1,Male,North,1
54,0,Bachelors,IT,49,0.76,71,0,Female,North,0
38,29,High School,Operations,55,0.45,13,0,Female,West,0
31,5,PhD,IT,48,0.19,39,7,Male,South,0
35,29,PhD,Sales,56,0.04,12,1,Male,West,0
29,10,High School,Operations,53,0.37,33,9,Male,East,0
44,1,Masters,Operations,52,0.24,17,3,Male,North,0
39,7,PhD,Operations,44,0.95,16,2,Male,East,0
50,21,Bachelors,HR,42,0.2,13,6,Male,East,0
23,10,High School,Sales,37,0.7,88,9,Male,East,1
42,26,Bachelors,Sales,40,0.23,2,2,Male,West,0
21,11,High School,IT,45,0.06,71,9,Male,East,1
41,18,Masters,Finance,52,0.01,62,1,Female,West,0
56,19,PhD,Operations,47,0.27,67,3,Female,East,1
27,22,Masters,Operations,58,0.91,81,3,Female,North,1
26,8,PhD,R&D,55,0.24,74,4,Male,North,0
33,10,High School,Operations,54,0.55,85,1,Female,North,1
22,25,Bachelors,Sales,50,0.24,59,4,Female,East,1
35,17,Masters,Operations,59,0.71,88,1,Male,West,1
38,8,High School,Sales,47,0.77,73,8,Female,East,1
37,14,Masters,Finance,49,0.21,45,8,Male,East,0
35,21,High School,Finance,47,0.05,41,6,Male,West,1
27,17,Masters,Sales,36,0.13,11,0,Female,South,0
52,7,High School,Operations,42,0.49,99,4,Female,East,1
31,3,Masters,R&D,49,0.4,5,1,Male,East,0
30,26,Masters,R&D,35,0.1,56,9,Male,South,0
24,12,High School,Sales,33,0.12,35,5,Female,North,0
46,14,Masters,Operations,34,0.56,12,0,Female,South,0
31,7,High School,Operations,31,0.99,75,0,Male,West,0
36,15,Masters,HR,56,0.93,63,6,Male,South,1
25,10,PhD,Sales,35,0.89,98,5,Female,South,1
52,22,PhD,IT,48,0.08,40,3,Female,South,0
24,22,Masters,IT,44,0.11,45,2,Female,East,1
47,26,High School,Finance,31,0.71,69,1,Male,North,0
33,12,PhD,Operations,50,0.89,62,5,Male,North,1
24,29,Masters,Operations,33,0.3,38,8,Male,East,0
52,6,Masters,HR,38,0.5,78,8,Male,West,1
38,17,High School,Operations,49,0.39,20,2,Female,North,0
41,7,Bachelors,Finance,46,0.14,7,0,Male,West,0
24,1,High School,Sales,52,0.42,77,0,Female,North,0
21,2,Bachelors,Sales,39,0.42,55,8,Female,North,0
49,9,Masters,Finance,44,0.64,51,3,Male,North,0
58,6,Bachelors,R&D,46,0.75,55,2,Male,North,0
23,22,Bachelors,HR,58,0.79,47,2,Female,South,1
52,27,High School,Sales,34,0.16,73,1,Male,South,1
32,6,Bachelors,Finance,43,0.61,50,2,Male,East,0
39,3,Bachelors,Operations,57,0.23,22,6,Female,West,0
26,20,Masters,Sales,50,0.77,24,3,Female,West,1
34,22,PhD,Finance,35,0.49,22,0,Male,East,0
42,7,High School,HR,32,0.36,67,3,Male,West,0
33,18,High School,R&D,59,0.87,66,2,Female,West,1
42,21,PhD,Sales,35,0.87,60,3,Female,North,1
38,11,PhD,HR,41,0.93,58,8,Male,West,1
48,24,PhD,IT,57,0.57,79,5,Male,South,1
39,9,Bachelors,HR,59,0.68,49,9,Female,West,1
48,13,Masters,Finance,53,0.43,70,8,Female,North,1
43,26,High School,Operations,32,0.9,70,3,Male,North,1
37,11,Masters,Sales,48,0.49,85,7,Male,East,1
29,20,Bachelors,HR,39,0.74,60,4,Male,East,1
27,19,PhD,Sales,39,0.84,89,9,Male,North,1
45,24,Bachelors,Sales,31,0.43,37,1,Male,North,0
48,3,PhD,R&D,54,0.84,80,1,Female,East,0
29,18,High School,Finance,33,0.89,7,5,Male,West,0
36,28,Bachelors,Finance,42,0.01,78,9,Male,East,1
21,6,Masters,IT,57,0.44,77,3,Female,East,1
25,20,Masters,Operations,56,0.96,19,1,Male,South,0
24,0,Bachelors,IT,51,0.05,88,1,Female,East,0
47,7,Bachelors,Finance,58,0.44,25,8,Male,East,0
24,10,Masters,IT,45,0.81,64,5,Female,East,1
37,0,Bachelors,HR,30,0.48,14,8,Female,West,0
45,24,Bachelors,R&D,34,0.73,40,6,Male,North,0
39,0,Bachelors,HR,34,0.86,85,9,Female,West,0
46,3,PhD,Sales,42,0.2,22,4,Female,South,0
31,25,Masters,IT,41,0.21,70,9,Male,East,1
26,3,Bachelors,R&D,45,0.75,68,6,Female,South,0
22,10,Masters,IT,49,0.36,55,4,Female,West,0
29,29,High School,Finance,35,0.3,10,5,Female,South,0
53,24,Bachelors,IT,45,0.61,12,5,Female,South,1
44,0,PhD,R&D,52,0.97,41,4,Female,East,0
54,9,PhD,Sales,31,0.18,60,1,Female,North,0
35,28,Bachelors,Finance,58,0.71,34,3,Male,East,1
21,24,Bachelors,Sales,41,0.67,69,4,Male,North,1
43,3,High School,HR,44,0.76,73,7,Male,South,1
29,22,Bachelors,Finance,54,0.54,34,3,Female,West,0
57,24,Masters,Operations,41,0.77,14,4,Male,West,0
41,26,Bachelors,Sales,32,0.01,22,3,Male,North,0
45,6,Masters,Operations,34,0.58,92,2,Male,West,0
58,1,Masters,Operations,53,0.13,82,5,Female,North,0
46,21,Masters,Sales,39,0.62,32,8,Female,North,1
48,12,Masters,Finance,42,0.75,69,6,Male,West,1
57,21,Masters,R&D,48,0.44,83,2,Female,East,1
39,18,Bachelors,Operations,40,0.68,81,5,Male,West,1
46,3,Bachelors,Finance,41,0.97,34,1,Male,East,0
39,5,Bachelors,Operations,56,0.95,19,3,Male,North,0
38,26,PhD,Sales,42,0.3,56,0,Male,South,1
39,21,Masters,IT,46,0.2,79,3,Male,West,1
54,16,High School,R&D,39,0.65,13,5,Male,South,0
21,25,Bachelors,Finance,54,0.48,77,2,Male,North,1
49,23,Bachelors,Operations,37,0.1,97,6,Female,East,0
53,8,PhD,IT,54,0.1,70,0,Male,East,0
41,1,Bachelors,R&D,40,0.3,72,4,Female,North,0
22,19,Masters,IT,49,1.0,39,5,Female,East,1
25,26,Bachelors,IT,52,0.34,10,1,Male,East,0
34,5,Masters,R&D,54,0.09,84,4,Male,South,0
46,17,Bachelors,Sales,32,0.35,12,5,Male,North,0
29,26,Bachelors,Sales,46,0.22,82,9,Male,South,1
28,22,Masters,Sales,38,0.36,43,5,Female,North,0
52,21,Masters,Sales,42,0.51,72,3,Male,South,0
51,23,Bachelors,Finance,42,0.93,43,2,Male,South,0
25,14,Masters,Operations,50,0.03,5,3,Female,South,0
55,22,PhD,Finance,46,0.75,78,3,Female,North,1
21,15,Masters,IT,57,0.02,39,3,Male,North,0
48,25,Masters,R&D,52,0.1,15,5,Female,East,0
23,0,High School,Operations,37,0.41,71,5,Male,East,0
20,9,Masters,Operations,47,0.85,12,8,Female,West,1
38,9,Masters,R&D,59,0.57,41,0,Male,North,1
45,20,High School,R&D,32,0.64,44,7,Male,South,1
44,5,Masters,IT,41,0.05,39,7,Female,North,0
29,29,High School,HR,55,0.83,23,2,Male,West,1
34,22,Bachelors,R&D,57,0.33,56,9,Male,West,1
41,3,Bachelors,Operations,39,0.17,58,6,Male,North,0
40,13,PhD,Finance,50,0.04,97,8,Female,West,1
41,24,Bachelors,Operations,40,0.86,40,2,Female,West,0
55,16,Masters,R&D,57,0.41,93,1,Female,East,1
53,2,High School,R&D,33,0.76,10,6,Male,West,0
49,25,Bachelors,IT,39,0.54,64,7,Male,East,1
44,1,Masters,IT,40,0.57,11,4,Female,South,0
47,29,Bachelors,R&D,30,0.96,89,0,Male,South,1
20,17,PhD,Finance,39,0.67,98,8,Female,West,1
23,16,Bachelors,IT,55,0.59,10,9,Female,South,0
26,12,Bachelors,Operations,57,0.56,44,3,Male,North,0
28,18,Masters,Sales,55,0.54,46,8,Male,North,0
55,9,High School,Finance,58,0.96,3,4,Male,West,0
38,20,PhD,IT,56,0.34,86,5,Male,East,1
20,21,High School,HR,47,0.03,43,4,Male,South,1
29,23,High School,HR,43,0.11,56,5,Male,East,1
55,3,High School,Sales,53,0.79,39,0,Male,East,0
28,16,PhD,Operations,31,0.92,79,6,Female,North,1
51,27,PhD,R&D,52,0.07,66,3,Male,East,1
51,15,Masters,Sales,58,0.09,55,7,Male,South,1
25,24,Masters,Operations,39,0.1,19,2,Male,West,0
57,18,Masters,R&D,58,0.18,42,0,Female,West,0
36,23,PhD,R&D,31,0.12,27,3,Female,East,0
29,13,PhD,HR,49,0.37,64,6,Female,North,0
46,19,Bachelors,IT,39,0.4,18,8,Female,East,0
54,26,High School,Sales,41,0.52,67,9,Male,West,1
40,14,Masters,IT,37,0.79,17,3,Male,East,0
44,18,Bachelors,HR,52,0.58,32,1,Female,West,1
47,2,PhD,Operations,34,0.09,49,1,Female,East,0
34,19,Bachelors,R&D,55,0.81,7,7,Male,South,1
23,19,Bachelors,IT,53,0.75,79,5,Male,East,1
48,15,PhD,HR,32,0.77,40,8,Male,East,0
28,27,High School,Finance,55,0.57,2,2,Male,West,0
46,6,PhD,R&D,36,0.42,83,0,Male,South,0
45,17,Masters,Sales,57,0.17,5,9,Male,East,1
38,7,Bachelors,Operations,37,0.95,13,7,Female,West,0
47,26,Masters,Operations,31,0.87,36,5,Female,West,0
36,13,Bachelors,Finance,39,0.25,75,1,Male,East,0
39,17,Bachelors,R&D,49,0.32,76,8,Male,South,1
59,0,Masters,R&D,53,0.06,88,6,Male,East,0
58,23,Bachelors,Sales,38,0.75,92,1,Female,East,1
42,19,PhD,IT,47,0.66,3,2,Female,South,0
51,5,PhD,HR,59,0.79,21,3,Male,South,0
52,12,Bachelors,HR,43,0.1,58,8,Male,South,0
24,0,Bachelors,IT,48,0.11,62,5,Female,South,0
53,18,PhD,IT,31,0.85,91,3,Male,South,0
59,6,High School,Sales,50,0.69,44,0,Male,East,0
30,22,Bachelors,Finance,38,0.3,46,2,Female,West,0
22,26,PhD,HR,40,0.45,13,6,Female,North,0
52,23,High School,Finance,43,0.42,8,6,Male,South,0
30,15,High School,Sales,50,0.48,68,0,Male,South,1
35,13,Masters,IT,56,0.38,68,0,Male,West,1
37,1,High School,R&D,52,0.96,27,4,Female,South,0
49,6,Bachelors,HR,38,0.35,17,3,Female,North,0
29,19,High School,Finance,46,0.39,50,8,Male,West,0
37,21,Masters,Operations,40,0.85,51,6,Female,East,0
57,19,PhD,HR,32,0.01,52,9,Female,East,1
38,14,Masters,Operations,33,0.78,93,2,Female,East,0
55,24,PhD,Operations,34,0.23,71,0,Male,North,0
32,13,Bachelors,Operations,52,0.59,9,5,Male,South,0
22,0,PhD,Operations,40,0.26,20,5,Male,West,0
29,16,High School,R&D,42,0.87,60,4,Female,West,1
57,15,PhD,HR,38,0.92,72,2,Male,South,1
20,4,High School,Operations,53,0.18,97,7,Female,South,1
46,20,Masters,R&D,38,0.88,24,7,Male,East,0
27,26,Masters,HR,53,0.13,74,2,Female,South,1
36,23,PhD,IT,36,0.44,98,0,Male,South,1
28,22,Masters,Finance,35,0.02,37,4,Male,West,0
25,26,Masters,Finance,36,0.39,77,1,Female,East,0
44,2,Masters,Finance,40,0.08,70,1,Male,North,0
58,23,High School,IT,42,0.66,42,5,Male,East,1
47,29,PhD,Finance,30,0.67,94,2,Female,West,1
52,19,High School,R&D,59,0.12,31,6,Male,West,1
56,18,PhD,IT,33,0.8,61,3,Female,South,0
28,1,High School,Sales,34,0.22,4,0,Female,West,0
37,24,Bachelors,HR,50,0.3,58,7,Female,East,1
40,13,Bachelors,Sales,53,0.11,25,6,Male,South,0
21,27,Bachelors,IT,34,0.84,38,1,Male,West,0
57,22,High School,Operations,34,0.5,36,9,Female,North,1
59,20,PhD,IT,50,0.85,46,7,Male,East,0
55,24,High School,R&D,41,0.43,67,4,Male,North,0
56,18,PhD,HR,59,0.39,63,2,Male,West,0
34,12,Bachelors,Sales,37,0.46,71,0,Female,South,0
47,12,High School,IT,53,0.49,76,1,Male,South,1
37,28,PhD,HR,36,0.38,2,1,Male,East,0
53,5,PhD,Operations,36,0.46,72,0,Male,North,0
41,23,Masters,R&D,38,0.48,38,6,Female,East,0
30,8,PhD,Sales,58,0.99,18,9,Male,North,1
32,19,Bachelors,Sales,52,0.63,73,4,Female,North,1
23,0,High School,Finance,45,0.86,37,5,Male,West,0
41,23,Masters,Sales,53,0.49,79,2,Female,North,1
26,9,Bachelors,Finance,51,0.59,60,4,Male,West,0
