"Country","Month","Vaccination_Rate","Booster_Dose_Rate","Vaccine_Type","GDP_per_Capita","Healthcare_Access_Index","Population_Density","Median_Age","Days_Since_First_Vaccine","Stringency_Index","Season","Case_Reduction_Rate"
"Heard Island and McDonald Islands","Sep-2020","0","0","1","13437.453032503","82.292060764323","1177.3374574351","32.572636967934","0","56.261074423596","4","6.3589871566067"
"Heard Island and McDonald Islands","Oct-2020","0","0","1","14460.035149753","83.375176063736","1628.1525889186","36.82979969451","0","34.753416960093","4","8.3417397729581"
"Heard Island and McDonald Islands","Nov-2020","6.3990340098353","3.4041314751972","1","13790.299480683","86.598362738276","1341.8439005842","32.338735593058","0","54.153013669551","4","10.492017185621"
"Heard Island and McDonald Islands","Dec-2020","17.73223185737","6.0909685210907","3","14103.86168649","84.660737339385","1136.0450569472","47.3361920998","25","76.057266990183","1","15.381511203989"
"Heard Island and McDonald Islands","Jan-2021","44.985759140585","19.546051407242","1","13697.050848023","84.549147986018","499.17898817492","47.274948795253","55","43.478476944744","1","38.107924711627"
"Heard Island and McDonald Islands","Feb-2021","42.955638811419","19.442484651802","1","13608.111728665","84.10117553643","207.30076343247","37.934529413868","85","51.281193664031","1","38.073554079793"
"Heard Island and McDonald Islands","Mar-2021","50.586153848218","13.447136349604","1","14734.710827954","85.802268120184","843.65801333791","34.552709432138","115","25.894910782397","2","44.509749368758"
"Heard Island and McDonald Islands","Apr-2021","79.023061516102","19.26526500274","3","13672.276577577","85.485072890915","498.45438045247","40.961964244753","145","74.37749570682","2","51.643596313774"
"Heard Island and McDonald Islands","May-2021","97.825568123536","54.487632084128","1","13892.91708877","83.452800426453","1976.1477845102","30.46047294934","175","71.282888946828","2","79.775281647491"
"Heard Island and McDonald Islands","Jun-2021","89.6293392643","26.494349518085","1","14006.272337178","83.381816216751","49.106450666227","46.14057781783","205","87.592688196662","3","64.923061564616"
"Heard Island and McDonald Islands","Jul-2021","87.285888178259","17.704783706374","2","14591.773379629","82.935868598341","327.73603524063","43.282663999086","235","63.14035238479","3","58.232505796228"
"Heard Island and McDonald Islands","Aug-2021","100","32.356708913751","1","14513.046905357","86.313273071603","806.70968741126","48.308893952203","265","48.452390256645","3","72.467326421854"
"Heard Island and McDonald Islands","Sep-2021","99.076946061992","55.385293973888","3","13548.809035642","86.951604326887","1652.8143346256","43.321942858005","295","34.063793777987","4","85.201566894699"
"Heard Island and McDonald Islands","Oct-2021","100","31.566013378166","3","13495.734464619","82.952650476624","1079.7864647225","36.425359075914","325","65.160505831063","4","72.879228933507"
"Heard Island and McDonald Islands","Nov-2021","100","57.290675356839","2","14587.841290676","82.258040350392","1088.6104439747","32.706015280177","355","54.927756095456","4","76.956239426114"
"Heard Island and McDonald Islands","Dec-2021","100","40.128816594345","2","14111.078998382","82.949968098255","1300.0313386149","23.516363587365","385","81.067619434837","1","70.043742880289"
"Heard Island and McDonald Islands","Jan-2022","89.159295150958","52.152412190978","1","13528.291889377","85.377306307207","513.86582495549","43.718190460074","415","77.247545149633","1","69.766516788012"
"Heard Island and McDonald Islands","Feb-2022","100","38.198275189109","2","13612.478530928","84.971010316933","1097.0327242604","20.863139929932","445","49.258885985484","1","76.296227356148"
"Heard Island and McDonald Islands","Mar-2022","100","25.15610340294","2","13568.238672268","85.358520855652","718.5739252471","43.245246814908","475","36.358331417775","2","72.279208757962"
"Heard Island and McDonald Islands","Apr-2022","87.300014026061","42.381023895426","2","13604.46737783","86.596248230503","1191.2147562845","22.067535707745","505","49.92792987518","2","70.283127858752"
"Heard Island and McDonald Islands","May-2022","100","50.354725376718","1","14140.542834936","86.332032151115","1872.9644526865","34.432571735737","535","86.519545652798","2","70.273243959465"
"Comoros","Jan-2020","0","0","1","28193.705665576","54.71997797282","813.00478495602","28.665595515857","0","54.434961682739","1","8.5659079101569"
"Comoros","Jan-2020","0","0","1","26796.554257571","52.38575272523","485.30186920318","48.376997496191","0","41.356978077367","1","9.0854742802415"
"Comoros","Mar-2020","0","0","1","26766.852207342","53.793419120118","1107.9076203197","29.40988547766","0","51.311192937682","2","7.2361447816029"
"Comoros","Mar-2020","0","0","1","27133.673361043","54.486847296498","419.91648653506","40.697476068505","0","21.480487634459","2","11.442204852668"
"Comoros","Apr-2020","14.273053642892","4.788512187932","1","26444.864557578","54.43043359853","114.03541550483","45.281364636016","0","33.873747049517","2","19.045668200105"
"Comoros","May-2020","0","0","1","28354.818505242","52.449542555762","365.25438065247","33.776964005082","0","25.73569073267","2","11.471951754923"
"Comoros","Jun-2020","0","0","1","26621.336334093","54.302968521028","1321.214595084","49.652010211479","0","38.55331011865","3","9.0081205138748"
"Comoros","Jul-2020","0","0","1","28609.72795275","54.624474636319","1575.5787993197","34.311234409222","0","41.004695803381","3","9.223641517593"
"Comoros","Aug-2020","0","0","2","27356.833007269","52.291313226186","45.877727828235","21.27462974509","0","48.734909958817","3","8.215768032645"
"Comoros","Sep-2020","1.8685970223207","0.97303520003493","1","26871.81678865","52.390836884134","1753.1067141505","43.061120928893","0","31.768266831841","4","10.874157114828"
"Comoros","Oct-2020","0","0","3","27466.126835918","53.780892507615","110.14263653998","20.013039232577","0","33.114275392875","4","11.557977975576"
"Comoros","Nov-2020","0","0","1","26706.987690041","52.843364781493","750.89112616037","26.149240508479","0","54.226564850692","4","7.6541275818914"
"Comoros","Dec-2020","14.409165241437","3.2041738564266","1","26030.265582854","54.056523277371","118.4734620533","44.766071596036","25","55.835704147735","1","16.827635233353"
"Comoros","Jan-2021","53.443101847741","14.340146090793","1","26755.059231937","53.9524026587","428.13437412103","21.722615268264","55","87.90818204929","1","41.588914374061"
"Comoros","Feb-2021","35.686197649304","9.0732388199982","1","27786.736218958","54.11113634273","1567.6638917603","47.999397516771","85","68.434915428661","1","30.766277072762"
"Comoros","Mar-2021","52.831093830592","28.363825173836","1","26083.935892415","54.305805607433","811.02744742538","47.441281681469","115","65.517854976556","2","42.302379769895"
"Comoros","Apr-2021","64.279239881721","23.198645426778","1","27239.264510167","52.438859586815","807.93095010982","29.222713215747","145","74.098805839855","2","45.833483865764"
"Comoros","May-2021","83.180006218292","28.831893261869","1","26298.896252781","54.612177110263","1417.3843733875","24.092217161505","175","45.670533601566","2","64.954017334264"
"Comoros","Jun-2021","100","24.854876981945","3","28013.583388728","53.298098151707","1161.3422252359","47.162938118925","205","58.786949627708","3","69.270659607541"
"Comoros","Jul-2021","95.785222526942","51.461371913118","2","27659.464803084","54.832259504578","1789.0063843504","47.433362296942","235","26.639443527721","3","73.575750759186"
"Comoros","Aug-2021","100","50.277073805081","2","26340.796374008","54.608851952034","1443.0215536947","20.756344689569","265","52.466687727206","3","78.632418810327"
"Comoros","Sep-2021","94.97883820136","19.682696092715","1","27384.667975525","54.036376300167","1330.3457868061","44.761322019279","295","35.082403509301","4","66.825485138076"
"Comoros","Oct-2021","100","59.256856996881","1","26712.138180209","54.096385924978","706.51366826163","47.707921663385","325","24.593826172447","4","87.53338602033"
"Comoros","Nov-2021","100","46.109124951089","1","26879.719867163","54.757766782094","397.93611025062","44.459771109548","355","59.385879603192","4","81.218858386285"
"Comoros","Dec-2021","100","28.300459815395","1","28250.759529607","53.432906019153","1933.5156327444","32.470883203255","385","29.994994566752","1","79.173075084667"
"Comoros","Jan-2022","100","32.788833973594","2","28287.620367777","53.169167246735","175.68273952076","41.185853093082","415","41.805860930979","1","75.605447674342"
"Comoros","Feb-2022","97.05544242412","38.250199833534","2","26928.214221701","53.468351722021","758.61903285155","29.754896488873","445","56.816260383102","1","78.568217192687"
"Comoros","Mar-2022","94.893013864902","38.877846958872","2","26620.510643353","52.935256500757","1867.4921227767","41.153106346595","475","60.403067335632","2","75.068038122414"
"Comoros","Apr-2022","97.789575364629","43.735525686485","1","27373.421754736","53.19890291586","172.13305644875","24.186855475586","505","86.552129924887","2","72.461952485776"
"Comoros","May-2022","91.225452599969","20.168480294325","1","27840.552055326","53.774059667582","1022.3249085904","25.779984973525","535","72.132551214095","2","56.986492454279"
"Sweden","Jan-2020","0","0","2","9383.1445036302","42.202108784579","841.24004827622","20.338722912837","0","39.156646944502","1","5"
"Sweden","Jan-2020","0.57117840551175","0.27639027967403","1","9260.4210130369","40.247414450042","1142.768122062","47.464667188354","0","87.789339135029","1","5"
"Sweden","Mar-2020","0","0","2","8841.4030060573","41.310955006431","488.08758674396","33.033738286358","0","51.882590040445","2","5"
"Sweden","Mar-2020","0","0","1","9548.8184627537","41.803452463966","683.35205319118","47.936736728283","0","83.854529987443","2","5"
"Sweden","Apr-2020","7.3100062678548","4.2920396709866","2","9336.5226180109","41.470727570284","65.403692012547","25.893006299033","0","52.173032621305","2","7.1293386442155"
"Sweden","May-2020","9.165681806443","4.5558424330627","1","9303.6319192079","40.37312670703","833.19439193058","42.005146654547","0","68.538059740033","2","6.5825258874692"
"Sweden","Jun-2020","0","0","2","9413.8677366222","42.345978694805","414.98710558045","45.947555770926","0","24.183359192487","3","5"
"Sweden","Jul-2020","0","0","1","9650.9484222717","40.272879766007","710.93964039078","45.410303637867","0","47.723813420483","3","5"
"Sweden","Aug-2020","0","0","3","9485.7138361875","41.408790458369","1976.8574277759","32.88888100083","0","24.076648157419","3","5"
"Sweden","Sep-2020","0","0","3","9490.2566200658","40.820564460148","1185.7010217007","41.086373027506","0","85.889525023476","4","5"
"Sweden","Oct-2020","0.41287455587439","0.21050865371647","1","9292.3097039388","40.439194150079","261.01393945214","34.945075680719","0","38.82030814853","4","5"
"Sweden","Nov-2020","0.86430189087542","0.3592708645001","3","9228.9996458389","40.312173107605","1107.8590559349","44.915077459715","0","89.779449899701","4","5"
"Sweden","Dec-2020","0","0","1","9350.2901602166","41.16190139916","91.753906261555","29.113231177782","25","38.565996575187","1","5"
"Sweden","Jan-2021","30.631117685739","9.4104575139183","2","8832.5851156809","41.490768253105","150.39462678269","47.88905571618","55","73.644589639017","1","19.747323035459"
"Sweden","Feb-2021","52.787689914235","24.229967655602","3","9441.3663818896","42.450836843865","1039.0924651012","21.74606121542","85","56.972440499611","1","38.316942857359"
"Sweden","Mar-2021","59.967213886986","23.566948601257","2","8790.6997772486","40.638140089865","987.74755950514","48.416113970852","115","46.852632824861","2","40.114752331588"
"Sweden","Apr-2021","89.233639461525","39.398177977565","1","9161.1546877136","40.694917238782","1932.3827036691","22.180300209836","145","46.028574919649","2","60.82160047303"
"Sweden","May-2021","80.996843201379","18.793321784599","1","8790.6279117193","40.364741295162","1617.1754804303","42.687147035507","175","84.059717428343","2","51.336188242219"
"Sweden","Jun-2021","100","22.093314292027","2","9562.9684860182","42.138934408538","1021.873280263","25.452858836783","205","79.173098298211","3","65.734383298915"
"Sweden","Jul-2021","95.553309323011","27.20586751647","2","8954.1822435547","40.319769438437","1997.1360051054","18.794150766245","235","78.467084211121","3","58.953825861632"
"Sweden","Aug-2021","100","42.184819648446","3","9637.5478003223","40.176799826002","160.07023022565","26.011479346267","265","66.852079145445","3","67.18347096224"
"Sweden","Sep-2021","98.978669417593","43.826690451949","1","9525.4912863859","42.556817862225","544.51187650005","33.834430451217","295","26.028127735446","4","75.97396035938"
"Sweden","Oct-2021","100","25.777459366203","1","9090.2454789922","41.450307385348","1175.4521275033","18.271858515431","325","73.270418806469","4","73.467446316949"
"Sweden","Nov-2021","91.185750938326","20.167951402252","2","9664.3377406445","40.7506822285","653.81398133671","23.882012463418","355","60.385528634139","4","63.521090321948"
"Sweden","Dec-2021","95.853730994281","45.895265373724","1","9138.6429988356","41.19800336574","1128.6006564202","18.187671292389","385","25.495690791753","1","66.933871752558"
"Sweden","Jan-2022","100","30.827344172069","1","9307.3005144792","42.344160028096","1884.3921186482","41.666023939561","415","26.063383259829","1","70.432272340639"
"Sweden","Feb-2022","90.820238953893","35.263718690624","1","8958.0228109668","42.117652172499","913.37807776524","27.653191732197","445","46.881335177547","1","68.778322421405"
"Sweden","Mar-2022","100","30.892615887243","1","9014.3496415437","42.441144798789","1167.361787321","35.071366679833","475","61.747551978472","2","68.42619562736"
"Sweden","Apr-2022","100","40.93144997201","1","8900.7152978921","41.487634080519","1873.774733961","27.867267893638","505","80.867881820145","2","64.312369666253"
"Sweden","May-2022","92.256985778951","19.792472316034","1","9454.8028548108","40.650134803386","748.82913180573","34.054373312206","535","70.782771791511","2","61.143823083599"
"Saint Martin","Jan-2020","29.356579023278","15.481023340119","1","6749.9081309348","55.011331014449","1116.1829202559","40.384891852882","0","48.841241726616","1","21.570767778154"
"Saint Martin","Jan-2020","3.9856406589201","1.6335902430383","2","6442.2461964513","55.709557026319","1178.8660384654","20.732879497308","0","51.48627934931","1","5"
"Saint Martin","Mar-2020","7.5087277940133","2.9872634135724","2","6396.1915668314","54.090275101967","1798.2078520323","46.680214927091","0","67.999893817728","2","5"
"Saint Martin","Mar-2020","0","0","1","6494.6130122001","53.57014396644","647.92949617283","22.319311554293","0","40.73237358913","2","5"
"Saint Martin","Apr-2020","0","0","2","6806.0132524216","55.219866766201","670.68139721418","41.822149370802","0","30.638612773184","2","5"
"Saint Martin","May-2020","0","0","1","6262.3338618402","53.180282339825","1718.9024873739","38.281065111913","0","37.724081435898","2","5"
"Saint Martin","Jun-2020","12.907584241224","5.9655548908257","1","6786.9530388132","53.759969364614","1391.3219914127","18.515988683911","0","46.08599909259","3","12.474718754977"
"Saint Martin","Jul-2020","6.0982907766349","1.3970849050561","2","6363.5234971629","54.95964437699","1608.3921252557","35.980062599728","0","71.861824470539","3","5"
"Saint Martin","Aug-2020","0","0","1","6594.9625078377","55.182697276728","764.12226052689","27.688563443758","0","52.154220712098","3","5"
"Saint Martin","Sep-2020","20.136989173314","11.303082295289","1","6372.8861526926","55.063608128471","1649.2514792055","45.424928906578","0","49.057502379845","4","16.481322818441"
"Saint Martin","Oct-2020","0","0","1","6726.6197191019","52.996963555613","1656.8866227866","31.685410746373","0","61.724475177042","4","5"
"Saint Martin","Nov-2020","0","0","3","6749.5350054575","54.250269261478","454.96907116411","47.870563367995","0","44.121761700888","4","5"
"Saint Martin","Dec-2020","14.732809132554","8.5083394182243","1","6376.8454467589","55.812603478916","350.46107404575","21.623790452474","25","59.913105105986","1","11.157932923227"
"Saint Martin","Jan-2021","26.784165283975","16.012262431424","2","6269.4201359789","55.990055672","821.70953119258","27.196881083055","55","59.051542850452","1","21.59306488"
"Saint Martin","Feb-2021","37.112391626539","7.4436820164004","1","6768.9192230327","54.617942914095","1998.4225248974","27.17909266071","85","39.631854533204","1","25.951164798999"
"Saint Martin","Mar-2021","54.529427921273","17.126310356752","2","6814.0328737332","55.932155297373","472.25641165194","46.201521459651","115","42.977856249414","2","38.656022695988"
"Saint Martin","Apr-2021","61.961645046357","23.045549732411","1","6703.3908360814","54.229985247712","1978.6670907617","19.751839432307","145","44.851068629537","2","44.681423759225"
"Saint Martin","May-2021","93.701487804155","30.581760204096","2","6793.7266878113","55.813489888622","1612.1358198311","45.218566313811","175","58.5381710434","2","51.960166898764"
"Saint Martin","Jun-2021","94.604087792629","33.999905476157","1","6526.9740909272","53.682347959835","1923.6067700863","28.011028096181","205","26.863117667766","3","70.249363821216"
"Saint Martin","Jul-2021","93.100840219711","22.736832709493","1","6524.9853070932","54.164187511508","1601.3868053856","41.663188924292","235","49.842280579349","3","62.126355343171"
"Saint Martin","Aug-2021","87.577534664508","44.629339567961","1","6229.3094818489","55.346321745845","959.52128821821","22.188196433714","265","36.489615421615","3","61.103166949451"
"Saint Martin","Sep-2021","98.429633094074","40.172032065293","3","6853.3317939685","53.452930259455","1624.0980869476","24.311765317345","295","34.947623451877","4","76.690903810534"
"Saint Martin","Oct-2021","90.91230329192","52.057999725888","1","6555.8773095758","55.747586194932","1809.1861843542","23.008934829304","325","45.664639006752","4","72.675085123993"
"Saint Martin","Nov-2021","89.217818298837","52.389494161696","3","6330.2379282932","53.145845250799","179.96288078845","47.102197249172","355","33.553666685682","4","69.054797869156"
"Saint Martin","Dec-2021","86.692948686691","38.110603224845","1","6369.4024670531","55.7899025239","1817.7361134645","43.001300716982","385","21.358087193275","1","57.10448614276"
"Saint Martin","Jan-2022","100","31.007608470939","3","6636.0051768499","52.98515058555","1818.921121783","48.648533061639","415","25.439869287421","1","64.867007761458"
"Saint Martin","Feb-2022","81.072378224099","28.953834920702","1","6599.4541280034","55.876333876991","1011.1144745405","20.653266604623","445","63.400093343419","1","56.015127973792"
"Saint Martin","Mar-2022","100","37.387125932659","1","6346.0557097836","55.258940084299","538.51932063165","42.551468613095","475","34.412111753662","2","69.744354637945"
"Saint Martin","Apr-2022","96.175476023307","55.520019135652","3","6356.3799722632","53.919364524117","307.30478302301","34.319522538032","505","52.240778548627","2","63.742374957199"
"Saint Martin","May-2022","98.292533605017","54.895839375896","2","6223.307716017","53.794853239138","849.33074145289","25.350921077863","535","33.970013112716","2","64.551071495733"
"Uruguay","Jan-2020","6.8793297205143","3.7189358777018","1","2827.5088715224","70.569091910371","409.12367258026","24.891497051347","0","40.430702392548","1","8.2675106805391"
"Uruguay","Jan-2020","0","0","2","2826.3329025973","70.390275246908","106.44382262689","24.72883769286","0","59.612202357123","1","5"
"Uruguay","Mar-2020","0","0","2","2907.9194673769","69.170785440686","647.92081647824","20.992643955133","0","49.897871249353","2","5"
"Uruguay","Mar-2020","0","0","1","2797.2731492935","69.886283602838","1735.6327804922","39.536261321238","0","23.287509568537","2","5"
"Uruguay","Apr-2020","15.154448083522","3.8583407406505","1","2960.5070389144","66.626941642359","1507.9270042737","33.160745360462","0","51.274051118772","2","11.753957217853"
"Uruguay","May-2020","6.1968892161211","2.9182407709142","2","2981.460838618","68.731182857563","805.44190643911","48.518516047735","0","64.947716451786","2","5"
"Uruguay","Jun-2020","0","0","1","2897.1978146267","68.482060062947","405.87026179213","37.253971475855","0","24.247814826548","3","5"
"Uruguay","Jul-2020","12.079940398604","4.5229566630584","2","2944.9466834216","69.718655532529","87.237766145486","24.212120654271","0","57.562525648464","3","9.0618397084913"
"Uruguay","Aug-2020","0","0","1","2753.7423577463","66.67199849339","1894.3367699264","25.702802741232","0","36.796423260654","3","5"
"Uruguay","Sep-2020","17.992510456862","10.159124761898","1","2886.0879139178","66.70382163785","381.67733117995","44.599865762878","0","73.673784943684","4","13.355243852227"
"Uruguay","Oct-2020","0","0","1","2777.6581768431","67.401227403793","508.46106403203","43.78898696107","0","39.577169958251","4","5"
"Uruguay","Nov-2020","0.19205968003692","0.1049141394919","1","2731.2629269088","68.011126584491","1497.8271308843","35.622097430233","0","77.175535870204","4","5"
"Uruguay","Dec-2020","10.895806180247","2.3537952355174","3","2818.2161548121","67.170709270998","1336.7506222389","27.097225251055","25","61.004478965173","1","8.7775510185353"
"Uruguay","Jan-2021","14.142433374933","7.5583874005415","1","2836.793710664","68.757329243521","1330.6131943269","43.087099216179","55","47.636509801478","1","13.607821875016"
"Uruguay","Feb-2021","32.7723548324","18.780500760377","1","2916.8874984303","66.627844556977","418.32241438057","33.586641418354","85","81.477672741264","1","23.059927023726"
"Uruguay","Mar-2021","65.207688064351","25.660448460419","1","2743.0138701465","69.847956256187","501.46117080945","46.787599659914","115","83.757695423128","2","43.544040929865"
"Uruguay","Apr-2021","72.81491562262","34.283993847573","2","2746.2268252343","69.017736545223","78.25282359359","33.922114668439","145","30.838987713416","2","57.051186399355"
"Uruguay","May-2021","82.721476039648","30.853031498007","2","2730.091605103","68.617379277098","373.42400920367","36.367205601016","175","64.618322858283","2","53.64513620913"
"Uruguay","Jun-2021","100","33.424369769636","2","2832.2697544004","68.537084827289","1299.7232332495","18.587468287975","205","65.779595499417","3","68.473858254917"
"Uruguay","Jul-2021","84.797339191053","19.869518669121","1","2972.1205701379","69.381281987883","262.93420140377","29.415141417885","235","61.473809573112","3","59.076974343201"
"Uruguay","Aug-2021","100","20.366622007353","1","2982.3288506083","69.068960361275","530.72601960864","20.143715020667","265","21.973393831306","3","68.451996651181"
"Uruguay","Sep-2021","100","36.6365461719","2","2970.7123257494","68.223665996501","390.64196836442","34.547773787421","295","83.56585809419","4","65.407543009949"
"Uruguay","Oct-2021","100","56.298527053857","1","2861.1460194537","70.164101664183","825.94733561607","33.423837367452","325","24.932247436687","4","82.961167097784"
"Uruguay","Nov-2021","90.63553948351","52.391781104689","1","2840.2827746168","69.307294954212","332.74491109168","33.56615638854","355","71.697732763314","4","61.440726502276"
"Uruguay","Dec-2021","100","46.762140612678","1","2978.5513534149","67.089810270549","1551.5991449918","26.474122296906","385","85.351520059088","1","70.865495693921"
"Uruguay","Jan-2022","100","28.762366922395","1","2885.0345584445","69.713430286036","216.87915806566","48.795690126545","415","82.315446938819","1","67.944895581662"
"Uruguay","Feb-2022","100","40.732956921593","1","2798.5278065802","68.935460814476","1462.4793442302","31.149852958808","445","64.04534351058","1","66.820651481028"
"Uruguay","Mar-2022","100","22.078643925247","2","2839.5370029371","67.624256970518","491.11136988457","33.456451611006","475","82.078207762827","2","66.794330465765"
"Uruguay","Apr-2022","100","23.872749239489","1","2991.6422164795","69.715340930603","428.95169199682","34.046127158333","505","36.3537334554","2","66.483936028242"
"Uruguay","May-2022","100","50.848992611616","1","2971.8353037772","68.983206271827","766.04933901441","34.061938584988","535","62.354987740642","2","69.745340273752"
"Antigua and Barbuda","Jan-2020","0","0","1","27385.625073664","60.129441471053","1865.5635169709","48.313820775583","0","45.831241268782","1","8.7214848904564"
"Antigua and Barbuda","Jan-2020","0.56580189305454","0.13864618466739","3","27534.906246617","58.306359329648","819.20668850109","30.261262993892","0","75.626402467852","1","6.1225910424214"
"Antigua and Barbuda","Mar-2020","0","0","1","27432.184105191","59.580797926703","1135.8371400368","40.870474124232","0","85.639323076556","2","5.0133492120253"
"Antigua and Barbuda","Mar-2020","0","0","2","29776.902935642","60.460285920238","228.93526504381","48.317695937913","0","49.635061914555","2","9.7147039770138"
"Antigua and Barbuda","Apr-2020","0","0","1","27975.570313118","59.089968037191","1230.2090178788","45.80163506617","0","66.333110353035","2","6.9766685600366"
"Antigua and Barbuda","May-2020","12.802152727175","7.1977908783199","1","28525.436319947","58.419091575342","103.65178377513","39.393494243648","0","80.393954422146","2","15.225255491573"
"Antigua and Barbuda","Jun-2020","3.9457998548422","2.1360914755736","3","27767.232753464","60.618762947616","648.1188819255","35.674816430576","0","23.53552295826","3","14.200265366047"
"Antigua and Barbuda","Jul-2020","0","0","2","27014.046033244","60.270539454809","167.70671619856","24.12766767706","0","47.036547670936","3","9.1709419046949"
"Antigua and Barbuda","Aug-2020","0","0","3","28837.212731414","57.491984854824","866.05005780418","46.000278391807","0","41.101933048747","3","9.7434978047284"
"Antigua and Barbuda","Sep-2020","2.1281984688305","0.9415267774527","1","27165.247254802","57.907693218906","1248.8732984641","24.650362926683","0","55.28490558239","4","9.0981467963894"
"Antigua and Barbuda","Oct-2020","0","0","2","29066.947036346","57.685733821447","221.19873842495","33.769003067679","0","31.249934443369","4","11.459415731948"
"Antigua and Barbuda","Nov-2020","0","0","1","28236.493359643","58.384266607739","1776.6255340967","19.29874278831","0","83.960924580452","4","5"
"Antigua and Barbuda","Dec-2020","7.3133328037879","3.7716046553869","1","29762.151261619","59.278742319216","613.52924187024","29.60266280303","25","24.648374742235","1","17.962153438013"
"Antigua and Barbuda","Jan-2021","20.201304135374","11.707998876123","1","28525.873776545","59.121648003251","1408.7042236597","20.176327422477","55","33.565239101635","1","27.326737001591"
"Antigua and Barbuda","Feb-2021","49.475869703392","13.638294538811","1","27624.942227442","60.468453350429","1884.9490544344","34.591775198152","85","44.661621894642","1","39.610717688932"
"Antigua and Barbuda","Mar-2021","65.991426059322","27.283942118462","3","28139.704231219","59.872722129654","983.75226747549","34.402438909575","115","38.744202022288","2","51.602305050056"
"Antigua and Barbuda","Apr-2021","56.244559664379","27.146830923234","3","27949.317324639","57.558629385164","997.62729974627","35.422762628773","145","31.790838579234","2","43.417694520612"
"Antigua and Barbuda","May-2021","91.288336326895","34.830026368423","1","29428.711434673","59.113760148112","752.6826645192","33.783919776832","175","60.539086282453","2","72.484261744154"
"Antigua and Barbuda","Jun-2021","100","23.979849047226","2","27356.851498259","57.688233087357","1059.3486823284","30.889137089488","205","61.216718910936","3","77.320182853778"
"Antigua and Barbuda","Jul-2021","98.583790169895","26.609212770178","3","28608.514464005","59.849901320688","657.58237855839","21.031645272939","235","88.310960394848","3","66.934671385841"
"Antigua and Barbuda","Aug-2021","94.03105215268","43.24916575604","1","29316.846606512","59.314193411177","563.65220226696","19.971455529359","265","31.374889083211","3","69.981190364996"
"Antigua and Barbuda","Sep-2021","100","29.996068865476","1","28976.64376397","59.441426175993","814.99385367189","29.635566374082","295","35.176999315038","4","79.265766653405"
"Antigua and Barbuda","Oct-2021","100","36.967402229839","1","27735.56279904","60.338874975062","975.65865225301","35.388987270344","325","41.333263895813","4","72.51254201494"
"Antigua and Barbuda","Nov-2021","91.096229417399","43.36455099567","1","28195.144772346","59.074849629148","741.73993117381","21.219839271123","355","41.674226700199","4","75.45413470098"
"Antigua and Barbuda","Dec-2021","100","31.4489722896","1","27562.964409963","58.155816558212","55.863705929149","46.695889597048","385","34.749466555243","1","81.591406198359"
"Antigua and Barbuda","Jan-2022","92.501517896174","23.214479588855","2","27226.570510032","57.885333685","1293.0658859143","28.869139855406","415","69.556347869083","1","63.415973162132"
"Antigua and Barbuda","Feb-2022","83.821993861847","38.585877360783","1","28538.167659614","58.961111399735","543.06842980671","37.328159927664","445","80.99335146382","1","65.317401683787"
"Antigua and Barbuda","Mar-2022","86.091058687412","26.07168154565","1","28057.245034325","60.653781556194","742.90798063486","29.950226916654","475","46.847415870378","2","64.696477972703"
"Antigua and Barbuda","Apr-2022","100","44.566754012756","1","29338.585017476","57.545005369892","1742.8863729528","34.407996793406","505","47.877516440439","2","81.726927035158"
"Antigua and Barbuda","May-2022","100","20.510617060716","2","28283.191839026","58.626667115594","285.10867561177","32.06289197947","535","54.742593989907","2","72.704055777328"
"Lithuania","Jan-2020","5.057354324728","2.2237743635366","2","19966.980848168","70.283794474158","680.32692587983","36.223436420371","0","80.2779464043","1","8.094440428123"
"Lithuania","Jan-2020","0","0","1","21470.397245721","69.128791763062","268.268101788","35.818187528906","0","86.246505735086","1","5"
"Lithuania","Mar-2020","0","0","3","21478.779862917","72.822029962433","54.91148057273","21.611460630808","0","62.662743435664","2","7.1122553147872"
"Lithuania","Mar-2020","0","0","2","19856.907723849","70.165373170533","1016.5603529587","35.93115757921","0","71.003060975494","2","5.5919208273309"
"Lithuania","Apr-2020","12.270345970489","5.3271727782042","1","21070.593882346","69.698906044257","178.45101963341","21.816693505272","0","35.720766785773","2","16.630328149593"
"Lithuania","May-2020","12.399368072886","5.9581113248244","2","20469.034928247","70.315034642281","793.42695312132","24.139941900944","0","24.28516607005","2","18.978911044606"
"Lithuania","Jun-2020","1.3659739558875","0.36434880398969","1","21359.518191298","69.669784427544","1660.9911726523","40.525973345104","0","86.197147593556","3","5"
"Lithuania","Jul-2020","17.344330917874","6.6939042424472","2","20673.961169336","69.398417345294","1020.7158578467","34.914694445998","0","76.742269378211","3","15.888360711197"
"Lithuania","Aug-2020","8.5112409838024","2.088274154641","2","20779.32210505","72.391839455948","1840.5431589198","19.765010899257","0","77.444909224814","3","10.964899250227"
"Lithuania","Sep-2020","0","0","1","21290.49581707","68.633467943778","345.51210638373","36.585498555311","0","70.00712934261","4","5.9620867217752"
"Lithuania","Oct-2020","2.398577458493","1.1242413375851","1","19742.422496403","69.107874384157","1073.7635440645","39.604156347021","0","49.221379872752","4","9.2582645510656"
"Lithuania","Nov-2020","1.6548939312256","0.38008028061729","1","21485.159731341","71.673950074155","1790.5763541549","21.76183197187","0","89.315577423055","4","5.2789325672258"
"Lithuania","Dec-2020","2.5169322470894","1.0875448107672","3","20405.048087785","71.442023272178","383.92814170885","37.993452758999","25","43.551524627226","1","10.717241088983"
