ID,Age,Income,LoanAmount,CreditScore,EmploymentYears,FamilySize,OwnsCar,OwnsPropertyBefore,OwnsHouse
16006,68,191474,219501,560,11,9,0,1,1
16007,61,193263,111872,747,10,5,0,1,1
16008,40,54727,4768,641,23,3,1,0,1
16009,20,54294,346299,480,34,4,0,0,0
16010,47,44223,404552,840,13,2,0,1,1
16011,67,178720,117990,457,5,8,1,1,1
16012,34,116240,491368,641,15,4,1,1,1
16013,36,23519,319521,565,37,6,0,0,0
16014,45,103615,136263,696,7,1,0,1,1
16015,39,42280,112416,314,1,2,1,0,0
16016,44,109910,372195,812,38,2,0,0,1
16017,32,197911,441911,412,5,7,1,1,1
16018,52,65079,462411,846,1,3,0,1,1
16019,44,151448,470371,446,38,9,0,0,1
16020,27,151850,486994,500,27,9,1,0,1
16021,24,123579,386278,639,36,4,1,0,1
16022,25,187183,386708,427,19,1,1,0,1
16023,42,173448,6634,816,28,5,1,0,1
16024,49,154667,343747,410,25,9,1,1,1
16025,33,169955,359811,695,32,4,0,1,1
16026,42,98723,109291,365,6,2,0,1,1
16027,30,93025,368816,714,10,4,1,0,1
16028,50,143934,259082,433,39,1,1,0,1
16029,25,183249,41594,329,33,9,1,1,1
16030,30,116962,235737,564,31,2,1,1,1
16031,32,78150,357508,654,27,4,1,0,1
16032,31,104403,333371,618,17,7,1,0,1
16033,21,66686,219713,663,10,8,0,1,1
16034,54,74947,239063,369,24,7,0,0,0
16035,55,182298,483176,782,37,7,0,1,1
16036,36,83426,288911,431,27,6,1,0,1
16037,47,137387,221393,713,14,2,0,0,1
16038,47,60252,290123,472,1,4,0,1,0
16039,41,166895,432217,581,24,5,1,1,1
16040,57,45927,250891,629,20,3,1,0,1
16041,26,176173,285721,714,12,9,1,1,1
16042,34,87034,121155,837,33,1,0,1,1
16043,51,140785,410874,337,5,5,1,0,0
16044,30,116647,342554,361,6,9,0,0,1
16045,43,198848,35380,558,7,1,0,0,1
16046,22,70819,445270,739,39,3,1,0,1
16047,49,72336,267348,622,32,9,0,1,1
16048,25,123221,42159,770,39,4,0,0,1
16049,21,68773,405796,567,11,4,1,0,0
16050,33,108781,186337,528,18,2,0,0,1
16051,60,49581,25644,680,23,5,1,1,1
16052,37,119361,389834,696,7,2,1,1,1
16053,63,108232,283266,570,21,3,1,0,1
16054,50,168824,321925,707,21,3,0,0,1
16055,32,44486,218573,797,25,3,0,1,1
16056,45,140426,445829,696,7,4,0,0,1
16057,63,73785,126540,366,12,9,0,0,0
16058,31,101141,92316,816,26,1,1,1,1
16059,37,117620,268448,373,21,9,0,0,1
16060,28,45503,54800,475,3,7,0,1,0
16061,68,133329,211961,675,30,8,1,1,1
16062,40,172656,51128,476,1,7,0,1,1
16063,67,192736,86794,511,28,1,0,1,1
16064,68,77626,278138,618,26,7,0,0,1
16065,59,163093,352065,663,2,6,1,1,1
16066,62,135658,372513,653,20,3,1,1,1
16067,43,162370,69854,589,34,3,1,1,1
16068,53,174917,375695,634,13,4,1,1,1
16069,27,80197,421611,757,3,4,1,1,1
16070,63,128585,180136,371,1,2,0,0,0
16071,52,64976,206971,344,38,2,0,1,1
16072,42,92686,109348,723,25,6,1,0,1
16073,32,62552,144533,564,8,2,1,0,0
16074,68,196995,294317,662,11,4,1,1,1
16075,33,192597,242210,828,2,4,0,0,1
16076,33,62377,102278,618,28,6,1,0,1
16077,35,60123,424753,577,19,8,0,1,1
16078,68,113479,306036,626,15,7,0,1,1
16079,57,110496,185870,418,30,4,0,0,1
16080,58,198039,134531,455,3,1,0,1,1
16081,45,30837,456535,508,29,4,1,0,0
16082,45,39519,380172,547,8,4,0,0,0
16083,20,106096,155164,784,14,8,1,0,1
16084,51,43307,496945,435,27,8,0,1,1
16085,34,39640,430095,507,16,9,0,0,0
16086,40,116716,397824,493,10,2,0,0,1
16087,37,174968,255009,833,10,1,0,0,1
16088,49,83001,20833,626,8,7,1,1,1
16089,32,76615,169423,709,29,2,1,0,1
16090,43,134541,314335,653,34,8,0,1,1
16091,49,31632,472167,782,10,5,0,0,1
16092,21,108362,82062,738,2,5,1,0,1
16093,38,41216,443344,318,36,7,0,0,0
16094,66,161196,260793,528,0,6,1,0,0
16095,63,47737,16720,792,18,8,1,1,1
16096,66,181207,26402,709,0,2,0,0,1
16097,44,54839,185012,464,36,2,1,1,1
16098,69,143211,488439,642,14,3,0,0,1
16099,33,170585,399260,452,34,4,1,1,1
16100,25,195081,387447,741,15,4,1,0,1
16101,31,155356,335051,806,4,8,1,1,1
16102,39,56303,96313,474,14,4,0,0,0
16103,42,59133,247780,686,38,1,0,0,1
16104,49,35298,376468,590,38,6,1,1,1
16105,49,20352,300070,377,0,4,1,0,0
16106,57,23122,263680,549,11,5,1,0,0
16107,49,25207,205360,817,35,8,1,1,1
16108,60,182013,320844,569,36,9,0,0,1
16109,49,198663,212778,510,37,2,1,1,1
16110,55,169487,244592,600,3,7,1,0,0
16111,68,143739,295255,659,21,9,1,0,1
16112,53,147142,416855,356,11,8,1,0,1
16113,35,58593,407884,454,32,7,1,0,0
16114,43,196228,279907,346,37,8,0,1,1
16115,33,142569,420740,725,2,2,0,1,1
16116,45,142279,70582,367,23,5,1,0,1
16117,27,188460,164685,601,4,4,1,0,1
16118,33,86706,32207,449,14,8,0,0,1
16119,50,150309,298565,639,35,3,1,1,1
16120,21,101041,372097,550,6,2,1,1,1
16121,67,156712,45420,767,7,8,1,1,1
16122,23,79472,483825,332,21,8,0,1,1
16123,20,188757,217923,372,17,8,1,1,1
16124,39,107165,431166,409,7,3,1,1,1
16125,33,97361,333391,469,13,4,1,1,1
16126,59,46181,133987,721,3,6,1,1,1
16127,44,60074,216058,696,16,3,0,0,1
16128,44,67030,316655,482,11,1,0,1,1
16129,22,31125,452180,368,19,5,0,0,0
16130,24,25801,11344,357,29,7,0,1,1
16131,57,75897,220226,732,6,5,1,0,1
16132,45,68266,166487,390,2,1,0,0,0
16133,59,110183,121797,367,20,1,0,0,1
16134,57,22292,124001,500,15,2,0,1,1
16135,57,139362,302586,773,33,3,1,0,1
16136,23,34977,2005,846,35,9,0,0,1
16137,26,62193,194029,498,27,2,0,0,0
16138,49,134881,169730,529,22,5,1,1,1
16139,49,114745,82598,477,29,5,0,1,1
16140,38,196459,444886,628,21,2,1,1,1
16141,58,113694,289034,741,18,3,1,0,1
16142,54,48964,321247,447,27,2,0,0,0
16143,59,78073,1390,630,2,9,0,0,0
16144,52,110147,267549,843,31,3,1,0,1
16145,52,66607,482097,312,21,7,1,0,0
16146,33,52577,304611,455,13,1,1,1,1
16147,57,43572,297538,414,11,5,1,1,1
16148,29,99494,36527,437,11,2,1,0,1
16149,47,61204,388711,685,10,4,0,1,1
16150,33,189052,3879,423,5,3,1,0,0
16151,55,77272,214175,804,8,8,1,1,1
16152,57,157017,37731,825,17,4,0,0,1
16153,35,117572,473789,669,17,4,1,1,1
16154,40,41879,215269,829,33,1,0,0,1
16155,47,26319,31445,569,11,5,0,0,0
16156,52,65245,241253,662,24,8,1,0,1
16157,25,178502,176625,544,6,9,0,0,1
16158,60,45791,416715,704,6,1,0,1,1
16159,34,106083,290343,590,32,1,0,1,1
16160,63,100195,420045,395,26,3,1,1,1
16161,22,41658,114886,535,32,4,0,0,0
16162,62,83713,272705,673,15,3,1,1,1
16163,66,119835,371047,337,16,4,0,0,1
16164,54,99975,144778,686,33,3,1,1,1
16165,33,40945,129520,740,13,6,0,0,1
16166,21,120079,278985,709,4,4,0,0,1
16167,48,92672,445926,408,0,3,1,1,1
16168,23,30681,91013,829,7,4,1,1,1
16169,45,198899,175240,794,12,7,1,1,1
16170,31,62109,471192,765,1,7,0,1,1
16171,21,156227,384644,617,31,8,0,0,1
16172,36,43789,179716,640,4,5,0,1,1
16173,54,81572,176437,689,28,8,0,1,1
16174,29,49563,421314,322,36,2,0,0,0
16175,67,172802,166155,718,17,9,1,1,1
16176,41,180139,490713,354,15,3,0,1,1
16177,60,67358,33669,323,16,7,0,1,1
16178,62,199131,56052,645,21,4,0,0,1
16179,40,36466,53449,417,9,4,1,1,1
16180,34,195412,385383,773,15,1,1,0,1
16181,54,194611,319062,343,27,3,1,0,1
16182,67,188776,99440,687,0,7,0,1,1
16183,40,70259,210213,443,17,7,0,0,0
16184,40,44121,454557,427,35,1,0,0,0
16185,40,90010,398500,848,3,7,0,0,1
16186,63,62884,131579,573,26,3,0,0,0
16187,51,182184,192233,446,34,5,1,0,1
16188,24,147192,119960,564,38,2,0,0,1
16189,58,20636,129451,807,2,3,0,0,0
16190,28,20799,13371,408,10,1,1,0,0
16191,37,146663,78733,629,13,8,0,1,1
16192,40,178203,499778,657,25,5,0,0,1
16193,27,136734,250483,769,0,5,0,0,1
16194,63,53384,461379,476,12,2,0,0,0
16195,53,171329,287395,595,11,7,0,0,1
16196,29,45604,312327,763,21,9,1,0,1
16197,60,65297,148760,649,37,8,0,0,1
16198,43,152738,355747,359,15,5,1,0,1
16199,59,186304,210461,713,11,4,0,1,1
16200,43,20037,403058,656,24,2,0,0,1
16201,51,194192,241998,324,39,7,1,0,1
16202,52,179064,200891,326,26,9,0,0,1
16203,57,146825,480044,371,8,6,0,0,1
16204,63,36647,296676,529,31,6,0,1,1
16205,68,147556,344622,316,6,7,1,0,1
16206,53,42911,183985,326,12,9,0,1,1
16207,30,189726,277956,834,15,6,1,0,1
16208,50,177062,25425,629,27,4,0,1,1
16209,37,38137,303071,669,25,8,0,0,1
16210,42,176209,133161,497,20,5,0,0,1
16211,41,83960,493745,812,21,6,0,0,1
16212,62,72734,456454,572,38,2,0,1,1
16213,37,189348,90089,331,18,5,1,0,1
16214,59,106076,303107,313,39,5,1,0,1
16215,66,138523,110901,554,39,1,0,1,1
16216,60,25861,355944,572,12,3,0,1,1
16217,66,195573,485036,516,26,2,1,1,1
16218,58,146009,275230,414,5,4,1,1,1
16219,39,117173,300111,697,21,3,0,0,1
16220,32,195288,14396,822,26,3,0,0,1
16221,64,118294,220332,308,9,8,1,1,1
16222,20,51946,379257,457,0,3,0,1,0
16223,23,72255,320898,615,13,5,0,0,1
16224,43,123056,271278,727,19,7,0,1,1
16225,55,114376,130480,763,3,6,0,1,1
16226,55,168501,64002,363,18,8,1,0,1
16227,64,159087,149506,767,27,4,1,0,1
16228,21,72009,33244,373,31,6,1,0,0
16229,47,53870,105554,526,14,6,0,0,0
16230,45,60071,442115,690,20,4,1,1,1
16231,42,80079,28730,490,5,9,0,0,0
16232,34,140690,39970,565,6,2,0,1,1
16233,55,44962,278836,320,19,5,0,1,1
16234,46,103532,9615,649,22,4,0,1,1
16235,25,70717,384375,791,22,3,0,0,1
16236,54,169656,421042,461,15,6,0,0,1
16237,58,73156,149657,567,25,3,0,1,1
16238,57,74962,119461,405,13,4,1,1,1
16239,54,165894,369008,502,22,3,1,0,1
16240,55,105703,240707,482,11,3,0,0,1
16241,29,68101,454000,642,21,2,1,1,1
16242,49,195061,400801,460,6,3,0,0,1
16243,60,118944,188658,697,9,8,1,0,1
16244,57,40470,379156,685,21,3,0,1,1
16245,48,129491,123560,558,28,8,1,0,1
16246,62,112350,3514,351,21,6,1,0,1
16247,58,54867,256088,791,31,8,1,0,1
16248,69,161906,177410,846,39,4,0,0,1
16249,23,145268,370924,800,38,4,1,1,1
16250,24,100396,117047,819,34,1,0,1,1
16251,23,191738,57533,453,16,2,1,1,1
16252,55,97813,179601,822,1,4,1,1,1
16253,64,107709,369368,356,15,3,0,0,1
16254,35,154821,373983,680,19,7,1,0,1
16255,44,24746,398931,624,6,8,0,0,1
16256,33,78778,360462,665,0,2,0,0,0
16257,30,141883,347329,797,21,4,0,1,1
16258,48,124806,172797,760,9,2,0,1,1
16259,53,62399,110324,831,22,3,1,1,1
16260,41,122581,291869,782,16,1,0,0,1
16261,33,47544,324043,509,4,2,0,0,0
16262,43,123191,273574,441,31,2,1,1,1
16263,58,98490,459583,376,18,3,1,1,1
16264,45,164085,457962,513,1,2,1,0,0
16265,62,81508,247029,824,10,4,1,0,1
16266,55,28668,347832,609,30,7,1,1,1
16267,58,147300,282606,304,8,4,1,0,1
16268,35,144198,10558,826,32,4,1,1,1
16269,57,41712,489478,769,3,3,0,0,0
16270,51,25194,495701,847,23,6,1,0,1
16271,25,50549,447815,640,27,5,0,1,1
16272,53,67390,434390,312,4,8,1,0,0
16273,27,25350,183830,614,3,4,0,0,0
16274,49,156768,122871,571,34,4,1,1,1
16275,46,117550,420683,733,29,1,0,0,1
16276,26,62248,153861,398,13,5,0,1,1
16277,46,118572,142009,557,22,6,0,0,1
16278,44,137623,378381,390,15,7,1,0,1
16279,65,45597,388379,528,29,1,1,0,0
16280,60,118393,248068,660,16,8,1,1,1
16281,34,54693,315331,537,38,4,1,0,0
16282,44,180103,195192,735,2,2,1,0,1
16283,41,99147,483837,432,26,5,1,0,1
16284,37,145953,83608,450,0,5,0,1,1
16285,31,115644,69018,725,7,5,0,0,1
16286,42,121551,123323,529,26,5,1,0,1
16287,64,37532,398467,757,21,9,0,1,1
16288,58,49398,408092,709,22,4,1,1,1
16289,44,95330,186088,754,28,4,1,0,1
16290,29,148713,322158,638,14,4,1,0,1
16291,49,112276,390769,644,33,5,0,0,1
16292,29,186901,36826,343,28,7,1,0,1
16293,53,135118,452870,676,34,8,1,1,1
16294,65,28015,32159,494,24,3,0,0,0
16295,32,31742,290111,363,37,9,0,0,0
16296,48,23542,165231,802,24,9,0,1,1
16297,57,152445,301610,384,13,6,0,1,1
16298,60,90375,340323,682,15,4,1,1,1
16299,64,73331,208797,317,12,7,0,0,0
16300,28,79992,449339,716,4,8,0,0,0
16301,32,97026,475612,551,9,6,0,1,1
16302,56,180878,160411,473,16,2,1,1,1
16303,33,105934,428071,768,7,3,1,0,1
16304,56,157121,398658,493,21,1,0,0,1
16305,28,173114,232410,350,5,6,1,1,1
16306,27,194020,35796,472,33,9,1,1,1
16307,58,45704,162596,379,9,2,0,1,1
16308,59,45685,340322,544,4,1,0,1,0
16309,22,84451,102714,583,19,1,0,1,1
16310,66,71702,263955,711,27,1,1,1,1
16311,59,94233,151998,458,13,1,1,0,1
16312,52,59796,142024,529,25,1,0,1,1
16313,51,45755,368802,822,33,9,0,1,1
16314,26,148710,151865,789,29,2,1,1,1
16315,38,184335,497528,566,39,6,0,1,1
16316,53,123340,121993,795,35,2,0,1,1
16317,33,43521,453872,433,13,4,1,0,0
16318,69,85921,177722,491,3,6,1,0,0
16319,66,50344,74612,746,34,9,1,1,1
16320,65,57539,133780,586,35,5,1,1,1
16321,38,158352,427306,672,27,6,1,1,1
16322,45,169352,81128,465,3,2,1,1,1
16323,36,179502,423722,526,21,8,0,1,1
16324,47,49594,26839,597,37,6,0,1,1
16325,38,184650,333158,796,34,6,0,0,1
16326,46,111514,362624,494,5,9,0,1,1
16327,67,133152,119981,834,8,9,0,1,1
16328,38,23794,423038,557,8,9,0,1,1
16329,52,144168,81770,770,22,4,0,1,1
16330,26,143777,353182,622,32,1,0,0,1
16331,48,46980,264766,736,4,8,0,1,1
16332,62,84752,419245,572,14,3,1,1,1
16333,24,25229,128785,468,34,4,1,1,1
16334,49,154027,277949,332,7,9,0,0,1
16335,68,114134,192794,391,21,6,1,0,1
16336,62,22953,374760,549,39,9,0,0,0
16337,27,168544,158763,642,23,1,0,1,1
16338,61,32010,411821,795,12,8,1,1,1
16339,31,157310,154172,628,12,5,0,0,1
16340,61,163818,220299,508,32,8,1,1,1
16341,32,66788,423138,696,20,1,1,0,1
16342,45,29765,101736,681,12,1,0,0,1
16343,37,146833,363791,302,7,4,1,0,1
16344,61,168518,466324,591,6,9,0,0,1
16345,68,145076,446426,473,12,8,0,1,1
16346,39,52419,162403,428,0,8,0,0,0
16347,35,50427,316532,680,27,6,1,0,1
16348,56,73703,446655,648,35,3,0,1,1
16349,22,164621,243834,779,34,5,1,1,1
16350,46,26548,258316,446,20,6,1,0,0
16351,34,183135,157823,516,1,2,0,1,1
16352,53,128138,62983,359,24,9,0,1,1
16353,64,92483,386487,839,22,5,1,0,1
16354,41,142472,106679,710,20,8,1,0,1
16355,59,191076,123015,544,16,6,0,0,1
16356,42,57996,71119,635,23,2,0,0,1
16357,68,32467,56534,566,32,1,1,0,0
16358,23,181923,471724,646,15,7,1,1,1
16359,60,52737,131425,583,16,8,0,1,1
16360,42,112146,78999,625,15,3,0,1,1
16361,66,119782,134005,728,4,8,0,1,1
16362,28,111123,192532,342,34,4,1,0,1
16363,43,127927,130556,807,8,2,0,1,1
16364,40,132276,45708,300,29,9,0,0,1
16365,60,110568,464177,764,21,7,1,1,1
16366,65,172466,242098,819,37,1,1,0,1
16367,35,195096,140291,451,39,7,0,0,1
16368,44,40435,161500,424,36,5,0,0,0
16369,45,39960,14205,594,39,2,0,0,0
16370,68,175551,444347,477,15,6,0,1,1
16371,64,75805,184003,514,21,4,1,1,1
16372,28,117569,413332,391,26,2,1,1,1
16373,34,174661,172961,497,6,4,0,0,1
16374,58,119442,21576,388,37,9,0,0,1
16375,52,137233,88984,309,28,2,0,1,1
16376,20,29552,223336,524,39,7,1,0,0
16377,24,100330,11604,342,32,3,0,1,1
16378,28,175703,401539,516,34,8,0,0,1
16379,63,129687,174399,428,25,1,1,1,1
16380,25,65105,33615,438,14,3,0,0,0
16381,47,97164,407576,709,23,4,1,0,1
16382,64,51092,19879,594,2,3,0,0,0
16383,45,95687,299526,623,4,2,1,1,1
16384,47,181129,26493,614,20,9,1,1,1
16385,59,128625,207532,770,9,2,0,0,1
16386,34,58959,13828,583,25,1,0,0,0
16387,25,25765,36647,641,38,8,0,0,1
16388,46,175885,225556,573,3,6,0,0,0
16389,57,186879,490145,809,34,3,1,0,1
16390,23,199581,383407,315,18,8,1,1,1
16391,30,77732,329818,806,4,4,0,0,0
16392,40,179054,393201,658,5,8,0,0,1
16393,49,105903,69371,676,14,9,0,1,1
16394,37,85391,243772,792,5,1,0,1,1
16395,54,101552,159433,430,21,6,1,1,1
16396,22,69338,53224,815,3,6,1,0,0
16397,31,68247,246094,348,14,9,1,0,0
16398,46,178391,211574,634,30,3,1,0,1
16399,49,88964,121730,782,28,4,1,0,1
16400,40,178058,291438,619,22,3,0,1,1
16401,57,126062,113868,354,1,7,1,1,1
16402,40,178882,64985,444,4,7,1,1,1
16403,57,181799,124983,665,3,9,1,1,1
16404,59,121692,165056,697,4,5,1,0,1
16405,34,116282,420424,588,31,8,1,0,1
16406,37,170390,201382,582,15,2,0,1,1
16407,48,82422,447513,347,35,8,0,1,1
16408,67,171827,412999,322,3,9,1,0,0
16409,57,98648,419629,331,8,4,1,1,1
16410,40,68069,71957,630,28,7,1,1,1
16411,36,68599,172965,554,1,7,1,1,0
16412,60,26859,310061,452,27,2,1,1,1
16413,37,48570,243203,489,13,8,0,0,0
16414,56,49148,370708,513,0,8,1,0,0
16415,57,153823,3023,770,37,2,0,1,1
16416,31,157575,487469,833,36,2,1,0,1
16417,30,173116,215128,837,38,5,0,1,1
16418,67,91779,380694,757,19,4,1,0,1
16419,68,125104,184827,696,16,4,0,1,1
16420,39,197216,88336,640,15,3,0,0,1
16421,28,121310,439391,772,2,3,1,0,1
16422,20,116116,379631,442,9,2,1,1,1
16423,22,42224,93249,624,4,2,1,0,0
16424,40,92681,480128,707,16,4,1,1,1
16425,42,137211,97006,390,8,2,0,1,1
16426,28,145669,460744,670,8,9,0,0,1
16427,38,73374,13804,472,21,1,0,1,1
16428,64,39299,172249,723,37,2,0,1,1
16429,65,164569,134576,812,19,3,1,0,1
16430,38,111884,308514,325,9,4,1,0,1
16431,42,79482,166971,332,10,6,1,0,0
16432,46,74826,449797,339,12,5,0,0,0
16433,46,108109,228213,671,27,8,1,1,1
16434,58,148865,285096,642,5,7,0,1,1
16435,55,150754,138440,485,16,6,1,1,1
16436,31,145276,496211,775,7,5,1,1,1
16437,46,99458,308144,597,26,7,1,1,1
16438,65,84490,485913,396,14,5,0,1,1
16439,53,96543,121064,526,17,1,1,0,1
16440,52,20872,192673,605,17,5,0,0,1
16441,47,101330,379630,452,31,2,0,1,1
16442,50,174953,480841,736,18,2,0,1,1
16443,51,42388,151529,668,7,2,0,0,1
16444,69,75589,383197,396,31,1,1,0,0
16445,39,196373,66819,445,30,9,0,0,1
16446,59,142021,180582,522,1,3,0,0,0
16447,54,56800,51425,558,37,3,1,0,0
16448,50,100223,80136,397,35,1,1,1,1
16449,50,92702,213060,579,27,7,1,0,1
16450,57,28885,280553,724,21,4,1,1,1
16451,41,109362,172040,404,31,5,0,1,1
16452,64,33026,385304,502,13,8,0,0,0
16453,60,73189,411175,581,3,8,1,0,0
16454,28,43585,480450,785,9,1,0,1,1
16455,28,33006,140056,340,29,1,1,0,0
16456,34,48532,336178,709,36,6,0,1,1
16457,32,26642,348024,640,22,7,1,0,1
16458,41,164628,213137,824,4,8,1,0,1
16459,35,62237,331245,793,6,4,0,1,1
16460,51,57996,147898,603,38,8,0,1,1
16461,21,160211,262090,808,23,1,0,1,1
16462,45,139268,495446,389,13,8,1,1,1
16463,33,197180,474298,749,39,6,0,0,1
16464,57,85933,114337,828,0,1,1,1,1
16465,53,134909,287028,406,19,8,0,0,1
16466,27,67374,242145,773,19,7,0,0,1
16467,55,185617,65326,714,34,3,1,1,1
16468,40,51117,103831,534,35,2,1,1,1
16469,65,73106,300604,753,35,7,1,1,1
16470,62,42112,194801,314,11,7,0,1,1
16471,47,51100,499439,836,31,9,1,0,1
16472,65,150423,284216,650,8,1,1,1,1
16473,63,37158,110273,477,29,5,1,0,0
16474,67,118643,439628,754,31,5,0,1,1
16475,25,86832,89491,779,14,5,0,1,1
16476,39,85823,479814,838,8,2,1,1,1
16477,50,135580,217032,563,8,2,1,1,1
16478,52,138967,100722,752,3,4,0,0,1
16479,63,71005,84641,587,25,5,1,0,0
16480,26,184409,274485,305,23,4,0,1,1
16481,27,41102,197184,830,28,1,1,0,1
16482,28,83673,419060,417,2,5,1,0,0
16483,21,45218,199,779,13,3,0,0,1
16484,36,72824,186802,599,9,1,0,1,1
16485,64,198655,324980,758,13,4,0,1,1
16486,56,141679,294696,388,5,5,0,0,0
16487,61,190613,25984,518,9,7,1,0,1
16488,63,146208,174744,627,5,3,1,1,1
16489,36,38935,429808,463,19,1,0,1,1
16490,57,102029,283187,316,36,4,0,0,1
16491,54,65269,347984,579,11,6,1,1,1
16492,66,107613,101623,826,35,2,0,1,1
16493,58,159831,103494,595,30,1,1,0,1
16494,49,123860,315874,339,28,1,0,1,1
16495,25,174560,103055,368,26,5,0,1,1
16496,23,29549,450324,441,16,7,0,1,1
16497,56,180590,387969,492,14,8,1,0,1
16498,54,77125,468697,535,2,6,1,0,0
16499,28,123375,31044,388,27,6,0,0,1
16500,25,186086,73732,652,36,3,1,1,1
16501,32,194587,478702,523,17,5,0,0,1
16502,41,128872,394164,394,12,3,1,0,1
16503,47,107932,205818,380,26,7,0,1,1
16504,49,61083,169199,450,7,2,0,1,1
16505,55,85610,97169,304,5,6,1,0,0
16506,21,153060,489234,529,20,9,1,1,1
16507,55,126652,251070,725,12,2,1,1,1
16508,27,182103,54277,807,38,1,0,0,1
16509,64,125591,312638,558,22,8,1,1,1
16510,61,88619,272282,321,5,7,1,0,0
16511,69,105738,468464,746,9,7,1,1,1
16512,28,68934,191413,616,15,6,1,0,1
16513,20,64939,66974,663,25,7,0,0,1
16514,32,164928,102335,768,32,6,1,0,1
16515,69,199967,137108,542,30,4,0,1,1
16516,34,196820,214029,603,32,4,1,1,1
16517,51,197379,169167,346,11,9,0,1,1
16518,53,55833,311297,324,17,4,0,1,1
16519,62,27954,373137,679,18,7,1,1,1
16520,50,186073,401937,798,39,3,0,1,1
16521,33,68338,449570,401,1,3,1,0,0
16522,66,193816,441293,772,26,2,1,0,1
16523,33,56936,4857,525,16,2,1,0,0
16524,67,105932,84049,594,19,8,1,1,1
16525,48,76338,326482,796,18,7,0,0,1
16526,66,26308,86808,727,18,9,0,0,1
16527,38,186154,265698,626,20,2,1,1,1
16528,46,172703,97670,384,27,6,1,0,1
16529,28,153986,246658,597,1,5,1,0,0
16530,56,130020,271845,722,30,8,1,0,1
16531,56,62301,111160,847,29,5,0,0,1
16532,62,105854,341451,664,21,7,0,1,1
16533,47,88237,411445,353,34,5,1,1,1
16534,43,120449,355855,831,33,4,1,0,1
16535,47,75611,265619,384,21,2,1,1,1
16536,55,93023,166020,342,27,1,1,0,1
16537,37,144159,449852,799,24,1,1,0,1
16538,44,74825,333726,710,15,8,0,1,1
16539,54,69556,199447,475,17,8,1,0,0
16540,23,188551,328938,750,16,6,1,1,1
16541,33,54692,309375,600,8,4,0,1,1
16542,58,144737,48190,701,20,3,1,0,1
16543,45,109541,233132,313,12,4,0,0,1
16544,27,135569,237995,684,6,6,0,0,1
16545,43,82652,278871,576,30,5,0,0,1
16546,35,91559,91260,454,5,2,1,0,0
16547,39,144819,498767,449,17,2,1,1,1
16548,34,101283,134766,794,24,2,1,0,1
16549,26,133806,363686,800,21,4,1,1,1
16550,36,103165,439067,502,6,9,0,1,1
16551,41,94167,273787,319,9,7,1,1,1
16552,41,180275,461434,844,12,4,0,0,1
16553,31,197431,145156,797,4,2,1,1,1
16554,37,194856,471756,530,18,3,1,0,1
16555,65,191532,431118,305,2,2,1,1,1
16556,66,104868,472168,793,16,8,0,1,1
16557,34,93663,163376,810,18,9,0,1,1
16558,56,38989,401155,679,14,7,1,0,1
16559,35,108397,202253,742,34,3,0,0,1
16560,24,103014,78042,320,6,8,0,1,1
16561,21,131557,300425,689,32,1,1,1,1
16562,47,181850,207446,800,6,2,0,1,1
16563,60,156173,129916,710,30,8,0,0,1
16564,46,152146,72036,396,0,1,0,0,0
16565,50,36399,369371,817,12,7,0,1,1
16566,60,54295,297259,700,27,5,0,0,1
16567,55,142930,157516,498,15,1,1,0,1
16568,66,118015,196771,615,24,5,0,0,1
16569,62,88735,62335,597,24,5,1,1,1
16570,20,96969,198074,787,24,9,0,0,1
16571,69,83242,168607,458,3,3,0,1,1
16572,48,60568,136556,373,34,7,1,1,1
16573,20,129532,143332,682,4,6,0,1,1
16574,27,99027,40000,535,6,7,0,0,1
16575,35,120296,343743,339,1,8,1,0,0
16576,47,137641,353795,407,39,4,0,0,1
16577,41,70083,128637,532,8,2,0,0,0
16578,37,173900,125696,742,12,9,1,0,1
16579,41,32805,251003,740,33,2,1,1,1
16580,60,104058,156881,821,24,9,1,0,1
16581,31,155361,202828,772,13,8,1,1,1
16582,38,72552,457432,661,39,8,1,1,1
16583,44,111199,259604,477,24,3,1,1,1
16584,69,164677,416590,353,1,6,1,0,0
16585,24,130532,297640,722,7,6,1,1,1
16586,53,159489,147752,417,26,3,1,1,1
16587,58,30573,330761,833,13,5,0,1,1
16588,29,97769,51316,699,27,7,1,1,1
16589,66,47710,370146,705,37,8,1,0,1
16590,26,152974,329603,794,2,7,0,1,1
16591,56,130150,215236,390,5,2,1,1,1
16592,66,154675,177835,348,38,4,0,0,1
16593,34,107372,190650,707,6,4,0,1,1
16594,61,93972,328357,808,33,6,0,0,1
16595,43,128607,453861,367,15,2,0,0,1
16596,45,152832,340247,778,18,3,1,1,1
16597,45,115497,470679,426,35,7,0,0,1
16598,65,124609,193767,318,18,9,1,0,1
16599,45,47692,243474,682,18,8,0,0,1
16600,29,142686,195411,689,27,5,0,0,1
16601,36,165164,52339,501,1,8,0,1,1
16602,33,126520,110555,815,17,1,0,1,1
16603,21,132510,466346,755,6,6,0,1,1
16604,67,106315,433738,768,12,2,0,1,1
16605,32,90880,22394,417,34,1,0,0,1
16606,46,159337,283222,608,14,5,0,1,1
16607,28,66195,116302,640,32,9,0,1,1
16608,26,34916,66132,414,21,7,1,0,0
16609,67,191721,140387,805,33,9,1,0,1
16610,29,163334,416382,310,9,7,0,0,1
16611,28,195194,472972,516,29,8,0,0,1
