ID,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),spcies
567,5.9269844016779,2.6899033402628847,4.055713391317352,1.216216039781753,versicolor
568,5.512561366445628,2.5883192119975287,4.257210999849438,1.2337475627776249,versicolor
569,5.48740220533818,3.6662468921044584,1.2543986218932244,0.12424290228092089,setosa
570,7.122327245323373,3.4555919701941806,6.051922276792902,1.5763128060371758,virginica
571,5.174739677535431,3.441466788612379,1.634354394265746,0.6422590419280555,setosa
572,5.857385899753101,3.46577104668436,5.610894742492596,2.1137392821801444,virginica
573,5.724780032745313,2.136532857778272,3.9025276697479745,1.1998682002876992,versicolor
574,6.589794246991403,3.054921547996747,5.148306229685495,2.1569688349302902,virginica
575,6.599498560713215,2.984094746879277,5.545233197859023,1.8781665113136683,virginica
576,5.121934454966242,4.123310875674336,1.3903814936431853,-0.24264959466757854,setosa
577,6.825780381135375,2.9537630924412537,4.538742784487951,1.6133763891865132,versicolor
578,5.062100910661347,3.2956865057038645,1.6279949266190745,0.2346373889861496,setosa
579,5.004406037885415,2.1758760836036166,3.7003988595077666,1.127780094674842,versicolor
580,5.738989109517866,2.7234165254616394,4.075248885021605,1.0022998390412434,versicolor
581,4.76403495929746,4.150941329824908,1.4102668435988515,0.5751038779171282,setosa
582,5.699657862832485,3.130398082253172,4.100154923648295,0.9128759722728019,versicolor
583,6.639054908868361,3.1758677119587984,5.812084097173448,2.1238607690299585,virginica
584,6.11566029248743,3.1804166774838425,4.430102829879333,1.4401931075201362,versicolor
585,6.749727869578813,2.9427833632368143,4.405742190659408,1.7020409848180886,versicolor
586,5.758205291053828,2.6012566176674263,4.49542751485985,1.053270386842283,versicolor
587,5.778870085673243,2.800305978203147,3.790479819140636,1.128447570459502,versicolor
588,4.925908059777755,3.5722507785713757,1.5434714653515207,0.17883085445703722,setosa
589,4.945632401574877,3.9800713224191764,0.7230662677485181,0.26436965787569255,setosa
590,5.827088838825491,2.9491352615068553,4.014171405680828,1.2198636130499056,versicolor
591,4.097423214544659,2.8226548712998203,1.112193815000837,0.3408659207383593,setosa
592,5.851192633348268,2.7985028672943186,4.23963923161191,0.9731753718535854,versicolor
593,5.975834001345021,2.9245166101383093,4.271188550963151,1.5977739782316367,versicolor
594,4.498510529061787,2.043842992113883,1.1500464976836648,0.14730558286326992,setosa
595,4.285138331120918,2.742218968435567,1.2322694516020654,-0.26637109093025335,setosa
596,6.192550908547463,2.75708379102538,4.661296698632291,1.401089641826865,versicolor
597,4.695910088212957,2.0124536549771155,3.614310570403445,0.8329408712904824,versicolor
598,6.262580144851858,2.1725362662071284,4.79214151555165,1.0691400566953944,versicolor
599,4.910685042228652,3.039004564775183,1.681032547286749,0.2600087275374231,setosa
600,6.456912915367495,2.62647874634306,5.357548673585598,1.563342298959316,virginica
601,7.635474402576642,2.45550053579816,6.897581598633868,1.8657672880406035,virginica
602,7.085572491265856,3.245872359215798,6.162987139801631,1.7375514851334672,virginica
603,6.695271254307202,3.2112972217538513,5.8166576344658605,1.9812362868263254,virginica
604,6.068593248372427,2.6372689959923967,4.178181398037003,1.0360507018584144,versicolor
605,7.0354799559794845,3.349819204551932,4.789952489099362,1.4104198451576528,versicolor
606,6.236926635874972,3.103161458265236,5.454749886520789,1.682195994549791,virginica
607,6.454382240789311,2.8462825601825124,4.505557756397144,1.331135335509786,versicolor
608,6.197163944519473,3.1133429846073524,5.612211599133727,1.708251202110399,virginica
609,7.165294635068301,3.5853708707781404,5.956237972950698,2.289703394983056,virginica
610,5.5102855232618575,2.8056803718699936,4.105441705825553,1.4015806181727195,versicolor
611,5.718487900267735,2.6775514354668877,4.387718914862634,1.4711975435408817,versicolor
612,5.029217594373244,2.481762829988584,3.2096115381257384,0.8598517664637907,versicolor
613,6.595951977584188,3.1427870831391544,5.704494544631788,2.5566632908728115,virginica
614,5.115538289685809,3.892109805362161,2.1767737175580444,0.7140478896246638,setosa
615,4.402638642053559,2.9671576538215434,1.0588533846763268,0.6967088869981204,setosa
616,6.227339047968037,2.739072665445386,5.016308317990437,1.7523136928408334,virginica
617,6.903682790151827,3.2744899904209825,5.334991761460094,1.4794316813753503,versicolor
618,7.94865385774215,3.8789574745021578,6.202703309646918,1.9212293895810455,virginica
619,4.7902173902844,3.489536173568802,1.3871850662979115,0.28993703993464354,setosa
620,4.826356505965351,3.8884449160150076,1.477643822900215,0.16655835375617986,setosa
621,5.91546628672039,2.801222641971764,4.762769144244929,1.7490341913471552,virginica
622,6.3746644232325425,3.013782259133361,4.797201562363688,1.7624579909220421,versicolor
623,7.328549180673457,4.135422342053063,6.762571411929188,2.0385554092563614,virginica
624,4.871431542882924,2.7638694832232136,1.822220054517507,0.1481898388131094,setosa
625,6.136600616209064,3.630898621993672,5.682291688763238,2.5037845312651537,virginica
626,5.089028963045899,3.490902599536249,1.4386892409473304,0.1622826380510075,setosa
627,5.368763679952034,3.1877545703186034,4.36338003794784,1.384956833104961,versicolor
628,6.692305732997973,2.4019000052305386,4.032813771108804,1.4351194892759265,versicolor
629,5.265475622399557,4.156273961220974,1.6211784999789658,0.09681531822660842,setosa
630,6.409482485069269,2.74339143224677,5.11009702134133,1.8410019280217274,virginica
631,4.547608541331262,3.309787987412188,1.2144128530276497,0.06285611244946426,setosa
632,5.953605212720584,2.7250724414926424,5.24362538243253,2.2809897654849856,virginica
633,6.5074841120551055,2.881626062352153,5.286302915119922,2.4429799669087933,virginica
634,4.981821415564923,2.3982892393498387,2.8064274935631603,1.3920398086319956,versicolor
635,5.644912753585365,2.9031046719149374,4.502973828712023,1.0983189422934738,versicolor
636,7.2983422899625205,3.33000770588831,4.7600149309922655,1.544504679542322,versicolor
637,6.928891123472845,3.067683879328255,5.250321618058315,2.4129313447571863,virginica
638,5.817485881524664,2.444233087418515,4.396812276957336,1.3575290232935113,versicolor
639,6.003701683703608,2.367548263617709,5.430282972932693,2.38276355684964,virginica
640,4.539384027508779,3.6758942640112764,0.8597701420737554,0.39102463055119147,setosa
641,6.550890591222691,2.729608938073711,4.466855229713532,1.5095017677464468,versicolor
642,5.031011003041541,3.3917343392032344,1.8979243209411594,0.4138335450230729,setosa
643,6.472803287738342,3.1406537069545313,4.772572872391001,1.522337777250725,versicolor
644,6.042531483210867,2.5457751974254177,5.270405792597593,2.878063430872212,virginica
645,6.152631320120824,3.825978076670623,4.707682385221807,1.7619675341336734,versicolor
646,5.682570459584953,2.54133475107025,3.968865943909797,1.0513080928479628,versicolor
647,5.515075861499413,3.6824186005473147,1.042080026955308,0.1439137319243565,setosa
648,5.136509574355947,2.246616702701839,3.9013498494278247,1.331194258322368,versicolor
649,7.048480296162464,2.9615737388149372,6.607078229570651,1.8473630048682506,virginica
650,6.443006324715434,2.9660210966433667,4.492018502699308,1.3070142949582313,versicolor
651,4.64945297883263,3.063182842793787,0.9546312017926113,-0.10212767693465713,setosa
652,6.497110803994788,2.3615089909608167,5.188154074398271,1.6327919348151512,versicolor
653,7.127889337428109,2.9649267381512288,6.030033858628585,2.1063534226326848,virginica
654,6.460726123106597,2.557914138518139,4.39778191840916,1.8120614983483903,versicolor
655,5.714304504843462,3.0237532669814624,4.247543221252191,1.4306318494389478,versicolor
656,6.389115626698292,2.4844409035688493,5.707719210692481,2.1196690094262434,virginica
657,6.398620805368599,2.6318552410512877,4.438006168467415,1.785155851374513,versicolor
658,6.6833778664704795,3.2033685878175464,4.377130751219479,1.71551435388304,versicolor
659,4.239078295223815,3.004116003291671,1.5306890449544275,0.25868414647233845,setosa
660,5.469965146776671,3.6437441806337127,1.3117778738792718,0.6508686341787551,setosa
661,5.269869329528241,3.4551292847485895,1.4510127823895251,-0.09682466962787789,setosa
662,6.580984010028492,3.3058961177917716,5.540373760856225,2.3803850641926587,virginica
663,6.026850511268859,2.8082560445784486,4.130858642538572,1.5801314028387603,versicolor
664,4.953314609103259,3.2623902046550284,1.5392822744816428,-0.006034263272016699,setosa
665,7.340942705800164,3.0752842384697354,6.095947214579521,1.7324137178511378,virginica
666,5.364143948188475,2.0826074826921905,4.030501580811648,1.5094972767052812,versicolor
667,5.480794834209897,2.7500723062358188,5.262881628930297,2.4739466275672966,virginica
668,8.29420123325926,3.8428489034433815,6.466128453212831,2.129388085445002,virginica
669,5.142042847961135,3.249444057896386,1.5944808621048785,0.41486435552737605,setosa
670,6.330696409746513,2.8537766486112135,4.76665523751518,1.6024156744199325,versicolor
671,4.661132955419173,3.387652605453347,1.097177130351843,0.37679763004053063,setosa
672,5.693389523289579,2.8214621125951407,3.800622990738968,1.107665805879379,versicolor
673,5.172619001260544,3.45699495138599,1.1531558509473445,0.0165218099253302,setosa
674,5.001863281912931,3.617312308903252,1.8319219416315797,0.39540220844068,setosa
675,6.262626930623641,2.996360523658325,4.167773160903665,1.390393613227631,versicolor
676,5.013173394263299,2.0333692747743615,3.5280709366943586,1.1379139502584477,versicolor
677,6.742529530817397,3.0693761586586716,4.891760359737784,1.4947813525101294,versicolor
678,6.462705113663282,3.227727855239511,4.881853721050393,1.846963621977862,virginica
679,5.960407823041136,4.385975312869316,1.6596523845934052,0.6158642218532531,setosa
680,6.713534111782979,2.8934681449928017,5.232931404590746,1.9820722004018096,virginica
681,4.870340074745401,3.2462872145493096,1.2749683121046977,-0.2719283413044781,setosa
682,5.818730546264148,3.1234942868786293,4.567695849705644,2.0143636460282988,virginica
683,6.375263578496501,3.067046013111159,5.978482742351487,2.188084573953802,virginica
684,6.176225516695732,2.4570160311322864,5.093866155850649,1.1022623253520747,virginica
685,6.1415605114648075,3.105845120483388,4.689037444617353,1.6804819338532435,virginica
686,7.634457176988666,3.089469149156243,6.311267392114167,2.3819582584326664,virginica
687,5.978631878165713,2.456190480602669,3.469707887048561,0.995555013402683,versicolor
688,5.243628994112739,2.8109902350058813,3.959171863857217,1.4028955146063968,versicolor
689,7.004334372842998,3.3128313255962443,4.961929903705333,1.587834707352961,versicolor
690,6.620537934849266,2.8268380558201005,4.815500757099843,1.3454350783371571,versicolor
691,6.1898337086790285,2.828819127130485,4.123769600012655,1.0248800841100094,versicolor
692,6.801952414680828,2.6364802342898446,5.984151480407121,2.4640543788348195,virginica
693,4.747693470752893,3.408830256495279,1.718179045804103,0.47571403006605417,setosa
694,4.93994376977761,3.5107281238886228,1.0398435901106315,0.21677388406917883,setosa
695,6.55327166906386,3.2519142379761425,4.367023488511557,0.941236289363989,versicolor
696,8.027018074085607,3.4671853719585375,6.539054828218798,1.9595911199787845,virginica
697,6.69689062471032,2.8860262613924403,4.785642404642157,1.2662117461451117,versicolor
698,5.987249689785108,2.225280688216678,5.317044006727864,1.4176206946779004,virginica
699,6.099755691960293,3.027772993634318,4.409379708456134,1.2737962997474577,versicolor
700,6.367821633906244,3.6897961336770626,5.45447350765845,2.610019770526019,virginica
701,4.658444138128273,3.4705425692250906,1.142627792634897,0.338342223177175,setosa
702,5.276916061702951,3.422579339812296,1.137148608519127,-0.28520568080290387,setosa
703,4.4374156368697255,2.241541192338622,1.1768205901828142,0.02631436913532581,setosa
704,6.894587295494962,3.1211351855499374,5.816438731474467,2.5212264200024785,virginica
705,4.437226640678363,2.3409134087015744,1.3298715997697188,0.15644785751664078,setosa
706,4.415889235857383,3.2383978327740897,1.683768012828943,0.2752287219510514,setosa
707,6.5779354779461405,2.597299803058755,4.281468359804899,1.1735059003809327,versicolor
708,4.756506973871899,2.5785992639632926,2.8972162840287994,1.2750336936156972,versicolor
709,7.238866238967225,2.7041481904678926,6.021977249999659,2.172396159476026,virginica
710,5.096790273844668,3.420003308727001,1.436635630459256,0.36803127155251747,setosa
711,7.555019418870865,3.313680051538793,6.6836654958419714,1.7314486877106035,virginica
712,6.908979598937799,3.1297853415116115,4.696754562947022,1.600005959531765,versicolor
713,6.315419921177048,2.901472713640019,5.375056490218046,2.021662416008236,virginica
714,5.0008744184250755,4.275480328372713,1.3948639925278596,0.27140284643632195,setosa
715,4.758732572306501,2.8017401587091344,1.7706759176010338,0.6204786445739119,setosa
716,4.686285009933331,3.868106272432695,1.3548696822592623,-0.22276221488839756,setosa
717,5.145519329103608,3.755958024635591,1.6638673236504,0.5168720995756745,setosa
718,6.58789832521208,2.651478604824162,4.153276722593952,1.0233676782075047,versicolor
719,4.831156075235322,3.547748192474899,1.8250246298599329,0.07933371494335079,setosa
720,5.448496202935529,3.495544020083304,1.3582378104266886,0.11149762508500002,setosa
721,4.22135075651334,3.131492347402185,1.626642367692642,0.3239509400667978,setosa
722,6.375680863210792,3.0336899355807865,5.2459744016398275,2.19728391175066,virginica
723,4.7179203079628635,3.333369071503107,0.7121352015087946,0.39663981487119876,setosa
724,5.197821752721105,3.445483652899513,1.5746030357532157,0.016954452011994164,setosa
725,6.50785215370694,3.3898735783429434,5.9235152320434965,2.618933960067147,virginica
726,4.91782356301143,3.0912363842328983,1.2372309678011058,0.14128600505730823,setosa
727,4.554356772257945,3.2172278206044735,1.074801565990142,0.17886460262310472,setosa
728,6.488079309402273,2.868165110964552,5.2732820894903725,1.6408478678870746,virginica
729,5.918314067920294,2.5791315520345655,3.541386702417568,1.1116323091954496,versicolor
730,5.936594363016108,2.1093143259850993,4.211454952908367,0.85985111690694,versicolor
731,7.492299769801174,3.2384881769679494,5.977860877413069,2.2922613390532307,virginica
732,5.073449597979369,3.536650233212991,1.560280296119248,0.3094459418317807,setosa
733,6.948752955079287,3.0116986027987838,4.977674952051449,1.3578680374735026,versicolor
734,4.97186574466066,3.29979871697869,1.36651621615377,0.40055372653305404,setosa
735,4.5199938378164655,3.659666213116,1.456651127468769,0.5649718336323395,setosa
736,6.107094737466767,3.1635780836058545,5.2836257498628925,1.9601757343175212,virginica
737,4.394289533707842,3.2531612090880917,1.6707846029393105,-0.18213566252084318,setosa
738,6.119013002434952,3.1136334531692023,5.774004550511655,2.474240825938437,virginica
739,5.173370859755361,3.5387899046073796,1.4884543060334685,0.527879064066996,setosa
740,6.053201945422332,2.8636301179517067,4.9939280479403605,1.719038193963791,virginica
741,5.083957309612235,1.9651791447438303,3.5906099397467774,0.892418985673394,versicolor
742,5.701904887924772,2.0508489847589284,3.6074220217629964,1.0462306292211432,versicolor
743,6.98929778074392,3.3930252177863673,5.931119977653453,2.2504059158718994,virginica
744,4.751429462044042,3.2193444063318735,1.0858562617587182,0.37038222461411807,setosa
745,5.564010375001372,2.7591005101127433,4.593213124587681,2.0913078496693593,virginica
746,5.205263442968403,3.2495372355640657,1.3372562844827216,0.020888777029892197,setosa
747,7.046420087583475,2.653151252571379,5.691601458968179,1.9693065708690995,virginica
748,6.662475629825824,2.730916908862996,4.8961015532807535,1.3713766853969194,versicolor
749,5.637217892949787,2.1452068710507977,4.64519722695306,0.9949944802576541,versicolor
750,5.349224050002916,1.8735757330376708,4.061418557679566,1.2012482972540615,versicolor
751,5.459609963926454,2.847991611861296,4.040526506676069,1.4189172305964617,versicolor
752,7.4748351486499764,2.4223969516616144,6.778134105631651,2.0262581338909493,virginica
753,6.368679272301311,3.0591548606295573,5.923327585917031,2.2688384623809035,virginica
754,6.076431129353857,2.77938335357901,4.912163029133592,1.5412365568101871,versicolor
755,4.553553240891304,2.9775474849990013,1.334543876996899,0.004606282863502564,setosa
756,7.310063227420743,3.2422641051972936,5.5561504012680345,2.3556887348777362,virginica
757,5.150933558876059,3.402007473122697,1.5740672166919787,-0.08468503729778021,setosa
758,6.631112720257665,3.3437397671044997,5.7602701218098575,2.3578849618242863,virginica
759,5.910366712002925,2.207747229171746,4.979874008356278,2.1966829212637897,virginica
760,5.665130267454813,2.6516524202892593,3.636889292395363,0.8755749239607578,versicolor
761,5.168107357950177,3.077823265922895,1.8102330350065172,0.035605098775769894,setosa
762,4.891944290616579,3.877603418918564,1.6995973242945215,0.6299972056649568,setosa
763,6.35326924715009,2.96425387392795,4.2786474688822045,1.7907516474894511,versicolor
764,4.634782891178284,3.0468615447827974,1.7243314166193093,0.3460879206105984,setosa
765,6.71811795387675,3.0070870182732463,4.70320462568111,1.477023353975363,versicolor
766,7.478326848171439,3.1140201514705077,5.974246638224682,1.8010326550973703,virginica
767,6.138852799295223,2.441136983977607,5.245653970678929,1.6766379148534851,virginica
768,5.626443509913394,3.1335202820733676,4.971596433909058,1.5936947732832285,virginica
769,6.504286563762964,3.319558140179603,5.4613399497858195,1.9468962662659295,virginica
770,4.761541058558073,2.6216829500323904,4.415041725427156,1.3340175459952746,virginica
771,4.24989742844824,2.2375128108803013,1.1446344972388038,0.19561088854043224,setosa
772,7.1961809513734805,3.0609808873101985,5.660439886071373,1.577414574883664,virginica
773,6.086336643265117,2.7631563186260517,5.518298147652896,1.6341281786635693,virginica
774,6.391189511177872,3.3693674863990006,5.61340336199269,2.6421229529450145,virginica
775,5.704192032647386,3.8800875048477352,1.551533627756141,0.39679727311837354,setosa
776,6.479951824201802,2.998512721153837,4.762033474756417,1.2088333387951864,versicolor
777,5.195036379851511,3.40739107656143,1.5683550903986507,0.31169442398052166,setosa
778,6.454848174037703,2.9963764042825063,5.418957845928687,2.266604437470636,virginica
779,6.25463274119301,3.2100885124933383,5.313024635180312,2.167349188085847,virginica
780,7.649925175060359,2.96181738744254,6.478764128873653,2.0151657424748057,virginica
781,5.263617171506443,3.652020506898016,1.188999421144739,0.3662504139030724,setosa
782,5.428301359314109,3.722016715569474,1.289379945426192,0.4608690202012566,setosa
783,4.704569988605875,3.2034702974901736,1.491383983361223,0.34137241562453247,setosa
784,6.304800975357319,2.1628044728237286,4.7381771565790025,1.689759227383555,versicolor
785,4.489912723379102,3.082331748486005,1.200277700692603,0.35157113885739205,setosa
786,7.722273007495142,2.907069533708566,6.727579100580038,2.1001748712523596,virginica
787,6.257155679312095,2.7800976592576023,5.154137517652215,2.0629692530537076,virginica
788,5.351591207905986,3.666662859854941,2.132207717266467,0.4895860116429612,setosa
789,5.589500902315184,2.756987054211324,4.59412964986026,1.8035070271361713,virginica
790,7.6785606088605025,2.900385154670637,6.196636591965536,2.346706360416253,virginica
791,6.457145863350533,3.3489621437099117,6.079048441417888,2.0863079637852033,virginica
792,7.092750058990225,2.167477931036116,6.182890289701505,1.7627801272863493,virginica
793,7.048382066508787,3.3775433054605957,6.251170594509366,2.027464002808091,virginica
794,5.034110874214797,3.611770915087251,1.2379601011166705,0.05324635903406588,setosa
795,5.814004769237535,2.78823715136936,4.030422239666714,0.6421340521711412,versicolor
796,6.574964701915211,3.3276780799999948,5.798646990378321,2.3118622557551687,virginica
797,7.977057232427058,3.540838174349917,6.258120406977128,1.8739497786992532,virginica
798,6.173490668372049,3.034796487948069,4.568028866192167,1.1966410899466693,versicolor
799,6.054054935694621,2.9227108189115523,4.427908155353829,1.5451440067759028,versicolor
800,5.775528142915057,4.2065068831520875,1.2987822672227973,0.05159783768370166,setosa
801,5.8834626578514175,3.244627721711453,4.455570782544229,1.3437410030932744,versicolor
802,7.7714054714648455,3.145098005830724,6.085917815616942,2.244723568563317,virginica
803,5.052639491902806,3.7432941830483637,1.4630927888204224,0.09153542687192989,setosa
804,5.293250484145284,2.6498521204604057,4.070110961940776,1.6912521675163887,versicolor
805,5.780551188708847,3.5896299769598166,1.1699233439669732,0.22614374647571792,setosa
806,5.240964726653323,3.3885579749557038,1.6470250939665096,0.5316637480058559,setosa
807,5.147729423808472,2.866737415271172,1.6120471504766527,0.3541920559096303,setosa
808,4.5637069143594555,3.0361963236137877,0.968446091380273,0.4647523446301105,setosa
809,4.691071012813517,3.208460040763372,1.2305309302039624,0.33924472498281477,setosa
810,6.674514474607055,3.300241564703227,5.575794161704385,2.427901097465705,virginica
811,6.094805019241036,2.5656858275564454,4.980416767686919,1.5501240214182235,virginica
812,6.301341683570656,2.8057329313608013,5.058733169026774,2.3132649604018196,virginica
813,7.535517985169054,2.586767351820627,6.695584297505496,2.3192584902942324,virginica
814,5.469315064042577,3.055156711146175,0.9957080543352596,0.5015898066673781,setosa
815,4.969252615928198,4.347479511573976,1.3133038659581397,0.1391165735334327,setosa
816,7.084369238877405,2.856301769897205,4.978510972232269,1.3185863562454465,versicolor
817,6.322738061384332,2.968387831115423,5.103635430235201,2.028416419490674,virginica
818,5.933808709538658,2.891772668762111,5.007379474507287,1.6336917703658067,virginica
819,5.881522107126375,2.765775300058875,4.226168380844008,1.364457253828404,versicolor
820,5.6037006003135,2.6841378416275647,3.914087548025598,1.3291595693388438,versicolor
821,6.343425623609315,2.777971021069196,6.120440879036223,2.351162638240434,virginica
822,7.823851534536684,3.2552353860426306,6.250525927285834,2.2732363548959538,virginica
823,5.091090403094379,3.788476919534038,1.2572141254615286,0.5369116538769757,setosa
824,5.672666535622869,2.871734695036074,3.7818345654297456,1.2367114845924874,versicolor
825,4.637024454378841,2.707397693222263,1.5686313587382663,0.40171019348237974,setosa
826,5.216163800122478,3.6760516013831053,1.8453194141232518,0.4625017596230997,setosa
827,6.255100718218865,2.710247292334574,4.979500320766454,1.9623419608647612,virginica
828,5.3114171227154765,2.664601599917565,4.444441206791688,1.367887894833749,versicolor
829,6.2784780846853305,2.7703551297871276,5.048119088306525,1.4450836469454,virginica
830,5.335925498567333,2.5199063246001887,3.660913453589373,0.8380500025496809,versicolor
831,6.084605027353446,3.058433889093687,4.754373148203357,1.1708779751599414,versicolor
832,4.705781873225565,3.2292615287647495,1.5617592189531446,0.0732607839081458,setosa
833,6.746026338301494,3.4996561730336873,5.746541317420486,2.2658925765049336,virginica
834,6.160478122073688,3.1896539165482447,4.941205186571866,1.9248904724360403,versicolor
835,4.722684313559258,3.211790611072367,1.4932561498021442,0.20169829216867197,setosa
836,6.884418273928423,2.8357316343602332,5.218910936826178,2.0244424185958843,virginica
837,5.54408009726537,3.167845502631129,1.6276724746707154,0.4645332660867183,setosa
838,6.46570938028887,2.4555997709422117,4.9739565352379485,1.3953693507347342,versicolor
839,4.316718537041032,3.0739356773013693,0.8376126966162887,0.3953998766970118,setosa
840,5.978114808752876,2.589847231052935,4.91617443679466,1.3434792258843027,virginica
841,6.762384790523102,3.012135863740442,5.050865086563143,1.5645657460628102,versicolor
842,5.428346880280096,2.450669209773495,3.7140537475420317,1.0914294900601385,versicolor
843,4.559813030195797,3.329907436587702,1.2110946003008731,0.31409672041338854,setosa
844,6.451900873706688,3.1120920842975397,4.496806030413136,1.5400078743324024,versicolor
845,6.822624513532682,3.097535937854469,5.77207696146318,1.9691274113853332,virginica
846,5.602169377397435,2.5972471814284734,4.011051145214028,1.3745448280016108,versicolor
847,4.93604611217124,3.653217749372141,1.3704208915054619,-0.22287530487346707,setosa
848,5.596244346074352,2.5610600883781194,4.080361011216915,1.0666244575529729,versicolor
849,5.4570460039537245,3.7626304669055317,1.0367872919122263,0.14322934232042162,setosa
850,5.00430777536488,3.7493937577909495,1.6041245060763403,0.34828196011248175,setosa
851,5.293647219010857,3.3859227886519294,1.5604045406512959,0.37745144124298546,setosa
852,5.606245556821801,3.5299728685415688,1.5964744350153286,0.22511697263546696,setosa
853,5.716535075371092,4.547521418195181,1.0436846131231057,0.4861569025487319,setosa
854,6.394153131983184,3.3937089380578707,5.539305988614417,1.900718535755402,virginica
855,4.649694934416772,3.416533120638445,0.98514805761468,0.32597483317571946,setosa
856,5.995712752081666,3.088965345971305,4.780307358202916,1.9849399977077136,versicolor
857,6.4521126984813675,2.6543232225853997,5.622658004957613,2.0457812414515923,virginica
858,6.164973785660161,2.6769222227868674,4.630861306038343,1.1536021625049917,versicolor
859,5.905720619651855,3.0735185133333727,3.9949890417481937,1.1395881545049793,versicolor
860,6.033218704452587,3.715733728201734,1.3089833731293936,-0.3372045243233965,setosa
861,7.547357404134883,3.0492050999073523,6.480492696883201,2.1696459638253907,virginica
862,4.782320047198428,2.486631236418508,3.1958462767764515,1.2677971783591422,versicolor
863,6.335981313202533,2.9331885287905353,5.040463261511956,1.8003064973374723,virginica
864,4.428238545139165,2.880378450929478,1.3033609688765202,0.03590381591642361,setosa
865,6.426336926460415,3.626016176656649,5.248907957604983,2.604361535842089,virginica
866,5.312053954914032,2.561361231915249,4.81246831133912,1.9450360263346895,virginica
867,4.84862834048823,2.914787595272227,1.5780593725516767,0.33876487589053517,setosa
868,6.047012296367052,3.5392793037045047,5.356949666641951,2.2926535055519275,virginica
869,4.9755296882471285,2.599332435197756,3.441544127333986,1.5112357746476242,versicolor
870,6.8205490587986715,3.536471171321742,5.601535292465152,2.166771635786487,virginica
871,6.869227784438697,3.3068600173292,4.880268966972425,2.0056514582748535,virginica
872,4.998401772989045,3.0304191881106872,1.1504497825589945,-0.32632779506066917,setosa
873,6.495102330354117,3.410484686443417,5.656199482613528,2.8809176748195657,virginica
874,5.134738269740828,3.439082918022098,1.4922558794450407,0.31266640249426403,setosa
875,7.370576052685918,2.5299673343663374,6.416955440635497,1.8433645922271311,virginica
876,7.496908525520582,3.0484887985127975,6.31889847507878,1.8102621149641898,virginica
877,4.780940967947247,2.689433810371896,1.5168896975195858,-0.10147934292633487,setosa
878,6.3970801739932535,3.311642025293004,4.879375573641239,1.2845338022026538,versicolor
879,4.8314023244721715,3.737601314772302,1.7681554216585353,0.3753339543467249,setosa
880,6.466324455316002,3.1245861260046124,4.715394164871427,1.499254711696977,versicolor
881,6.769764348944071,3.0761851932500544,4.751257848784841,1.8487344089256057,versicolor
882,6.1407701697069355,2.886585116887293,4.956692503125866,0.9865940852530185,versicolor
883,7.0651180842891455,3.0056402732103384,5.86138463492176,1.8659037922351152,virginica
884,4.892670613628474,2.9915890341248113,1.406391041759621,-0.038528996792846715,setosa
885,5.488330064240495,3.03384245899272,3.6917484699457077,1.092375219632017,versicolor
886,6.242783602458685,2.947761895544752,5.728330956665959,2.0971652533360206,virginica
887,5.22959093728249,2.707835660480283,4.805060977940706,2.3056030680086903,virginica
888,6.0253745081583325,2.9238945826213216,4.96513766656618,1.559208944405125,versicolor
889,5.649879409801812,3.4754383735866012,0.9196689217436655,-0.00013116196674367586,setosa
890,5.778070436177259,2.983390451504078,5.065317851700778,2.24642520177828,virginica
891,5.905825618264878,2.7545839134221644,4.119740174151531,0.8312588473723626,versicolor
892,6.513047044381011,2.094438812284549,4.222960575981375,1.3959827145501902,versicolor
893,5.441904957525803,2.556038868598721,3.6269693955454247,1.0507235238363233,versicolor
894,5.82593146740173,2.488913762221006,4.965374239689613,1.7460632243693432,virginica
895,4.870250502824054,3.096477868393911,1.6616772291470139,0.49101588567890464,setosa
896,5.0114589297203125,3.2936525884989125,1.7037629984297193,0.6636903691624743,setosa
897,6.725800430482436,2.923532214381602,5.034458666874957,1.775232566160623,versicolor
898,5.974952691256673,3.007069892920369,4.240844118546049,1.3610714897859832,versicolor
899,5.591834452096565,3.0994866715449048,4.931203041511364,2.4452086799970365,virginica
900,5.214005116088304,3.2286650287669776,1.2026930481095481,0.19945659523145295,setosa
901,5.863278020858549,3.0156463520112813,4.936058644031938,1.5080616888719933,virginica
902,4.628931436884483,2.2451585421856266,4.430515452682692,1.552050536023815,virginica
903,6.958205895114427,3.8394248786899388,5.954767059515353,2.4925544832019164,virginica
904,5.619623251250392,2.4697096984327627,3.8112781976581545,1.1811649638644486,versicolor
905,5.152900022842901,2.612319599551514,4.299957722607435,1.6319832379826544,virginica
906,5.625503887878168,2.6281292181791667,3.977674933743584,1.4169608687199426,versicolor
907,6.013247128503613,2.5078250787723335,3.7824537778090117,1.2186728668884812,versicolor
908,5.479091900095123,2.5471186424789027,1.4707352631310817,0.1931671825768841,setosa
909,5.000480706441872,2.9783437185719346,1.587446194490398,0.16184404654558532,setosa
910,7.142952081097957,3.2891480187278743,4.450736729770289,1.4582915025427097,versicolor
911,6.606446029424938,3.0898780459248067,4.9295538339276375,1.8160218517585358,versicolor
912,4.992829226703477,3.315465736372232,1.9100579325635105,0.41676340885748,setosa
913,6.3419619542557655,3.1098685309718146,4.86356119043047,2.0434334748119563,virginica
